MSG_JOB_NAME_01	Warrior
MSG_MAP_NAME_14	Cavern of Earth
MSG_MAP_NAME_15	Chaos Shrine
MSG_MAP_NAME_16	Giant's Cave
MSG_MAP_NAME_17	Mount Gulg
MSG_MAP_NAME_18	Sage's Cave
MSG_MAP_NAME_19	Cavern of Ice
MSG_MAP_NAME_20	Citadel of Trials
MSG_MAP_NAME_21	Waterfall Cavern
MSG_MAP_NAME_22	Dragon Caves
MSG_MAP_NAME_23	Mount Duergar
MSG_MAP_NAME_24	Marsh Cave
MSG_MAP_NAME_25	Matoya's Cave
MSG_MAP_NAME_26	Mirage Tower
MSG_MAP_NAME_27	Sunken Shrine
MSG_MAP_NAME_28	Flying Fortress
MSGARA_NAME_01	B1
MSGARA_NAME_02	B2
MSGARA_NAME_03	B3
MSGARA_NAME_04	B4
MSGARA_NAME_05	B5
MSGARA_NAME_06	1F
MSGARA_NAME_07	2F
MSGARA_NAME_08	3F
MSGARA_NAME_09	4F
MSGARA_NAME_10	5F
MSGARA_NAME_11	Inn
MSGARA_NAME_12	Weapons
MSGARA_NAME_13	Armor
MSGARA_NAME_14	Items
MSGARA_NAME_15	White Magic
MSGARA_NAME_16	Black Magic
MSG_NAME_LIST_01	Aeneas
MSG_NAME_LIST_02	Andii
MSG_NAME_LIST_03	Edan
MSG_NAME_LIST_04	Arael
MSG_NAME_LIST_05	Glitz
MSG_NAME_LIST_06	Clair
MSG_NAME_LIST_07	Kaili
MSG_NAME_LIST_08	Corrad
MSG_NAME_LIST_09	Seren
MSG_NAME_LIST_10	Franke
MSG_NAME_LIST_11	Morgan
MSG_NAME_LIST_12	Yubert
MSG_NAME_LIST_13	Rilee
MSG_NAME_LIST_14	Ryco
MSG_NAME_LIST_15	Rukus
MSG_NAME_LIST_16	Luce
MSG_NAME_LIST_17	Rae
MSG_NAME_LIST_18	Rion
MSG_NAME_LIST_19	Robyn
MSG_NAME_LIST_20	Laurus
MSG_SYSTEM_001	Close
MSG_SYSTEM_002	Back
MSG_SYSTEM_003	Yes
MSG_SYSTEM_004	No
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	x
MSG_SYSTEM_017	No effect.
MSG_SYSTEM_018	Escaped.
MSG_SYSTEM_019	Can't escape!
MSG_SYSTEM_020	Preemptive strike!
MSG_SYSTEM_021	Ambushed!
MSG_SYSTEM_022	The party was defeated.
MSG_SYSTEM_023	Gil
MSG_SYSTEM_024	EXP
MSG_SYSTEM_025	Items
MSG_SYSTEM_026	Next
MSG_SYSTEM_027	Close
MSG_SYSTEM_028	LEVEL UP
MSG_SYSTEM_029	Attack
MSG_SYSTEM_030	Defend
MSG_SYSTEM_031	Equip
MSG_SYSTEM_032	Flee
MSG_SYSTEM_033	Stone
MSG_SYSTEM_034	Poison
MSG_SYSTEM_035	Darkness
MSG_SYSTEM_036	Paralysis
MSG_SYSTEM_037	Sleep
MSG_SYSTEM_038	Silence
MSG_SYSTEM_039	KO
MSG_SYSTEM_040	MISS
MSG_SYSTEM_041	HIT
MSG_SYSTEM_288	HITS
MSG_SYSTEM_042	Items
MSG_SYSTEM_043	Magic
MSG_SYSTEM_044	Equip
MSG_SYSTEM_045	Status
MSG_SYSTEM_046	Order
MSG_SYSTEM_047	Configuration
MSG_SYSTEM_048	Quick Save
MSG_SYSTEM_049	Save
MSG_SYSTEM_050	Gil
MSG_SYSTEM_051	Time
MSG_SYSTEM_052	Lv.
MSG_SYSTEM_053	HP
MSG_SYSTEM_283	MP
MSG_SYSTEM_054	Key Items
MSG_SYSTEM_055	Sort
MSG_SYSTEM_056	Use
MSG_SYSTEM_057	(STATUS_NAME) +(VALUE_NUM)
MSG_SYSTEM_058	(STATUS_NAME) -(VALUE_NUM)
MSG_SYSTEM_059	(HALF_SPACE)
MSG_SYSTEM_060	No items.
MSG_SYSTEM_061	No key items.
MSG_SYSTEM_293	You don't have any items that can be used in battle.
MSG_SYSTEM_279	No party members can equip this now.
MSG_SYSTEM_063	Forget
MSG_SYSTEM_064	Forget the selected spell?
MSG_SYSTEM_065	Cannot use magic.
MSG_SYSTEM_066	Optimal
MSG_SYSTEM_067	Remove
MSG_SYSTEM_068	Remove All
MSG_SYSTEM_069	Empty
MSG_SYSTEM_070	None
MSG_SYSTEM_071	Weapon
MSG_SYSTEM_072	Shield
MSG_SYSTEM_073	Head
MSG_SYSTEM_074	Body
MSG_SYSTEM_075	Arms
MSG_SYSTEM_077	EXP
MSG_SYSTEM_078	Next Level in
MSG_SYSTEM_079	Strength
MSG_SYSTEM_080	Agility
MSG_SYSTEM_081	Intellect
MSG_SYSTEM_082	Stamina
MSG_SYSTEM_083	Luck
MSG_SYSTEM_084	Attack
MSG_SYSTEM_085	Accuracy
MSG_SYSTEM_086	Defense
MSG_SYSTEM_087	Evasion
MSG_SYSTEM_088	Commands
MSG_SYSTEM_089	File
MSG_SYSTEM_091	Empty
MSG_SYSTEM_298	MM/dd/yyyy(FULL_SPACE)H:mm
MSG_SYSTEM_093	Select target.
MSG_SYSTEM_094	Entire party
MSG_SYSTEM_095	One ally
MSG_SYSTEM_096	All enemies
MSG_SYSTEM_097	One enemy
MSG_SYSTEM_098	All
MSG_SYSTEM_099	Controls
MSG_SYSTEM_100	More Commands
MSG_SYSTEM_101	Change Equipment
MSG_SYSTEM_102	Items
MSG_SYSTEM_103	Select
MSG_SYSTEM_104	Scroll Page
MSG_SYSTEM_105	Close Menu
MSG_SYSTEM_106	Cancel
MSG_SYSTEM_107	View Description
MSG_SYSTEM_362	Disembark
MSG_SYSTEM_285	Zoom In
MSG_SYSTEM_286	Zoom Out
MSG_SYSTEM_287	Move
MSG_SYSTEM_108	Custom
MSG_SYSTEM_299	Weapons
MSG_SYSTEM_109	Armor
MSG_SYSTEM_110	Name
MSG_SYSTEM_111	Select and organize items yourself.
MSG_SYSTEM_112	Organize inventory with single-use items first.
MSG_SYSTEM_113	Organize inventory with weapons first.
MSG_SYSTEM_114	Organize inventory with armor first.
MSG_SYSTEM_115	
MSG_SYSTEM_116	Pause/Restart
MSG_SYSTEM_118	Target Enemy: All/Single
MSG_SYSTEM_119	Target Ally: All/Single
MSG_SYSTEM_120	List: Page Up
MSG_SYSTEM_121	List: Page Down
MSG_SYSTEM_123	Start/Stop Auto-Battle
MSG_SYSTEM_124	Pause/Restart
MSG_SYSTEM_126	Back/Cancel
MSG_SYSTEM_127	Switch to Change Equipment
MSG_SYSTEM_128	Switch to Items
MSG_SYSTEM_129	Target All
MSG_SYSTEM_130	Single Target
MSG_SYSTEM_131	Restore Default Settings
MSG_SYSTEM_133	Change
MSG_SYSTEM_134	Welcome!
MSG_SYSTEM_139	How many would you like?
MSG_SYSTEM_142	How many are you selling?
MSG_SYSTEM_143	Thanks!
MSG_SYSTEM_144	Find anything to your liking?
MSG_SYSTEM_150	Thank you.
MSG_SYSTEM_155	Forget (FG_MAGC_N) and learn (LE_MAGC_N)?
MSG_SYSTEM_156	Learn (MAGC_N)?
MSG_SYSTEM_157	Purchase this spell?
MSG_SYSTEM_158	Weapons
MSG_SYSTEM_159	Armor
MSG_SYSTEM_160	Items
MSG_SYSTEM_161	White Magic
MSG_SYSTEM_162	Black Magic
MSG_SYSTEM_337	Caravan
MSG_SYSTEM_163	Cost
MSG_SYSTEM_164	Number
MSG_SYSTEM_165	Number
MSG_SYSTEM_166	Total
MSG_SYSTEM_167	Lv. (MAGC_L) Magic
MSG_SYSTEM_168	Cannot learn
MSG_SYSTEM_169	Learned
MSG_SYSTEM_171	Buy
MSG_SYSTEM_172	Sell
MSG_SYSTEM_173	Exit
MSG_SYSTEM_174	Stock
MSG_SYSTEM_175	Equipped
MSG_SYSTEM_176	Weight
MSG_SYSTEM_177	New Game
MSG_SYSTEM_178	Load Game
MSG_SYSTEM_179	TAP TO START
MSG_SYSTEM_180	PRESS ANY KEY
MSG_SYSTEM_181	©SQUARE ENIX CO., LTD. All Rights Reserved.\nLogo & Image Illustration: ©YOSHITAKA AMANO
MSG_SYSTEM_183	Assign each character a name and class.
MSG_SYSTEM_184	Confirm
MSG_SYSTEM_185	Done
MSG_SYSTEM_187	You must name all characters.
MSG_SYSTEM_188	Begin the game with this party?
MSG_SYSTEM_190	Select the character's class.
MSG_SYSTEM_191	Select a name for the character.
MSG_SYSTEM_281	*Up to 6 full-width characters or 12 half-width characters
MSG_SYSTEM_192	Use this name?
MSG_SYSTEM_193	Suggested Names
MSG_SYSTEM_195	*Some characters and symbols may not display properly.
MSG_SYSTEM_196	Return to title screen. Settings will not be saved. Proceed?
MSG_SYSTEM_197	Class
MSG_SYSTEM_198	Select classes.
MSG_SYSTEM_199	Select names.
MSG_SYSTEM_200	Extras
MSG_SYSTEM_201	Options
MSG_SYSTEM_202	Bestiary
MSG_SYSTEM_203	Music Player
MSG_SYSTEM_206	Privacy Policy
MSG_SYSTEM_207	License
MSG_SYSTEM_282	Gallery
MSG_SYSTEM_208	Chests
MSG_SYSTEM_209	Items
MSG_SYSTEM_210	Notifications
MSG_SYSTEM_284	Tap Mode
MSG_SYSTEM_212	Save complete.
MSG_SYSTEM_213	Overwrite save data?
MSG_SYSTEM_289	Save data is corrupted.
MSG_SYSTEM_290	Data could not be saved.
MSG_SYSTEM_215	Autosave
MSG_SYSTEM_216	Quick Save
MSG_SYSTEM_295	Completed Game Save
MSG_SYSTEM_217	Save your progress?
MSG_SYSTEM_218	Quick Save complete.
MSG_SYSTEM_291	Quick Save data is corrupted.
MSG_SYSTEM_292	Quick Save data could not be saved.
MSG_SYSTEM_370	Not enough storage available to play the game. Please delete unnecessary files to free up storage space.
MSG_SYSTEM_219	Start playing using this data?
MSG_SYSTEM_220	Save Completed Game data?
MSG_SYSTEM_221	*Data saves progress up to the final boss.
MSG_SYSTEM_222	Save complete. Return to title screen?
MSG_SYSTEM_223	Completed Game data has not been saved. Return to title screen?
MSG_SYSTEM_228	Current Location
MSG_SYSTEM_229	Ship
MSG_SYSTEM_230	Airship
MSG_SYSTEM_335	Start from recent save data?
MSG_CFG_INF_01	System
MSG_CFG_INF_02	Cursor Memory
MSG_CFG_INF_03	Continue Auto-Battle
MSG_CFG_INF_05	Language Settings
MSG_CFG_INF_06	Return to Title Screen
MSG_CFG_INF_07	Quit Game
MSG_CFG_INF_93	Display Settings
MSG_CFG_INF_09	Mode
MSG_CFG_INF_94	Resolution
MSG_CFG_INF_153	Graphic Display
MSG_CFG_INF_10	Saturation
MSG_CFG_INF_11	Brightness
MSG_CFG_INF_12	Sound
MSG_CFG_INF_13	Master Volume
MSG_CFG_INF_14	BGM Volume
MSG_CFG_INF_15	SFX Volume
MSG_CFG_INF_95	Turn cursor location memory on or off.
MSG_CFG_INF_96	Set auto-battle to remain on in the next battle.
MSG_CFG_INF_98	Adjust the color saturation.
MSG_CFG_INF_99	Adjust the screen brightness.
MSG_CFG_INF_100	Adjust the volume for the entire game.
MSG_CFG_INF_101	Adjust the volume of the background music.
MSG_CFG_INF_102	Adjust the volume of the sound effects.
MSG_CFG_INF_104	Set the controls on the gamepad.
MSG_CFG_INF_105	Set the controls on the keyboard.
MSG_CFG_INF_106	Return to title screen. Unsaved progress will be lost.
MSG_CFG_INF_107	Quit the game. Unsaved progress will be lost.
MSG_CFG_INF_108	Gamepad controls will return to their default settings.
MSG_CFG_INF_109	Keyboard controls will return to their default settings.
MSG_CFG_INF_158	Adjust the look of the on-screen graphics.
MSG_CFG_INF_18	Gamepad Settings
MSG_CFG_INF_19	Confirm
MSG_CFG_INF_21	Open/Close Menu
MSG_CFG_INF_23	Page Up
MSG_CFG_INF_24	Page Down
MSG_CFG_INF_25	Switch Party Member (Left)
MSG_CFG_INF_26	Switch Party Member (Right)
MSG_CFG_INF_28	Keyboard Settings
MSG_CFG_INF_29	Move Up
MSG_CFG_INF_30	Move Down
MSG_CFG_INF_31	Move Left
MSG_CFG_INF_32	Move Right
MSG_CFG_INF_135	Keyboard
MSG_CFG_INF_136	Mouse
MSG_CFG_INF_33	Gamepad Controls
MSG_CFG_INF_110	Run (press and hold)
MSG_CFG_INF_113	Auto-Battle On/Off
MSG_CFG_INF_114	Open/Close Map
MSG_CFG_INF_115	Mini-map On/Off
MSG_CFG_INF_148	Pause Battle
MSG_CFG_INF_34	Keyboard Controls
MSG_CFG_INF_116	Scroll
MSG_CFG_INF_117	Field Menu
MSG_CFG_INF_118	Menu
MSG_CFG_INF_119	Map
MSG_CFG_INF_120	Movement Controls
MSG_CFG_INF_121	Talk
MSG_CFG_INF_137	Interact
MSG_CFG_INF_123	Battle menu
MSG_CFG_INF_35	Field Menu Display
MSG_CFG_INF_37	Directional Pad Display
MSG_CFG_INF_38	Menu Display
MSG_CFG_INF_39	Menu Bar Display
MSG_CFG_INF_40	Battle UI Display
MSG_CFG_INF_41	Battle Commands Display
MSG_CFG_INF_154	Graphics
MSG_CFG_INF_42	Controls
MSG_CFG_INF_43	On
MSG_CFG_INF_44	Off
MSG_CFG_INF_45	Left
MSG_CFG_INF_46	Right
MSG_CFG_INF_156	Standard
MSG_CFG_INF_157	Classic
MSG_CFG_INF_48	Very Slow
MSG_CFG_INF_49	Slow
MSG_CFG_INF_50	Normal
MSG_CFG_INF_51	Fast
MSG_CFG_INF_52	Very Fast
MSG_CFG_INF_129	Language
MSG_CFG_INF_53	日本語 (Japanese)
MSG_CFG_INF_54	English
MSG_CFG_INF_55	Français (French)
MSG_CFG_INF_56	Italiano (Italian)
MSG_CFG_INF_57	Deutsch (German)
MSG_CFG_INF_58	Español (Spanish)
MSG_CFG_INF_59	한국어 (Korean)
MSG_CFG_INF_60	繁體中文 (Traditional Chinese)
MSG_CFG_INF_61	简体中文 (Simplified Chinese)
MSG_CFG_INF_62	русский (Russian)
MSG_CFG_INF_63	ภาษาไทย (Thai)
MSG_CFG_INF_64	Português brasileiro (Brazilian Portuguese)
MSG_CFG_INF_66	Fullscreen
MSG_CFG_INF_67	Windowed
MSG_CFG_INF_68	Borderless Windowed
MSG_CFG_INF_69	None
MSG_CFG_INF_70	Style 1
MSG_CFG_INF_71	Style 2
MSG_CFG_INF_72	Style 3
MSG_CFG_INF_76	Switch to the selected language?
MSG_CFG_INF_130	*The game will restart after changing settings.
MSG_CFG_INF_78	Apply these display settings?
MSG_CFG_INF_89	Return to title screen.
MSG_CFG_INF_131	Unsaved settings will be discarded.
MSG_CFG_INF_132	Proceed?
MSG_CFG_INF_155	Select a language.
MSG_SYSTEM_231	Quit the game.
MSG_SYSTEM_232	Quit the game? Your progress will be saved automatically.
MSG_SYSTEM_234	???
MSG_SYSTEM_235	Magic Defense
MSG_SYSTEM_238	Weakness
MSG_SYSTEM_239	None
MSG_SYSTEM_240	Fire
MSG_SYSTEM_241	Ice
MSG_SYSTEM_242	Lightning
MSG_SYSTEM_243	Dia
MSG_SYSTEM_245	Spirit
MSG_SYSTEM_247	Earth
MSG_SYSTEM_248	Time
MSG_SYSTEM_301	Instant Death
MSG_SYSTEM_302	Poison
MSG_SYSTEM_336	Confuse
MSG_SYSTEM_249	Defeated
MSG_SYSTEM_250	Encountered
MSG_SYSTEM_304	Display Map
MSG_SYSTEM_305	Quick Scroll
MSG_SYSTEM_357	Scroll
MSG_SYSTEM_306	Shift Display
MSG_SYSTEM_358	Switch Maps
MSG_SYSTEM_307	Confirm
MSG_SYSTEM_308	Spawn Area
MSG_SYSTEM_309	Resistance
MSG_SYSTEM_310	Type
MSG_SYSTEM_311	Regenerative
MSG_SYSTEM_312	Mage
MSG_SYSTEM_313	Aquatic
MSG_SYSTEM_314	Beast
MSG_SYSTEM_315	Undead
MSG_SYSTEM_316	Giant
MSG_SYSTEM_317	Dragon
MSG_SYSTEM_318	Magic
MSG_SYSTEM_319	Select an image to view.
MSG_SYSTEM_320	Hide Text
MSG_SYSTEM_321	AR Battle
MSG_SYSTEM_361	AR Mode
MSG_SYSTEM_322	Camera On
MSG_SYSTEM_323	Camera Off
MSG_SYSTEM_324	Rearrange Enemies
MSG_SYSTEM_325	Start Battle
MSG_SYSTEM_326	Hide Menu
MSG_SYSTEM_327	Allow FINAL FANTASY to access your photos?
MSG_SYSTEM_328	Allow
MSG_SYSTEM_329	Deny
MSG_SYSTEM_355	End AR Battle?
MSG_SYSTEM_367	The AR feature of this app uses the camera. Please allow the app access to the camera function.
MSG_SYSTEM_368	The app currently does not have access to the camera. In order to use the AR feature, please allow the app access to the camera function.
MSG_SYSTEM_369	If you opt to change the app's settings at a later time, please allow the app access to the camera function from the settings on your device.
MSG_SYSTEM_371	The image from your camera will serve as the background for the battle.
MSG_SYSTEM_330	Select a song to play.
MSG_SYSTEM_331	Play
MSG_SYSTEM_332	Pause
MSG_SYSTEM_333	Play All On
MSG_SYSTEM_334	Play All Off
MSG_SYSTEM_359	Play All
MSG_SYSTEM_251	Play 15 Puzzle?
MSG_SYSTEM_252	Exit
MSG_SYSTEM_266	Exit 15 Puzzle?
MSG_SYSTEM_300	Continue 15 Puzzle?
MSG_PC_KEY_CONFIG_01	Backspace
MSG_PC_KEY_CONFIG_02	Enter
MSG_PC_KEY_CONFIG_03	Shift (L)
MSG_PC_KEY_CONFIG_04	Shift (R)
MSG_PC_KEY_CONFIG_05	Alt (L)
MSG_PC_KEY_CONFIG_06	Alt (R)
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Caps Lock
MSG_PC_KEY_CONFIG_09	Space
MSG_PC_KEY_CONFIG_10	Insert
MSG_PC_KEY_CONFIG_11	Home
MSG_PC_KEY_CONFIG_12	Delete
MSG_PC_KEY_CONFIG_13	Pause/Break
MSG_PC_KEY_CONFIG_14	Scroll Lock
MSG_PC_KEY_CONFIG_15	Num Enter
MSG_SYSTEM_338	Cloud Save Function
MSG_SYSTEM_339	Upload
MSG_SYSTEM_340	Download
MSG_SYSTEM_341	Local Save Files
MSG_SYSTEM_342	Cloud Save Files
MSG_SYSTEM_356	Details
MSG_SYSTEM_343	You can backup your save files to the cloud.
MSG_SYSTEM_344	Upload all local save files and overwrite the cloud data.
MSG_SYSTEM_345	Download all cloud save files and overwrite local save data.
MSG_SYSTEM_346	All save files will be uploaded to the cloud.
MSG_SYSTEM_347	All cloud save files will be overwritten.
MSG_SYSTEM_348	Upload to the cloud complete.
MSG_SYSTEM_349	Upload to the cloud has failed.
MSG_SYSTEM_350	Please check your internet connectivity.
MSG_SYSTEM_351	All save files will be downloaded from the cloud.
MSG_SYSTEM_352	All local save files will be overwritten.
MSG_SYSTEM_353	Download from the cloud complete.
MSG_SYSTEM_354	Download from the cloud has failed.
MSG_SYSTEM_363	Syncing...
MSG_SYSTEM_364	Data sync failed.
MSG_SYSTEM_365	Network failure.
MSG_SYSTEM_366	Retry
MSG_SYSTEM_360	Now Loading...
MSG_SYSTEM_372	License verification failed. The app will close.
MSG_SYSTEM_373	Please check your device's settings and internet connection and restart the app.
MSG_KEY_5	You obtain the lute.
MSG_KEY_10	You obtain the crown.
MSG_KEY_11	You obtain the crystal eye.
MSG_KEY_12	You obtain jolt tonic.
MSG_KEY_13	You obtain the mystic key.
MSG_KEY_14	You obtain nitro powder.
MSG_KEY_15	A canal was built in your honor.
MSG_KEY_17	You obtain the Star Ruby.
MSG_KEY_19	You obtain the earth rod.
MSG_KEY_21	You restored the power of the Earth Crystal!
MSG_KEY_22	You obtain a canoe.
MSG_KEY_23	You restored the power of the Fire Crystal!
MSG_KEY_24	You obtain a levistone.
MSG_KEY_25	You obtain an airship.
MSG_KEY_26	You obtain the warp cube.
MSG_KEY_29	You obtain oxyale.
MSG_KEY_31	You obtain the Rosetta Stone.
MSG_KEY_32	You can now speak Lufenian.
MSG_KEY_33	You obtain the chime.
MSG_KEY_34	You restored the power of the Water Crystal!
MSG_KEY_35	You restored the power of the Wind Crystal!
MSG_KEY_45	You obtain a rat's tail.
MSG_KEY_47	You obtain adamantite.
MSG_KEY_48	You obtain Excalibur.
MSG_KEY_A1	Unfortunately, you did not receive anything important...
MSG_KEY_A2	Unfortunately, you did not receive anything important...

