SPEAKER_01	¿?
MSG_MMD_CTY_15	Me han contado que los antiguos poseían un objeto capaz de hacer volar un barco por el aire.
MSG_MMD_CTY_16	¡Un barco volador! ¡Entonces sí que existen!
MSG_MMD_CTY_17	Yo zoy Walter. He venío dezde Duegario a inveztigar la cauza de la dezcompozición de la tierra.
MSG_MMD_CTY_18	Guerreroz de Lú... ¡ezto no hubiera zío pozible zin vozotroz!<P>\n¡La tierra ha recuperao zu aroma!
MSG_MMD_CTY_19	En la cueva que hay en el extremo sur de este continente vive un hombre llamado Sada.<P>\nEs un hombre sabio que posee un gran conocimiento.
MSG_MMD_CTY_20	Soy un campesino del lugar.
MSG_MMD_CTY_21	El vampiro ha muerto, pero la tierra sigue descomponiéndose. ¿Qué es lo que ocurre?<P>\n¿Será otra la causa del problema?
MSG_MMD_CTY_22	Pasaos por la tienda de mi padre, ¿vale?
MSG_MMD_CTY_23	Si el Cristal de la Tierra recupera su brillo, la vida retornará a la tierra.<P>\nLas colinas y los valles volverán a ser verdes.
MSG_MMD_CTY_24	Guerreros de la Luz, debemos daros las gracias. ¡La tierra está volviendo a la normalidad!
MSG_MMD_CTY_25	Veis una lápida.
MSG_MMD_CTY_26	Guerreros, devolvedle la Luz a los Cristales...
MSG_MAP01_01	Obtenéis un Rubí estrella.
MSG_LICH_01	¿Quién me llama?
MSG_LICH_02	Soy aquel que se alimenta del poder de la tierra.
MSG_LICH_03	No permitiré que nadie me importune. ¡Soy Lich, el demonio de la tierra!
MSG_VAMPIRE_01	Todas las cosas de este mundo están destinadas a morir...<P>\nNadie podrá romper el sello y la tierra se pudrirá.
MSG_VAMPIRE_02	No podéis cambiar el destino.<P>\n¡Los humanos no pueden matar a los inmortales!
MSG_ERH_CAV_01	¡Kiiii! ¡Kiiii!
MSG_ERH_CAV_02	Hay una tabla de piedra en el suelo. De ella parece emanar una fuerza maligna.
MSG_ERH_CAV_03	Este es el altar de la Tierra, desde el cual brota el poder terrestre.
MSG_GIANT_RUBYEAT_01	¡¿Tenéis Rubí estrella?!<P>\n¡Me dais Rubí estrella, dejo pasar!
MSG_GIANT_RUBYEAT_02	Ñam, ñam...<P>\n¡Hum! ¡Los rubíes son mucho rico!
MSG_GIA_CAV_01	¡No pasaréis!
MSG_SAG_CAV_01	¡Devolved la Luz a los Cristales!
MSG_GET_STICK_01	Así que sois los que han vencido al vampiro, ¿eh?<P>\nPero él era solo un sirviente...<P>\nLa bestia que está alterando el Cristal de la Tierra se esconde en la profundidad de esta caverna.<P>\nTomad esto. ¡Llevad esta vara y usadla detrás de la cámara del vampiro!
MSG_GET_STICK_02	Obtenéis la Vara terrestre.
MSG_GET_CANOE_01	Bien hecho, Guerreros de la Luz.<P>\nHabéis derrotado al demonio de la Tierra y habéis devuelto la Luz al Cristal.<P>\nDesgraciadamente, esto ha despertado al demonio del Fuego, que debía dormir otros doscientos años.<P>\n¡Tomad esta canoa e id a enfrentaros al demonio en el monte Gulug!
MSG_GET_CANOE_02	Obtenéis una Canoa.
MSG_CLK_CTY_01	Mi marido siempre está de viaje, ¡y el poco tiempo que está en casa se lo pasa durmiendo!<P>\nCreo que debería reflexionar sobre cuáles son sus prioridades.
MSG_CLK_CTY_02	Zzz...
MSG_CLK_CTY_03	He estado buscando la levicita durante más de diez años...<P>\nAlgo me dice que está en la cueva que hay al norte, pero no puedo ir...<P>\nMi esposa no me deja.
MSG_CLK_CTY_04	Doce sabios somos. Hemos llegado a estas tierras guiados por estrellas y profecías.
MSG_CLK_CTY_05	Existen cuatro Grandes Cristales en este mundo. La Luz que alguna vez brilló dentro de ellos se ha apagado.<P>\nLos cuatro demonios del Caos están obstruyendo el poder de los Cristales y se han adueñado de él.
MSG_CLK_CTY_06	Las cuatro fuerzas se reúnen en el Templo del Caos, situado en el centro de la zona de los cuatro altares.<P>\n¡Ahora que las fuerzas vuelven a fluir libremente...<P>\nha llegado el momento de ir al Templo del Caos y acabar con la raíz del mal!
MSG_CLK_CTY_07	Fuego, tierra, agua y viento... Esas son las fuerzas que rigen nuestro mundo.
MSG_CLK_CTY_08	¡Los cuatro Cristales brillan de nuevo!<P>\nLa única forma de atravesar el muro del tiempo es utilizando el poder de esa luz combinada.<P>\n¡El responsable de este desastre está al otro lado del muro, dos mil años atrás!
MSG_CLK_CTY_09	Las cuatro fuerzas se nutren de los altares que hay repartidos por el mundo.<P>\nDerrotad a los demonios del Caos que se han asentado allí y colocad vuestros Cristales sobre cada altar.<P>\nEl Cristal recuperará así su brillo.
MSG_CLK_CTY_10	Aunque no lo recordéis, antes de que llegarais a estas tierras...<P>\nel tiempo fluía correctamente para vosotros.<P>\nPero aquel flujo se ha trastornado en esta época.
MSG_CLK_CTY_11	Los cuatro demonios del Caos quieren dominar el mundo actual y el pasado.<P>\nEl demonio del Viento apareció hace cuatrocientos años y el del Agua doscientos años después.<P>\nJuntos devastaron la civilización del norte.
MSG_CLK_CTY_12	El tiempo ha entrado en un bucle.<P>\n¡Debéis viajar al pasado, llegar al momento preciso en que se generó este ciclo de ira y destruirlo!
MSG_CLK_CTY_13	El demonio de la Tierra es el responsable de la descomposición de los suelos.
MSG_CLK_CTY_14	La serie de desgracias de hace cuatrocientos años...<P>\nfue en realidad desencadenada por hechos que ocurrieron escasos días atrás, en esta época...<P>\nQuien sea que comenzó todo esto ha escapado hacia el pasado... dos mil años atrás.
MSG_CLK_CTY_15	Cuando el demonio del Fuego aparece, todo arde en llamas.
MSG_CLK_CTY_16	Veo fluir el tiempo en espiral.<P>\nAquel que se refugió dos mil años atrás ha dejado el mundo al borde de la destrucción.<P>\nY ahora, dos mil años después, vuelve a escapar hacia el pasado...<P>\nUn ciclo de ira interminable.
MSG_CLK_CTY_17	Cuando los cuatro Cristales vuelvan a brillar, volved aquí.<P>\nTodo os será revelado.
MSG_CLK_CTY_18	Un ciclo de dos mil años que se repite una y otra vez. Este destino alterado hace que la ira nazca y renazca...<P>\n¡Pero no es más que una ilusión, una fantasía! ¡Solo los Guerreros de la Luz pueden romper este ciclo!
MSG_CLK_CTY_19	¡Traednos la Luz de los cuatro Cristales!<P>\n¡Guerreros de la Luz, solo vosotros podéis hacerlo!
MSG_CLK_CTY_20	Es necesario encauzar el poder hacia su función natural.
MSG_CLK_CTY_21	El volcán del monte Gulug está al oeste de este pueblo.<P>\nEl demonio del Fuego durmió largamente en sus túneles, pero ha despertado doscientos años antes de tiempo.<P>\n¡Derrotadlo antes de que el fuego acabe con el mundo!
MSG_CLK_CTY_22	Hace cuatrocientos años fue el Viento... Hace doscientos, el Agua.<P>\nLuego llegó el turno de la Tierra y del Fuego.<P>\nLas cuatro fuerzas que rigen el mundo.
MSG_CLK_CTY_23	Soy Luka.<P>\nVeo un ciclo de ira... y una luz tenue persiguiendo un destino...<P>\nNuestro futuro depende de esa luz...
MSG_CLK_CTY_24	Veis una lápida.
MSG_GRG_MNT_01	Este es el altar del Fuego, desde el que brota el poder de las llamas.
MSG_MARILITH_01	Así que sois los que han vencido al demonio de la Tierra y despertado a Malilith de su letargo...
MSG_MARILITH_02	Así que sois los que han vencido a los demonios de la Tierra y del Agua y despertado a Malilith de su letargo...
MSG_MARILITH_03	Así que sois los que han vencido a los demonios de la Tierra y del Viento y despertado a Malilith de su letargo...
MSG_MARILITH_04	Así que sois los que han vencido a los tres demonios de la Tierra, del Agua y del Viento...<P>\ny despertado a Malilith de su letargo...
MSG_MARILITH_05	¡El poder de la llama ardiente me pertenece!<P>\n¡Aquel que se enfrente a mí arderá en el fuego eterno!
MSG_GET_FLOAT_01	Habéis obtenido la levicita.
MSG_MAP1B_01	Habéis obtenido un barco volador.
MSG_GET_MOUSE_01	Habéis obtenido una cola de rata.
MSG_TRIAL_CAS_01	Veo que portáis la corona.<P>\nEn efecto, vuestra fuerza es indiscutible.<P>\nMuy bien. Os concederé el derecho a someteros a las pruebas. Adelante. Sentaos en el trono.<P>\nVuestra valentía será puesta a prueba. Si hay en vosotros verdadero valor, aquí podremos comprobarlo.
MSG_TRIAL_CAS_02	Solo aquellos a quienes se les haya concedido permiso podrán someterse a las pruebas.
MSG_CLASS_CHG_01	Hace mucho tiempo ya que no llegan valientes hasta mí. Creo que vuestro coraje es digno de tener en cuenta.
MSG_CLASS_CHG_02	La cola de rata que portáis es un claro símbolo de valentía y fortaleza.
MSG_CLASS_CHG_03	Así se hará... Os conferiré títulos más acordes a vuestro valor.
MSG_DRG_CAV_01	Soy Bahamut, el rey Dragón. Confiero honores a aquellos que poseen fuerza y valentía verdaderas.<P>\nTraed una prueba de valor.
MSG_DRG_CAV_02	¡Devolved la Luz a los Cristales!
MSG_DRG_CAV_03	Veo que no me tenéis miedo. Percibo verdadero temple, humanos.
MSG_DRG_CAV_04	¿Habéis hablado con Bahamut, nuestro rey?<P>\nEl rey Dragón otorga honores a los valientes.
MSG_DRG_CAV_05	Es tradición entre los dragones adentrarse en la Ciudad del Reto, al noreste de aquí.<P>\nAllí hay que demostrar coraje y conseguir la prueba de valor que hay dentro.
MSG_DRG_CAV_06	Esta prueba de valor cambia con el tiempo. No os dejéis engañar por las apariencias.
MSG_DRG_CAV_07	Una vez, hace mucho tiempo...<P>\nlas tierras del norte estuvieron repletas de hermosos santuarios e imponentes castillos mecánicos.<P>\nFue hace tanto tiempo...
MSG_DRG_CAV_08	No es habitual recibir visitas de humanos aquí.<P>\nSi sois guerreros valientes deberíais hablar con Bahamut, nuestro rey.
MSG_DRG_CAV_09	Los dragones de las islas Cardias detestan las matanzas innecesarias.
MSG_DRG_CAV_10	Una vez, hace mucho tiempo, existió una era en la que hombre y dragón vivieron juntos.
MSG_DRG_CAV_11	Solo los verdaderos valientes pueden obtener la prueba de valor.
MSG_DRG_CAV_12	Esta es la cámara de Bahamut, el rey Dragón. Ojo con lo que decís.
MSG_DRG_CAV_13	El rey Dragón mira en el alma de la gente para saber quién es de verdad valiente.
MSG_OXYALE_01	¡Me habéis ayudado a salir de esa botella!<P>\nLamento haber tenido que escapar, pero tenía tanto miedo...<P>\nComo agradecimiento, os traeré un poco de oxilíquido del fondo del manantial.
MSG_OXYALE_02	¡El aire brotará del agua siempre que lo necesitéis!
MSG_OXYALE_03	Habéis obtenido oxilíquido.
MSG_GAI_CTY_01	Fui yo quien atrapó al hada y hago con ella lo que quiero. ¿Cuál es el problema?<P>\nSe la vendí a la caravana. ¿Y qué?
MSG_GAI_CTY_02	Había un erudito estudiando la lengua lufenia, pero no puedo recordar su nombre.
MSG_GAI_CTY_03	Había un hada viviendo en nuestro manantial, pero no la he visto últimamente.<P>\nMe pregunto qué le habrá pasado.
MSG_GAI_CTY_04	Mi papá siempre me decía que el castillo que hay al oeste pone a prueba el valor de quien lo visita.
MSG_GAI_CTY_05	Dicen que del fondo de nuestro manantial brota un agua peculiar llamada oxilíquido.<P>\nPero solo las hadas pueden extraerla.
MSG_GAI_CTY_06	La leyenda dice que la Gente del Cielo puede elevarse en el aire y construir castillos más allá de las nubes.
MSG_GAI_CTY_07	Hay una torre en el desierto Yanicurmo en la que nadie ha logrado entrar.<P>\nAlgunos piensan que es solo una ilusión, y por eso la llaman Torre Irreal. Pero quién sabe...
MSG_GAI_CTY_08	Aquella escoba nunca cumple con sus obligaciones. ¡Ya no sé qué hacer con ella!
MSG_GAI_CTY_09	Estoy ocupada, ocupada, ocupada... ¡Barre que te barro!
MSG_GAI_CTY_10	¿Habéis visitado el Ala de Halcón? No entiendo ni una palabra de lo que dice esa gente.
MSG_GAI_CTY_11	¡¿Qué?! ¿Entendéis el idioma que hablan en el Ala de Halcón?
MSG_GAI_CTY_12	Esta es Gaia. Los visitantes la llaman Ojo de Halcón.<P>\nHacia el sur hay una ciudad antigua llamada Ala de Halcón.
MSG_GAI_CTY_13	¡Gracias por salvarme! ¿Os ha servido el oxilíquido?<P>\n¡Como nunca os deja sin aire, podéis usarlo para permanecer bajo el agua tanto como queráis!
MSG_GAI_CTY_14	¡No puedo creerlo! No sois de aquí, ¿verdad? ¿Cómo lograsteis llegar hasta aquí arriba?<P>\n¿Qué? ¿Podéis volar o algo así? No, eso es imposible, ¿verdad?
MSG_GAI_CTY_15	¡Vi una luz brillante volando hacia el oeste por el cielo estrellado! ¡Sé que la vi, lo sé!
MSG_SUBMARINE_01	Tenéis... Tenéis oxilíquido.
MSG_SUBMARINE_02	Os estábamos esperando.
MSG_SUBMARINE_03	¡Por favor, salvad a las sirenas!
MSG_ORK_CTY_01	¿Habéis oído hablar del oxilíquido?
MSG_ORK_CTY_02	Dicen que el santuario se hundió en el mar hace doscientos años.<P>\nAhora hay sirenas viviendo allí, o al menos eso dicen.
MSG_ORK_CTY_03	Dicen que hasta hace doscientos años este lugar fue una hermosa aldea.
MSG_ORK_CTY_04	¡Mirad qué piernas! ¿No son hermosas?<P>\n¡Me encanta tener piernas! ¡Mirad! ¡Mirad! ¿Veis cómo las muevo?
MSG_ORK_CTY_05	El tío aquel de la caravana, Bajomonte, vendía algo realmente extraño.
MSG_ORK_CTY_06	Hace mucho tiempo, existió una antigua raza denominada Gente del Cielo que hablaba el idioma lufenio.<P>\nMi hermano, Une, siempre hablaba de ellos y decía que con la Piedra Roseta él hubiera podido hablar ese idioma.
MSG_ORK_CTY_07	¡¿Tenéis la Piedra Roseta?!<P>\n¡Debéis llevársela ya mismo a Une, mi hermano!
MSG_ORK_CTY_08	Se dice que el Santuario Hundido está repleto de riquezas.<P>\nHay plata, oro, diamantes... y, según cuentan las leyendas...<P>\ntambién hay tablas con datos sobre lenguas muertas y civilizaciones perdidas...
MSG_ORK_CTY_09	Kope ha estado contando una historia absurda sobre algo brillante que vio caer del cielo.
MSG_ORK_CTY_10	¡Dejadme en paz! ¡Hip! ¡No he logrado pescar ni un solo pez!<P>\n¿Cómo voy a pagarme la bebida así? ¡Hip!
MSG_ORK_CTY_11	¿Esas piernas son vuestras de verdad?
MSG_ORK_CTY_12	Hace doscientos años, el Santuario de Onlak prosperaba gracias al poder del agua.<P>\nOs pido un solo favor. Haced que ese poder vuelva a ser lo que era.
MSG_ORK_CTY_13	¡El místico poder del agua ha resurgido! ¡Nuestro reino volverá a florecer!
MSG_ORK_CTY_14	Decidí salvar a las sirenas que viven en el fondo del mar y construí este submarino valiéndome de un barril.<P>\nPero cuando me sumergí, empezó a faltarme el aire y no podía respirar.<P>\nNo sirve de nada y además es peligroso. Será mejor que os mantengáis alejados.
MSG_ORK_CTY_15	Algo en vuestra mirada me dice que sois guerreros.<P>\nYo también soy guerrero.<P>\nVoy peregrinando a la Ciudad del Reto, pues quiero ganarme el respeto del rey Dragón. Debo volver con una prueba de mi fuerza y valor.
MSG_ORK_CTY_16	¡Sorprendente! ¡El rey Dragón ha otorgado honores a unos humanos!
MSG_ORK_CTY_17	Mi padre está viajando con la caravana. Ahora están en el desierto que hay al oeste.<P>\nHabitualmente acampan en el bosque que hay al norte del desierto.<P>\nEspero que regrese pronto.
MSG_ORK_CTY_18	Hola, me llamo Kope. ¿Eh? ¿Queréis que os cuente sobre el objeto brillante que vi?<P>\nCreo que cayó cerca de la cascada que hay al norte.<P>\n¡Nadie me cree, pero pienso que se trata de una criatura mecánica!
MSG_ORK_CTY_19	¿Queréis entrar al barril?
MSG_ORK_CTY_20	Miráis vuestro reflejo en el agua...<P>\n¡Hala! ¡Estáis muy sucios! ¡Ya va tocando lavarse la cara!
MSG_ORK_CTY_21	Veis una lápida.
MSG_ORK_CTY_22	Es un aljibe. Da la impresión de que podéis saltar dentro, pero no es así. De veras.
MSG_MAP04_01	Habéis obtenido la Piedra Roseta.
MSG_KRAKEN_01	Fff, fff... Los humanos sois una caja de sorpresas. No imaginaba que os encontraría aquí.
MSG_KRAKEN_02	¿Pero de veras pensáis derrotar al demonio del Agua en su propio territorio?<P>\n¡Idiotas! ¡Estas profundidades serán vuestra tumba!
MSG_SEA_DAN_01	Este es el altar del Agua, del que brota el poder de este elemento.
MSG_SEA_DAN_02	¡Ah...! ¡Mis plegarias no han sido en vano!
MSG_SEA_DAN_03	Si se apaga la luz del mar, nos convertiremos en espuma y desapareceremos.
MSG_SEA_DAN_04	Una de nuestras amigas ha partido a conocer el mundo de allá arriba y aún no ha regresado.<P>\nMe pregunto qué estará haciendo. Espero que esté bien.
MSG_SEA_DAN_05	¿Podéis respirar bajo el agua? ¡¿Cómo lo hacéis?! ¡Decidme cómo!
MSG_SEA_DAN_06	Salvad el mar. Devolvedle la Luz al Cristal del Agua.
MSG_SEA_DAN_07	¡Muchas gracias! ¡Este lugar recuperará la belleza que tenía!
MSG_SEA_DAN_08	Si el mar no recupera su resplandor, desapareceremos como la espuma de las olas.
MSG_SEA_DAN_09	¿Son esos los Cristales de los que habla la leyenda? ¿Pero quiénes sois exactamente?
MSG_SEA_DAN_10	Este es el piso más alto del santuario.<P>\nKraken, el demonio del Agua, se refugia en el más profundo.
MSG_SEA_DAN_11	La Torre Irreal está en el desierto que hay al este del continente, ¿verdad? ¡Pues he visto a alguien entrando en la torre!<P>\nY recuerdo el hermoso sonido de una campana...
MSG_SEA_DAN_12	Mientras viva el demonio del Agua, la Luz del mar seguirá extinguiéndose.
MSG_SEA_DAN_13	¿Queréis subir al barril?
MSG_GET_CHIME_01	Antes de partir, legendarios guerreros, llevaos esta campana.<P>\nOs permitirá entrar en la Torre Irreal.
MSG_GET_CHIME_02	Habéis obtenido una campana.
MSG_RFE_CTY_01	¿Lu... pa... gami... do?
MSG_RFE_CTY_02	Existe una profecía que ha sido transmitida de generación en generación.<P>\nEn ella se anuncia que cuatrocientos años después de la caída de la civilización de los cielos...<P>\nllegarán los Guerreros de la Luz a salvar a nuestra gente.
MSG_RFE_CTY_03	¡Los Guerreros de la Luz! ¡Entonces... la profecía se cumplirá!
MSG_RFE_CTY_04	Los cinco guerreros que enviamos eran nuestra última esperanza...<P>\nSe dice que cayeron víctimas de una maldición demoniaca y que fueron convertidos en murciélagos.
MSG_RFE_CTY_05	El castillo que flota sobre las nubes fue en su día el hogar de nuestros ancestros.<P>\nLa Torre Irreal es la puerta a ese castillo.
MSG_RFE_CTY_06	Llegamos a la conclusión de que detrás de los cuatro Demonios había otro ser dirigiéndolos.<P>\nEnviamos cinco guerreros en su busca, pero hace tiempo que no sabemos nada de ellos.
MSG_RFE_CTY_07	Este mundo está compuesto por cuatro fuerzas: Fuego, Tierra, Agua y Viento.<P>\nNosotros aprendimos a controlar el poder del Viento.<P>\nArriba en el cielo, rodeado de un mar de estrellas, construimos un castillo flotante.
MSG_RFE_CTY_08	Hace cuatrocientos años, la nuestra era una civilización avanzada.<P>\nLogramos llegar más allá del cielo... hasta perdernos en el olvido.
MSG_RFE_CTY_09	El castillo volador flota sobre un mar azul de estrellas.
MSG_RFE_CTY_10	Gracias a los rituales, la Gente del Cielo pudo transmitir sus recuerdos a las siguientes generaciones.<P>\nPero cuatrocientos años es mucho tiempo y esos recuerdos se están borrando.
MSG_RFE_CTY_11	Me pregunto si aún funcionarán los seres mecánicos que crearon nuestros ancestros.
MSG_RFE_CTY_12	Somos los lufenios, descendientes de la raza que vivía entre las nubes, la Gente del Cielo.<P>\nEsa nave que usáis, el barco volador...<P>\nfue construida por uno de nuestros ancestros, un hombre llamado Cid.
MSG_RFE_CTY_13	La Torre Irreal es nuestro emblema.
MSG_RFE_CTY_14	Hemos combatido a muerte contra Tiamant, el demonio del Viento.<P>\nPero nuestro poder no fue suficiente...<P>\nLa guarida del demonio sigue siendo el castillo del cielo, llamado Fortaleza Voladora.
MSG_RFE_CTY_15	Tiamant absorbe el poder del viento, la fuente de vitalidad de la Gente del Cielo.
MSG_RFE_CTY_16	Miráis vuestro reflejo en el agua...<P>\n¡Hala! ¡Estáis muy sucios! ¡Ya va tocando lavarse la cara!
MSG_GET_WARPCUBE_01	Os he estado esperando...<P>\nTomad este Cubo... Tiamant... Fortaleza Voladora... Por favor.
MSG_GET_WARPCUBE_02	(Runrún, runrún)
MSG_GET_WARPCUBE_03	Obtenéis el Telecubo.
MSG_FAL_DAN_01	¡Kiiii! ¡Kiiii!
MSG_MRG_DAN_01	¡Maestro...! Hemos esperado tanto...
MSG_MRG_DAN_02	Nuestro amigo... partió hacia el oeste...<P>\nLlevaba consigo el Telecubo... y fue a ver a nuestro Maestro...
MSG_MRG_DAN_03	Usad el Telecubo para viajar... hasta más allá del cielo...<P>\nLlegaréis hasta la... Fortaleza Voladora.
MSG_WND_DAN_01	Analizando a Tiamant... No se han encontrado debilidades.
MSG_WND_DAN_02	Desde mirador... Contemplar... Mundo entero...
MSG_WND_DAN_03	Este es el altar del Viento, fuente del poder eólico...
MSG_WND_DAN_04	Habéis obtenido adamantita.
MSG_LOOK_WINDOW_01	Desde el mirador se puede contemplar el mundo entero.<P>\nLas cuatro fuerzas del Fuego, Tierra, Agua y Viento forman una nebulosa que converge en un solo punto...<P>\nEse punto es el centro que conecta los cuatro altares. ¡Allí debe de estar el Templo del Caos!
MSG_TIAMAT_01	Habéis derrotado al Lich y llegado a la morada del demonio del Viento... Qué osadía la vuestra.
MSG_TIAMAT_02	El Lich, Malilith...<P>\nHabéis derrotado a dos demonios y llegado a la morada del demonio del Viento... Qué osadía la vuestra.
MSG_TIAMAT_03	El Lich, Kraken...<P>\nHabéis derrotado a dos demonios y llegado a la morada del demonio del Viento. Qué osadía la vuestra.
MSG_TIAMAT_04	El Lich, Malilith, Kraken...<P>\nHabéis derrotado a tres demonios y llegado a la morada del demonio del Viento. Qué osadía la vuestra.
MSG_TIAMAT_05	¡Que la imagen de Tiamant, demonio del Viento, sea lo último que veáis de este mundo!
MSG_EPL_01	Las cadenas del tiempo se rompieron...
MSG_EPL_02	Concluyó así un conflicto de más de dos mil años y la paz volvió a reinar.
MSG_EPL_03	La Luz de los cuatro Cristales restituyó la energía del Viento, del Agua, de la Tierra y del Fuego.
MSG_EPL_04	La ira incontenible de Garland se había desatado durante dos mil años a causa de un hecho desafortunado.
MSG_EPL_05	Su odio se nutrió del poder de las cuatro fuerzas que rigen nuestro mundo, y eso permitió que surgieran los demonios del Caos.
MSG_EPL_06	El mundo quedó a oscuras y se llenó de monstruos.
MSG_EPL_07	Pero ahora todo ha terminado.
MSG_EPL_08	Cuando las cuatro fuerzas volvieron a fluir correctamente, los guerreros se dispusieron a viajar en el tiempo para regresar al mundo del que procedían. Un mundo en el que volverían a encontrarse con la princesa Sara, la reina Jayne y hasta el mismísimo Garland.
MSG_EPL_09	Pero... ¿Cuándo fue ese momento nefasto en que el tiempo comenzó a repetirse?
MSG_EPL_10	Parecía que ese bucle temporal sería eterno. Pero todo cambió gracias a la valentía de cuatro jóvenes viajeros. Ellos sometieron a las fuerzas malignas y usaron su energía para iluminar el mundo.
MSG_EPL_11	Nadie recordará lo que les tocó vivir a ellos cuatro, pues la ruptura del ciclo condenó los hechos al olvido.
MSG_EPL_12	Pero en algún lugar del corazón de la gente queda un poso del recuerdo. En las historias que cuentan, vestidas de fantasía, perviven sus hazañas...
MSG_EPL_13	Historias de elfos, enanos, dragones y civilizaciones perdidas pese a haber alcanzado los cielos...
MSG_EPL_14	Ahora regresan los guerreros.
MSG_EPL_15	Con los recuerdos del viaje guardados en lo profundo de sus corazones, en silencio cuidarán de nuestro mundo.
MSG_EPL_16	Nunca olvidéis... que las fuerzas del mundo deben ser usadas correctamente.
MSG_EPL_17	Que el poder de la Luz jamás debe servir al mal...
MSG_EPL_18	y que los verdaderos cristales están en vuestros corazones.
MSG_EPL_19	Pues vosotros sois los guerreros que viajaron en el tiempo.
MSG_EPL_20	Vosotros traéis la Luz...
MSG_EPL_21	
MSG_EPL_22	
MSG_EPL_23	
MSG_EPL_24	
MSG_EPL_25	
MSG_EPL_26	
MSG_EPL_27	
MSG_EPL_28	
MSG_EPL_29	
MSG_EPL_30	
MSG_MAP0A01_01	¡Adelante! Cobramos (KINGAKU) guiles por noche. ¿Quisierais pasar la noche aquí?
MSG_MAP0A01_02	¡Cuando gustéis!
MSG_MAP0A01_03	¡Que durmáis bien!
MSG_MAP0A01_04	Parece que no tenéis suficiente dinero.
MSG_MAP0A01_05	¡Levántate, guerrero caído!
MSG_MAP0A01_06	Os costará (KINGAKU) guiles reanimar a (SITAI). ¿Os interesa?
MSG_MAP0A01_07	¿A quién queréis reanimar?
MSG_MAP0A01_08	Nadie necesita de mis servicios. Ánimo, guerreros.
MSG_MAP0A01_09	¿A quién queréis reanimar?
MSG_OTHER_11	¡Habéis encontrado en el cofre: (ITEM_N)!
MSG_OTHER_12	¡Habéis encontrado (NUM) guiles en el cofre!
MSG_OTHER_13	¡No podéis llevar más!
MSG_OTHER_14	El cofre está vacío.
MSG_OTHER_18	¡Han aparecido monstruos!
MSG_OTHER_52	¿Quieres salir?
THANKS_TO_EVERYONE	A todos los fans del mundo, los de siempre y los de ahora.\nA todos los miembros del equipo que hizo posible la versión original.\nA todos vosotros, gracias desde lo más profundo de nuestros corazones.

