SPEAKER_01	？？？
MSG_CLK_CTY_14	４００年前开始，灾难接踵而至……\n但是，导致这些灾难的却仅仅是几天前的事。\n有什么人突然回到了２０００年前去了……
MSG_CLK_CTY_15	火之混沌出现之时\n将会把所有一切都烧成灰烬……
MSG_CLK_CTY_16	我看到了时间的螺旋……\n穿越回到２０００年前的什么东西\n导致了世界的崩坏……<P>\n而２０００年后的现在\n那个东西又回到了过去……\n永远的反复，憎恨的轮回。
MSG_CLK_CTY_17	当取回全部４颗水晶的光辉之后\n再回到这里来吧。\n那时所有的谜都会被解开了……
MSG_CLK_CTY_18	反复２０００年的轮回……\n由憎恨所产生，被扭曲的命运。\n不过那一切都不过是幻想而已！\n只有光之战士才能斩断这个轮回。
MSG_CLK_CTY_19	将４颗水晶的光辉带来这里！\n光之战士们啊，\n这只有你们才能做到！
MSG_CLK_CTY_20	力量，一定要向着\n正确的方向使用……
MSG_CLK_CTY_21	格鲁格火山位于这座城镇的西侧。\n在那里沉眠的火之混沌\n提前了２００年苏醒了……<P>\n你们一定要打倒火之混沌！\n在它将所有的一切都烧成灰烬之前！
MSG_CLK_CTY_22	４００年前是风……\n２００年前是水……\n现在土与火也……<P>\n组成世界的４种力量都……
MSG_CLK_CTY_23	我名为鲁卡恩。<P>\n我能看见……憎恨的轮回……\n传说所引导的……微小的光芒……\n决定了我们未来的一切……
MSG_CLK_CTY_24	这是个墓碑……
MSG_GRG_MNT_01	火之祭坛……\n火之力涌出之处。
MSG_MARILITH_01	打倒了土之混沌，\n扰我马莉莉丝睡眠的\n就是你们吗……
MSG_MARILITH_02	打倒了土与水之混沌，\n扰我马莉莉丝睡眠的\n就是你们吗……
MSG_MARILITH_03	打倒了土与风之混沌，\n扰我马莉莉丝睡眠的\n就是你们吗……
MSG_MARILITH_04	土、水、风……打倒了３个混沌，\n扰我马莉莉丝睡眠的\n就是你们吗……
MSG_MARILITH_05	烈火之力是只属于我的！\n地狱的业火啊，\n将这些碍事者烧成灰烬吧！
MSG_GET_FLOAT_01	得到了“浮游石”。
MSG_MAP1B_01	得到了“飞空艇”。
MSG_GET_MOUSE_01	得到了“鼠尾巴”。
MSG_TRIAL_CAS_01	哟？你们拿着“王冠”啊。\n看来你们确实有点本事。<P>\n那么，就给予你们接受试炼的资格吧。<P>\n来，坐到台座上吧。\n如果你们拥有真正的勇气，\n就一定能找到勇者之证。
MSG_TRIAL_CAS_02	任何人没有经过允许都无法接受试炼！
MSG_CLASS_CHG_01	真是很久没看到被称为勇者的人类了……\n就让我来见证一下\n你们能不能成为真正的勇者吧……
MSG_CLASS_CHG_02	那“鼠尾巴”就是\n勇气与力量的证明……
MSG_CLASS_CHG_03	我来满足你们的愿望吧……\n给与你们勇者的称号！
MSG_DRG_CAV_01	我乃龙王巴哈姆特……<P>\n我将会给予拥有真正的勇气\n与力量的人相应的称号。\n去找到勇气的证明带给我看吧！
MSG_DRG_CAV_02	战士们啊，\n愿水晶祝福你们……
MSG_DRG_CAV_03	竟然不怕我……\n你们很有胆量嘛……
MSG_DRG_CAV_04	你们拜见过龙王巴哈姆特了吗？\n龙王将会给予有勇气的人\n伟大的称号。
MSG_DRG_CAV_05	为了锻炼自己的精神，\n我们巨龙一族要到东北方的\n试炼之城取得勇气之证。\n这是我们的传统。
MSG_DRG_CAV_06	勇气之证时而会\n改变自己的形态。\n不要被你们所看到的东西迷惑了。
MSG_DRG_CAV_07	遥远的过去……在北方的土地上\n有很多美丽的神殿和\n机械发达的城堡耸立着。<P>\n嗯……很久很久以前了……
MSG_DRG_CAV_08	人类来到这里真是\n十分罕见的事。<P>\n如果你们是勇敢的战士的话\n去拜见我们的龙王巴哈姆特吧。
MSG_DRG_CAV_09	加尔迪亚群岛的巨龙\n不喜欢无意义的杀生行为。
MSG_DRG_CAV_10	很久以前……巨龙和人类\n还有过一段共同生活的时代……
MSG_DRG_CAV_11	只有真正有勇气的人\n才能得到勇气之证。
MSG_DRG_CAV_12	这里是龙王巴哈姆特的房间，\n注意你们的礼节。
MSG_DRG_CAV_13	龙王巴哈姆特能够用心眼\n看出你是否具有真正的勇气。
MSG_OXYALE_01	你们是！\n把我从瓶中放出来的人吧。<P>\n对不起，我、因为害怕\n不得已才逃走的……<P>\n作为道歉，我取些\n泉底涌出的“空气之水”\n给你们吧！
MSG_OXYALE_02	这个水里可以冒出\n无尽的空气哦！
MSG_OXYALE_03	得到了“空气之水”。
MSG_GAI_CTY_01	俺可没觉得有啥不对。\n抓到的妖精就是俺的东西。\n卖给驼商也没啥关系吧！
MSG_GAI_CTY_02	听闻有个叫什么的学者在\n研究鲁飞因语……
MSG_GAI_CTY_03	在这个镇中的泉水中居住的\n妖精最近不见了……\n到底发生什么事了呢？
MSG_GAI_CTY_04	父亲总是提起，\n西边有一座考验勇气与力量的城堡。
MSG_GAI_CTY_05	在这个镇中的泉水底部，\n有只有妖精才能取到的\n“空气之水”。
MSG_GAI_CTY_06	传说中天空人能在天空翱翔，\n并建造了天空之城，\n直到今日仍在此地流传。
MSG_GAI_CTY_07	雅尼库鲁姆沙漠中的塔\n从来没有人进去过……<P>\n就像海市蜃楼一般，\n所以被称为幻象塔。<P>\n没人知道是否\n真的是海市蜃楼。
MSG_GAI_CTY_08	那个扫帚工作总在偷懒，\n一点办法也没有！真是的！
MSG_GAI_CTY_09	啊——忙啊……飕飕！
MSG_GAI_CTY_10	知道鹰翼吗？\n那儿的语言一点也听不懂。
MSG_GAI_CTY_11	唉？！\n你说你听得懂鹰翼的语言？！
MSG_GAI_CTY_12	这里是盖亚镇。\n外人一直称这里作鹰眼。<P>\n在南方有个古镇叫做鹰翼。
MSG_GAI_CTY_13	谢谢您帮助我！\n“空气之水”有用吗？<P>\n因为有无尽的空气冒出，\n所以可以一直潜水哦！
MSG_GAI_CTY_14	难以置信。\n你们是外面的人吧。\n怎么来到这个山顶的？<P>\n难道是从天上飞来的……\n呃，那肯定不可能是吧！
MSG_GAI_CTY_15	我看到了！\n夜空中一个闪光物体\n朝向西方飞去！
MSG_SUBMARINE_01	那是……“空气之水”……
MSG_SUBMARINE_02	我一直在等待\n你们的到来。
MSG_SUBMARINE_03	求你们了！\n请救救人鱼们吧！
MSG_ORK_CTY_01	你们听说过一种\n叫做“空气之水”的东西吗？
MSG_ORK_CTY_02	那是２００年前的事了吧，\n神殿沉到了大海之中。<P>\n现在有传闻说那里已经\n成为了人鱼们的住处。
MSG_ORK_CTY_03	这里在２００年之前\n也是个相当繁华的城镇啊。
MSG_ORK_CTY_04	看看我的腿！很漂亮吧！<P>\n有腿真是太棒了。\n看！快看！\n我还能迈出这种步子哦！
MSG_ORK_CTY_05	驼商那个叫山下的家伙\n好像在卖什么奇怪的东西。
MSG_ORK_CTY_06	鲁飞因语\n是指过去被称为天空人的民族\n所使用的语言。<P>\n我的哥哥乌内总是在说\n要是有“罗塞塔石”的话，\n就可以和他们对话了……
MSG_ORK_CTY_07	那是“罗塞塔石”？！\n快带着石头去找我哥哥乌内！
MSG_ORK_CTY_08	在沉没到海底的神殿里\n好像有很多的财宝。<P>\n金、银、钻石……\n甚至还有记录了语言和文化的石板……\n不过，这都只是些传说。
MSG_ORK_CTY_09	可佩这家伙说天上\n有个发光的什么东西掉了下来。\n净说些梦话。
MSG_ORK_CTY_10	喂……让开……\n别挡着我！该死的！<P>\n一条鱼都钓不上来！\n这不就又没生意做了么。\n只能干喝闷酒了！
MSG_ORK_CTY_11	你的腿，真的是你自己的吗？
MSG_ORK_CTY_12	２００年前的传说了吧……\n拥有水之力的昂拉克神殿\n十分的繁荣昌盛。<P>\n拜托你们了，\n请一定把水之力恢复原状。
MSG_ORK_CTY_13	神秘的水之力复苏了！\n这样一来我国也能够\n恢复过去的繁荣了！
MSG_ORK_CTY_14	我想要去救助海底的人鱼们\n于是用木桶制造了这台潜艇。<P>\n但是一潜到海里\n就没有办法呼吸了……<P>\n这样一来它就没什么用了。\n很危险的，还是不要靠近的好。
MSG_ORK_CTY_15	看起来你们应该也是战士吧。\n我是一名为了从龙王那获得称号\n而在试炼之城进行修行的战士。<P>\n要在那里取得某种能够证明\n我的勇气和力量的东西。
MSG_ORK_CTY_16	太令人惊讶了！\n人类竟然能够从龙王那里得到称号！
MSG_ORK_CTY_17	我的父亲是一名驼商。\n他现在到西方的沙漠里去了。<P>\n他们驼商总是在沙漠北部\n靠近桥的森林里休息。\n真希望他早点回来啊。
MSG_ORK_CTY_18	我叫可佩。\n要找发光的东西？<P>\n对，我见过。\n在北方的瀑布那边吧。<P>\n但是谁都不相信我。\n我想可能是机器一类的东西吧！
MSG_ORK_CTY_19	要乘上木桶吗？
MSG_ORK_CTY_20	看看清水中照出来的脸吧……<P>\n哇！好脏！\n快用水洗洗！洗洗！
MSG_ORK_CTY_21	这是个墓碑……
MSG_ORK_CTY_22	这是口井。\n看上去能进实际上进不去的井。
MSG_MAP04_01	得到了”罗塞塔石”。
MSG_KRAKEN_01	哼 ……  哼 ……  哼 ……\n人 类 们 竟 然 能 挣 扎 着\n来 到 这 里 啊 ……
MSG_KRAKEN_02	但 你 认 为 在 水 中\n能 与 我 水 之 混 沌 克 拉 肯\n匹 敌 吗 ……<P>\n就 在 这 光 线 无 法 企 及 的\n深 海 中 沉 睡 吧 ！
MSG_SEA_DAN_01	水之祭坛……\n水之力涌出之处。
MSG_SEA_DAN_02	啊！\n终于回应我的祈祷了啊！
MSG_SEA_DAN_03	我们人鱼如果失去了大海之光，\n就会像泡沫一样消失不见……
MSG_SEA_DAN_04	我们的一个同伴到\n上面的世界去，\n然后一直就没有再回来。<P>\n到底怎么样了呢……\n要是平安就好了……
MSG_SEA_DAN_05	你们能在水中呼吸啊？\n为什么？为什么？！
MSG_SEA_DAN_06	请救救大海吧。\n让水之水晶重现光辉……
MSG_SEA_DAN_07	太谢谢你们了！\n这一带又会恢复到像以前\n那般美丽的海洋吧。
MSG_SEA_DAN_08	如果再取不回大海的光辉，\n就会变成泡沫了吧……
MSG_SEA_DAN_09	那个，水晶不是传说中的东西吗？\n你们到底是什么人啊？
MSG_SEA_DAN_10	这里是神殿的最上层。\n水之混沌克拉肯就盘踞\n在神殿的最下边。
MSG_SEA_DAN_11	在东之大陆的沙漠中\n有座幻象塔对吧？<P>\n我看见在那儿有人！\n还有美妙的“钟琴”声响起呢。
MSG_SEA_DAN_12	只要水之混沌还在，\n大海的光辉就会不断消逝……
MSG_SEA_DAN_13	要坐进木桶里吗？
MSG_GET_CHIME_01	传说的战士们啊，\n带上这把“钟琴”走吧！<P>\n它能够帮助你们\n进入到幻象塔里。
MSG_GET_CHIME_02	得到了“钟琴”。
MSG_RFE_CTY_01	ＩＮ……ＵＳＯＨ……ＮＥＨＳ……ＥＭ？
MSG_RFE_CTY_02	我们族里有一个\n古代流传下来的传说。<P>\n在天空文明毁灭４００年之后……\n会有带着光芒的战士出现\n拯救我们……
MSG_RFE_CTY_03	带着光芒的战士……\n哦！传说是真的！
MSG_RFE_CTY_04	我们将最后的希望\n寄托在５名战士身上……<P>\n然而，据说他们败在\n混沌的诅咒之下……\n变成了蝙蝠……
MSG_RFE_CTY_05	飞翔在天空中的浮游城。\n那是我们的祖先曾经\n居住的地方。<P>\n幻象塔就是通往那里的入口。
MSG_RFE_CTY_06	根据我们的推测，\n有人在背后操纵４只混沌……<P>\n为了查明其所在地，\n我们派出了５名战士。<P>\n但是，已经有很长时间没有得到他们的消息了。\n希望他们还活着……
MSG_RFE_CTY_07	这个世界是由\n火、土、水、风４种力量构成的……<P>\n我们掌握了其中的风之力，\n因此可以在比天空还高的\n星海深处建造漂浮的城堡。
MSG_RFE_CTY_08	我们曾经在４００年前\n发展出了高度发达的文明……<P>\n甚至触及了比天空更高\n更加遥远的星空深处……\n不过那已经是被遗忘的远方了……
MSG_RFE_CTY_09	浮游城漂浮在天空之上\n更加遥远的星海深处。
MSG_RFE_CTY_10	天空人是可以通过仪式\n从祖先那里将记忆代代相传的种族……<P>\n然而，４００年的时间实在是太长了，\n那些记忆也开始褪色了……
MSG_RFE_CTY_11	祖先们制造的机器人\n现在还能不能动呢？
MSG_RFE_CTY_12	我们是鲁飞因人。\n是过去在天上居住的\n天空人的后代……<P>\n你们所使用的这艘\n“飞空艇”……<P>\n就是我们的祖先中\n一位叫做西德的人制造的……
MSG_RFE_CTY_13	幻象塔是我们\n鲁飞因人的象征。
MSG_RFE_CTY_14	我们曾与风之混沌\n提亚马特进行殊死的战斗……<P>\n可惜我们的力量不足……\n那家伙现在将浮游城\n做成了自己的巢穴。
MSG_RFE_CTY_15	天空人的力量源头是风之力……\n现在却被提亚马特给阻挡了……
MSG_RFE_CTY_16	看看清水中照出来的脸吧……<P>\n哇！好脏！\n快用水洗洗！洗洗！
MSG_GET_WARPCUBE_01	一 直 …… 在 等 着 …… <P>\n拿 着 这 个 魔 方 ……\n浮 游 城 的 提 亚 马 特 ……\n拜 …… 托 ……
MSG_GET_WARPCUBE_02	嗡 嗡 …… 咔 咔 ……
MSG_GET_WARPCUBE_03	得到了“传送魔方”。
MSG_FAL_DAN_01	吱 …… 吱 ……
MSG_MRG_DAN_01	噢 ……  噢 噢 ！\n我 的 主 人 ……\n一 直 ……  在 等 待 您 啊 ！
MSG_MRG_DAN_02	我 们 的 朋 友 ……\n到 遥 远 的 西 方 去 了 ……<P>\n带 着 “传 送 魔 方”\n去 找 主 人 您 ……
MSG_MRG_DAN_03	使 用 “传 送 魔 方”\n就 能 传 送 到 ……\n天 空 彼 端 的 浮 游 城 去 。
MSG_WND_DAN_01	提 亚 马 特 …… 分 析 中 ……\n弱 点 …… 未 知 ……
MSG_WND_DAN_02	从 这 个 瞭 望 窗\n能 将 世 界 的 大 地\n尽 收 眼 底 。
MSG_WND_DAN_03	风之祭坛……\n风之力涌出之处。
MSG_WND_DAN_04	得到了“精金”。
MSG_LOOK_WINDOW_01	从瞭望窗将世界尽收眼底。<P>\n火、土、水、风……\n４股力量形如云雾般流进１处……<P>\n４个祭坛的中心……\n那里正是混沌神殿！
MSG_TIAMAT_01	竟能打倒土之混沌巫妖\n到我风之混沌这儿来啊…………
MSG_TIAMAT_02	巫妖、马莉莉丝……<P>\n竟能打倒２个混沌，\n到我风之混沌这里来啊…………
MSG_TIAMAT_03	巫妖、克拉肯……<P>\n竟能打倒２个混沌，\n到我风之混沌这里来啊…………
MSG_TIAMAT_04	巫妖、马莉莉丝、克拉肯……<P>\n竟能打倒３个混沌，\n到我风之混沌这里来啊…………
MSG_TIAMAT_05	就将我风之混沌、\n提亚马特的样子烙印在\n眼中死去吧！
MSG_EPL_01	时间之锁终被切断。
MSG_EPL_02	穿越了２０００年时间的\n无限之战得以终结\n世界再次迎来了和平。
MSG_EPL_03	整个世界再次处于４颗水晶的照耀之下\n水晶之光唤回了风、水、土、火\n这４大元素的力量。
MSG_EPL_04	穿越２０００年不断轮回的\n加兰德的憎恨
MSG_EPL_05	也仅仅是因命运的\n一个小小的玩笑而起。
MSG_EPL_06	然而，这个小小的玩笑\n却也令原本应该引导世界的４种力量得到强化\n从而诞生出了危害世界的４大混沌。
MSG_EPL_07	魔兽蔓延到了世界各个角落\n一切都陷入了黑暗之中……
MSG_EPL_08	不过，这也已经结束了。
MSG_EPL_09	在光之战士们的奋斗下\n所有的力量\n都回到了正确的方向上。
MSG_EPL_10	４名战士再次穿越了时间\n回到了他们原本的世界之中。
MSG_EPL_11	世界应该回到了\n４名战士所熟悉的状态。
MSG_EPL_12	在那里有莎拉公主和\n杰茵王妃在等待他们。\n当然，还有４个人都非常熟悉的加兰德骑士。
MSG_EPL_13	那是什么时候的事了呢……
MSG_EPL_14	突然有一天一切都变得疯狂起来……\n他们都以为时间的轮回将会无限重复下去。
MSG_EPL_15	但是，４名战士的勇气改变了世界。
MSG_EPL_16	他们把将世界笼罩在黑暗之下的４种力量\n变成了给世界带来光明的力量。
MSG_EPL_17	４位战士的战斗\n不会保留在任何人的记忆里。
MSG_EPL_18	因为，他们的战斗\n令无限轮回的时间\n回到了正常的流动之中。
MSG_EPL_19	然而……人们将内心之中留存的\n对那些战斗的记忆\n创作成了幻想故事并加以传颂。
MSG_EPL_20	矮人与精灵的村落……传说的巨龙……\n还有那些即使飞向宇宙\n却也最终灭亡的高级文明……
MSG_EPL_21	回来吧，光之战士们。
MSG_EPL_22	穿过２０００年的时间……
MSG_EPL_23	现在应该已经到家了吧。
MSG_EPL_24	战士们将战斗的记忆\n埋藏到了内心的深处\n他们会一直在一旁\n静静地守护着这个世界吧。
MSG_EPL_25	请不要忘记。
MSG_EPL_26	世界的力量无论何时都应该\n向正确的方向流动。
MSG_EPL_27	光明之力\n绝不可变为黑暗之力。
MSG_EPL_28	以及真正的水晶\n一直存在于你的心中。
MSG_EPL_29	因为……\n穿越２０００年的时间\n进行战斗的战士正是你自己。
MSG_EPL_30	愿水晶之光引领万物。
MSG_MAP0A01_01	欢迎光临！\n住宿一晚需要(KINGAKU)金币。\n要住宿吗？
MSG_MAP0A01_02	欢迎下次光临！
MSG_MAP0A01_03	祝您好梦！
MSG_MAP0A01_04	您的钱好像不够啊。
MSG_MAP0A01_05	逝去的灵魂啊！\n复苏吧！
MSG_MAP0A01_06	让(SITAI)复活的话，\n要花费(KINGAKU)金币。\n怎么样？
MSG_MAP0A01_07	要复活哪位？
MSG_MAP0A01_08	好像没什么我能帮上忙的……\n不要气馁，继续奋斗吧。
MSG_MAP0A01_09	是复活(SITAI)是吗？
MSG_OTHER_11	在宝箱中\n发现了“(ITEM_N)”！
MSG_OTHER_12	在宝箱中\n发现了(NUM)金币！
MSG_OTHER_13	没法再拿更多了！
MSG_OTHER_14	什么都没有！
MSG_OTHER_18	突然出现了怪物！
MSG_OTHER_52	要离开吗？
THANKS_TO_EVERYONE	对全世界的玩家\n和原版的工作人员\n表示衷心的感谢。

