SPEAKER_01	？？？
MSG_CLK_CTY_09	４種力量的源頭\n分散在各地的祭壇中。<P>\n將把守在其根部的混沌打倒\n並將水晶放到祭壇上的話，\n水晶的光輝就能夠恢復……
MSG_CLK_CTY_10	你們好像沒有保留過去的記憶，\n其實你們在來到這片土地之前\n是在正確的時間流動中生活的。<P>\n不過，正確的時間流動\n在這個時代被突如其來的異常給扭曲了……
MSG_CLK_CTY_11	４只混沌\n支配了所有的時代……<P>\n４００年前風之混沌出現，\n２００年前水之混沌出現，\n將北方的文明全部破壞了……
MSG_CLK_CTY_12	時間被鎖在了輪回之中……\n只有回到過去\n才能切斷這由憎恨\n所誕生出來的輪回！
MSG_CLK_CTY_13	土之混沌\n令大地日漸腐壞……
MSG_CLK_CTY_14	４００年前開始，災難接踵而至……\n但是，導致這些災難的卻僅僅是幾天前的事。\n有什麼人突然回到了２０００年前去了……
MSG_CLK_CTY_15	火之混沌出現之時\n將會把所有一切都燒成灰燼……
MSG_CLK_CTY_16	我看到了時間的螺旋……<P>\n穿越回到２０００年前的什麼東西\n導致了世界的崩壞……<P>\n而２０００年後的現在\n那個東西又回到了過去……\n永遠的反復，憎恨的輪回。
MSG_CLK_CTY_17	當取回全部４顆水晶的光輝之後\n再回到這裡來吧。\n那時所有的謎都會被解開了……
MSG_CLK_CTY_18	反復２０００年的輪回……\n由憎恨所產生，被扭曲的命運。\n不過那一切都不過是幻想而已！\n只有光之戰士才能斬斷這個輪回。
MSG_CLK_CTY_19	將４顆水晶的光輝帶來這裡！\n光之戰士們啊，\n這只有你們才能做到！
MSG_CLK_CTY_20	力量，一定要向著\n正確的方向使用……
MSG_CLK_CTY_21	格魯格火山位於這座城鎮的西側。\n在那裡沉眠的火之混沌\n提前了２００年蘇醒了……<P>\n你們一定要打倒火之混沌！\n在牠將所有的一切都燒成灰燼之前！
MSG_CLK_CTY_22	４００年前是風……\n２００年前是水……\n現在土與火也……<P>\n組成世界的４種力量都……
MSG_CLK_CTY_23	我名為魯卡恩。<P>\n我能看見……憎恨的輪回……\n傳說所引導的……微小的光芒……\n決定了我們未來的一切……
MSG_CLK_CTY_24	這是個墓碑……
MSG_GRG_MNT_01	火之祭壇……\n火之力湧出之處。
MSG_MARILITH_01	打倒了土之混沌，\n擾我馬莉莉絲睡眠的\n就是你們嗎……
MSG_MARILITH_02	打倒了土與水之混沌，\n擾我馬莉莉絲睡眠的\n就是你們嗎……
MSG_MARILITH_03	打倒了土與風之混沌，\n擾我馬莉莉絲睡眠的\n就是你們嗎……
MSG_MARILITH_04	土、水、風……打倒了３個混沌，\n擾我馬莉莉絲睡眠的\n就是你們嗎……
MSG_MARILITH_05	烈火之力是只屬於我的！\n地獄的業火啊，\n將這些礙事者燒成灰燼吧！
MSG_GET_FLOAT_01	得到了「浮游石」。
MSG_MAP1B_01	得到了「飛空艇」。
MSG_GET_MOUSE_01	得到了「鼠尾巴」。
MSG_TRIAL_CAS_01	喲？你們拿著「王冠」啊。\n看來你們確實有點本事。\n那麼，就給予你們接受試煉的資格吧。<P>\n來，坐到台座上吧。\n如果你們擁有真正的勇氣，\n就一定能找到勇者之證。
MSG_TRIAL_CAS_02	任何人沒有經過允許都無法接受試煉！
MSG_CLASS_CHG_01	真是很久沒看到被稱為勇者的人類了……\n就讓我來見證一下\n你們能不能成為真正的勇者吧……
MSG_CLASS_CHG_02	那「鼠尾巴」就是\n勇氣與力量的證明……
MSG_CLASS_CHG_03	我來滿足你們的願望吧……\n給與你們勇者的稱號！
MSG_DRG_CAV_01	我乃龍王巴哈姆特……<P>\n我將會給予擁有真正的勇氣\n與力量的人相應的稱號。\n去找到勇氣的證明帶給我看吧！
MSG_DRG_CAV_02	戰士們啊，\n願水晶祝福你們……
MSG_DRG_CAV_03	竟然不怕我……\n你們很有膽量嘛……
MSG_DRG_CAV_04	你們拜見過龍王巴哈姆特了嗎？\n龍王將會給予有勇氣的人\n偉大的稱號。
MSG_DRG_CAV_05	為了鍛煉自己的精神，\n我們巨龍一族要到東北方的\n試煉之城取得勇氣之證。\n這是我們的傳統。
MSG_DRG_CAV_06	勇氣之證時而會\n改變自己的形態。\n不要被你們所看到的東西迷惑了。
MSG_DRG_CAV_07	遙遠的過去……在北方的土地上\n有很多美麗的神殿和\n機械發達的城堡聳立著。<P>\n嗯……很久很久以前了……
MSG_DRG_CAV_08	人類來到這裡真是\n十分罕見的事。<P>\n如果你們是勇敢的戰士的話\n去拜見我們的龍王巴哈姆特吧。
MSG_DRG_CAV_09	加爾迪亞群島的巨龍\n不喜歡無意義的殺生行為。
MSG_DRG_CAV_10	很久以前……巨龍和人類\n還有過一段共同生活的時代……
MSG_DRG_CAV_11	只有真正有勇氣的人\n才能得到勇氣之證。
MSG_DRG_CAV_12	這裡是龍王巴哈姆特的房間，\n注意你們的禮節。
MSG_DRG_CAV_13	龍王巴哈姆特能夠用心眼\n看出你是否具有真正的勇氣。
MSG_OXYALE_01	你們是！\n把我從瓶中放出來的人吧。<P>\n對不起，我、因為害怕\n不得已才逃走的……<P>\n作為道歉，我取些\n泉底湧出的「空氣之水」\n給你們吧！
MSG_OXYALE_02	這個水裡可以冒出\n無盡的空氣哦！
MSG_OXYALE_03	得到了「空氣之水」。
MSG_GAI_CTY_01	俺可沒覺得有啥不對。\n抓到的妖精就是俺的東西。\n賣給駝商也沒啥關係吧！
MSG_GAI_CTY_02	聽聞有個叫什麼的學者在\n研究魯飛因語……
MSG_GAI_CTY_03	在這個鎮中的泉水中居住的\n妖精最近不見了……\n到底發生什麼事了呢？
MSG_GAI_CTY_04	父親總是提起，\n西邊有一座考驗勇氣與力量的城堡。
MSG_GAI_CTY_05	在這個鎮中的泉水底部，\n有只有妖精才能取到的\n「空氣之水」。
MSG_GAI_CTY_06	傳說中天空人能在天空翱翔，\n並建造了天空之城，\n直到今日仍在此地流傳。
MSG_GAI_CTY_07	雅尼庫魯姆沙漠中的塔\n從來沒有人進去過……<P>\n就像海市蜃樓一樣，\n所以被稱為幻象塔。<P>\n沒人知道是否\n真的是海市蜃樓。
MSG_GAI_CTY_08	那個掃帚工作總在偷懶，\n一點辦法也沒有！真是的！
MSG_GAI_CTY_09	啊——忙啊……颼颼！
MSG_GAI_CTY_10	知道鷹翼嗎？\n那裡的語言一點也聽不懂。
MSG_GAI_CTY_11	唉？！\n你說你聽得懂鷹翼的語言？！
MSG_GAI_CTY_12	這裡是蓋亞鎮。\n外人一直稱這裡作鷹眼。<P>\n在南方有個古鎮叫做鷹翼。
MSG_GAI_CTY_13	謝謝您幫助我！\n「空氣之水」有用嗎？<P>\n因為有無盡的空氣冒出，\n所以可以一直潛水哦！
MSG_GAI_CTY_14	難以置信。\n你們是外面的人吧。\n怎麼來到這個山頂的？<P>\n難道是從天上飛來的……\n呃，那肯定不可能是吧！
MSG_GAI_CTY_15	我看到了！\n夜空中一個閃光物體\n朝向西方飛去！
MSG_SUBMARINE_01	那是……「空氣之水」……
MSG_SUBMARINE_02	我一直在等待\n你們的到來。
MSG_SUBMARINE_03	求你們了！\n請救救人魚們吧！
MSG_ORK_CTY_01	你們聽說過一種\n叫做「空氣之水」的東西嗎？
MSG_ORK_CTY_02	那是２００年前的事了吧，\n神殿沉到了大海之中。<P>\n現在有傳聞說那裡已經\n成為了人魚們的住處。
MSG_ORK_CTY_03	這裡在２００年之前\n也是個相當繁華的城鎮啊。
MSG_ORK_CTY_04	看看我的腿！很漂亮吧！<P>\n有腿真是太棒了。\n看！快看！\n我還能邁出這種步子哦！
MSG_ORK_CTY_05	駝商那個叫山下的傢伙\n好像在賣什麼奇怪的東西。
MSG_ORK_CTY_06	魯飛因語\n是指過去被稱為天空人的民族\n所使用的語言。<P>\n我的哥哥烏內總是在說\n要是有「羅塞塔石」的話，\n就可以和他們對話了……
MSG_ORK_CTY_07	那是「羅塞塔石」？！\n快帶著石頭去找我哥哥烏內！
MSG_ORK_CTY_08	在沉沒到海底的神殿裡\n好像有很多的財寶。<P>\n金、銀、鑽石……\n甚至還有記錄了語言和文化的石板……\n不過，這都只是些傳說。
MSG_ORK_CTY_09	可佩這傢伙說天上\n有個發光的什麼東西掉了下來。\n淨說些夢話。
MSG_ORK_CTY_10	喂……讓開……\n別擋著我！該死的！<P>\n一條魚都釣不上來！\n這不就又沒生意做了麼。\n只能光喝悶酒了！
MSG_ORK_CTY_11	你的腿，真的是你自己的嗎？
MSG_ORK_CTY_12	２００年前的傳說了吧……\n擁有水之力的昂拉克神殿\n十分的繁榮昌盛。<P>\n拜託你們了，\n請一定把水之力恢復原狀。
MSG_ORK_CTY_13	神秘的水之力復蘇了！\n這樣一來我國也能夠\n恢復過去的繁榮了！
MSG_ORK_CTY_14	我想要去救助海底的人魚們\n於是用木桶製造了這台潛艇。<P>\n但是一潛到海裡\n就沒有辦法呼吸了……<P>\n這樣一來它就沒什麼用了。\n很危險的，還是不要靠近的好。
MSG_ORK_CTY_15	看起來你們應該也是戰士吧。\n我是一名為了從龍王那獲得稱號\n而在試煉之城進行修行的戰士。<P>\n要在那裡取得某種能夠證明\n我的勇氣和力量的東西。
MSG_ORK_CTY_16	太令人驚訝了！\n人類竟然能夠從龍王那裡得到稱號！
MSG_ORK_CTY_17	我的父親是一名駝商。\n他現在到西方的沙漠裡去了。<P>\n他們駝商總是在沙漠北部\n靠近橋的森林裡休息。\n真希望他早點回來啊。
MSG_ORK_CTY_18	我叫可佩。\n要找發光的東西？<P>\n對，我見過。\n在北方的瀑布那邊吧。<P>\n但是誰都不相信我。\n我想可能是機器一類的東西吧！
MSG_ORK_CTY_19	要乘上木桶嗎？
MSG_ORK_CTY_20	看看清水中照出來的臉吧……<P>\n哇！好髒！\n快用水洗洗！洗洗！
MSG_ORK_CTY_21	這是個墓碑……
MSG_ORK_CTY_22	一口井。\n看起來好像能進去但是真的進不去。
MSG_MAP04_01	得到了「羅塞塔石」。
MSG_KRAKEN_01	哼 ……  哼 ……  哼 ……\n人 類 們 竟 然 能 掙 扎 著\n來 到 這 裡 啊 ……
MSG_KRAKEN_02	但 你 認 為 在 水 中\n能 與 我 水 之 混 沌 克 拉 肯\n匹 敵 嗎 ……<P>\n就 在 這 光 線 無 法 企 及 的\n深 海 中 沉 睡 吧 ！
MSG_SEA_DAN_01	水之祭壇……\n水之力湧出之處。
MSG_SEA_DAN_02	啊！\n終於回應我的祈禱了啊！
MSG_SEA_DAN_03	我們人魚如果失去了大海之光，\n就會像泡沫一樣消失不見……
MSG_SEA_DAN_04	我們的一個同伴到\n上面的世界去，\n然後一直就沒有再回來。<P>\n到底怎麼樣了呢……\n要是平安就好了……
MSG_SEA_DAN_05	你們能在水中呼吸啊？\n為什麼？為什麼？！
MSG_SEA_DAN_06	請救救大海吧。\n讓水之水晶重現光輝……
MSG_SEA_DAN_07	太謝謝你們了！\n這一帶又會恢復到像以前\n那般美麗的海洋吧。
MSG_SEA_DAN_08	如果再取不回大海的光輝，\n就會變成泡沫了吧……
MSG_SEA_DAN_09	那個，水晶不是傳說中的東西嗎？\n你們到底是什麼人啊？
MSG_SEA_DAN_10	這裡是神殿的最上層。\n水之混沌克拉肯就盤踞\n在神殿的最下邊。
MSG_SEA_DAN_11	在東之大陸的沙漠中\n有座幻象塔對吧？<P>\n我看見在那裡有人！\n還有美妙的「鐘琴」聲響起呢。
MSG_SEA_DAN_12	只要水之混沌還在，\n大海的光輝就會不斷消逝……
MSG_SEA_DAN_13	要坐進木桶裡嗎？
MSG_GET_CHIME_01	傳說的戰士們啊，\n帶上這把「鐘琴」走吧！<P>\n它能夠幫助你們\n進入到幻象塔里。
MSG_GET_CHIME_02	得到了「鐘琴」。
MSG_RFE_CTY_01	ＩＮ……ＵＳＯＨ……ＮＥＨＳ……ＥＭ？
MSG_RFE_CTY_02	我們族裡有一個\n古代流傳下來的傳說。<P>\n在天空文明毀滅４００年之後……\n會有帶著光芒的戰士出現\n拯救我們……
MSG_RFE_CTY_03	帶著光芒的戰士……\n哦！傳說是真的！
MSG_RFE_CTY_04	我們將最後的希望\n寄託在５名戰士身上……<P>\n然而，據說他們敗在\n混沌的詛咒之下……\n變成了蝙蝠……
MSG_RFE_CTY_05	飛翔在天空中的浮游城。\n那是我們的祖先曾經\n居住的地方。<P>\n幻象塔就是通往那裡的入口。
MSG_RFE_CTY_06	根據我們的推測，\n有人在背後操縱４只混沌……<P>\n為了查明其所在地，\n我們派出了５名戰士。<P>\n但是，已經有很長時間沒有得到他們的消息了。\n希望他們還活著……
MSG_RFE_CTY_07	這個世界是由\n火、土、水、風４種力量構成的……<P>\n我們掌握了其中的風之力，\n因此可以在比天空還高的\n星海深處建造漂浮的城堡。
MSG_RFE_CTY_08	我們曾經在４００年前\n發展出了高度發達的文明……<P>\n甚至觸及了比天空更高\n更加遙遠的星空深處……\n不過那已經是被遺忘的遠方了……
MSG_RFE_CTY_09	浮游城漂浮在天空之上\n更加遙遠的星海深處。
MSG_RFE_CTY_10	天空人是可以通過儀式\n從祖先那裡將記憶代代相傳的種族……<P>\n然而，４００年的時間實在是太長了，\n那些記憶也開始褪色了……
MSG_RFE_CTY_11	祖先們製造的機器人\n現在還能不能動呢？
MSG_RFE_CTY_12	我們是魯飛因人。\n是過去在天上居住的\n天空人的後代……<P>\n你們所使用的這艘\n「飛空艇」……<P>\n就是我們的祖先中\n一位叫做希德的人製造的……
MSG_RFE_CTY_13	幻象塔是我們\n魯飛因人的象徵。
MSG_RFE_CTY_14	我們曾與風之混沌\n提亞馬特進行殊死的戰鬥……<P>\n可惜我們的力量不足……\n那傢伙現在將浮游城\n做成了自己的巢穴。
MSG_RFE_CTY_15	天空人的力量源頭是風之力……\n現在卻被提亞馬特給阻擋了……
MSG_RFE_CTY_16	看看清水中照出來的臉吧……<P>\n哇！好髒！\n快用水洗洗！洗洗！
MSG_GET_WARPCUBE_01	一 直 …… 在 等 著 …… <P>\n拿 著 這 個 魔 方 ……\n浮 游 城 的 提 亞 馬 特 ……\n拜 …… 托 ……
MSG_GET_WARPCUBE_02	嗡 嗡 …… 咔 咔 ……
MSG_GET_WARPCUBE_03	得到了「傳送魔方」。
MSG_FAL_DAN_01	吱 …… 吱 ……
MSG_MRG_DAN_01	噢 ……  噢 噢 ！\n我 的 主 人 ……\n一 直 ……  在 等 待 您 啊 ！
MSG_MRG_DAN_02	我 們 的 朋 友 ……\n到 遙 遠 的 西 方 去 了 ……<P>\n帶 著 「傳 送 魔 方」\n去 找 主 人 您 ……
MSG_MRG_DAN_03	使 用 「傳 送 魔 方」\n就 能 傳 送 到 ……\n天 空 彼 端 的 浮 游 城 去 。
MSG_WND_DAN_01	提 亞 馬 特 …… 分 析 中 ……\n弱 點 …… 未 知 ……
MSG_WND_DAN_02	從 這 個 瞭 望 窗\n能 將 世 界 的 大 地\n盡 收 眼 底 。
MSG_WND_DAN_03	風之祭壇……\n風之力湧出之處。
MSG_WND_DAN_04	得到了「堅鋼石」。
MSG_LOOK_WINDOW_01	從瞭望窗將世界盡收眼底。<P>\n火、土、水、風……\n４股力量形如雲霧般流進１處……<P>\n４個祭壇的中心……\n那裡正是混沌神殿！
MSG_TIAMAT_01	竟能打倒土之混沌巫妖\n到我風之混沌這裡來啊…………
MSG_TIAMAT_02	巫妖、馬莉莉絲……<P>\n竟能打倒２個混沌，\n到我風之混沌這裡來啊…………
MSG_TIAMAT_03	巫妖、克拉肯……<P>\n竟能打倒２個混沌，\n到我風之混沌這裡來啊…………
MSG_TIAMAT_04	巫妖、馬莉莉絲、克拉肯……<P>\n竟能打倒３個混沌，\n到我風之混沌這裡來啊…………
MSG_TIAMAT_05	就將我風之混沌、\n提亞馬特的樣子烙印在\n眼中死去吧！
MSG_EPL_01	時間之鎖終被切斷。
MSG_EPL_02	穿越了２０００年時間的\n無限之戰得以終結\n世界再次迎來了和平。
MSG_EPL_03	整個世界再次處於４顆水晶的照耀之下\n水晶之光喚回了風、水、土、火\n這４大元素的力量。
MSG_EPL_04	穿越２０００年不斷輪回的\n加蘭德的憎恨
MSG_EPL_05	也僅僅是因命運的\n一個小小的玩笑而起。
MSG_EPL_06	然而，這個小小的玩笑\n卻令原本應該引導世界的４種力量得到強化\n從而誕生出了危害世界的４大混沌。
MSG_EPL_07	魔獸蔓延到了世界各個角落\n一切都陷入了黑暗之中……
MSG_EPL_08	不過，這也已經結束了。
MSG_EPL_09	在光之戰士們的奮鬥下\n所有的力量\n都回到了正確的方向。
MSG_EPL_10	４名戰士再次穿越了時間\n回到了他們原本的世界之中。
MSG_EPL_11	世界應該回到了\n４名戰士所熟悉的狀態。
MSG_EPL_12	在那裡有莎拉公主和\n傑茵王妃在等待他們。\n當然，還有４個人都非常熟悉的加蘭德騎士。
MSG_EPL_13	那是什麼時候的事了呢……
MSG_EPL_14	突然有一天一切都變得瘋狂起來……\n他們都以為時間的輪回將會無限重複下去。
MSG_EPL_15	但是，４名戰士的勇氣改變了世界。
MSG_EPL_16	他們把將世界籠罩在黑暗之下的４種力量\n變成了給世界帶來光明的力量。
MSG_EPL_17	４位戰士的戰鬥\n不會保留在任何人的記憶裡。
MSG_EPL_18	因為，他們的戰鬥\n令無限輪回的時間\n回到了正常的流動之中。
MSG_EPL_19	然而……人們將內心之中留存的\n對那些戰鬥的記憶\n創作成了幻想故事並加以傳頌。
MSG_EPL_20	矮人與精靈的村落……傳說的巨龍……\n還有那些即使飛向宇宙\n卻也最終滅亡的高級文明……
MSG_EPL_21	回來吧，光之戰士們。
MSG_EPL_22	穿過２０００年的時間……
MSG_EPL_23	現在應該已經到家了吧。
MSG_EPL_24	戰士們將戰鬥的記憶\n埋藏到了內心的深處\n他們會一直在一旁\n靜靜地守護著這個世界吧。
MSG_EPL_25	請不要忘記。
MSG_EPL_26	世界的力量無論何時都應該\n向正確的方向流動。
MSG_EPL_27	光明之力\n絕不可變為黑暗之力。
MSG_EPL_28	以及真正的水晶\n一直存在於你的心中。
MSG_EPL_29	因為……\n穿越２０００年的時間\n進行戰鬥的戰士正是你自己。
MSG_EPL_30	願水晶之光引領萬物。
MSG_MAP0A01_01	歡迎光臨！\n住宿一晚需要(KINGAKU)ＧＩＬ。\n要住宿嗎？
MSG_MAP0A01_02	歡迎下次光臨！
MSG_MAP0A01_03	祝您好夢！
MSG_MAP0A01_04	您的錢好像不夠啊。
MSG_MAP0A01_05	逝去的靈魂啊！\n復蘇吧！
MSG_MAP0A01_06	讓(SITAI)復活的話，\n要花費(KINGAKU)ＧＩＬ。\n怎麼樣？
MSG_MAP0A01_07	要復活哪位？
MSG_MAP0A01_08	好像沒什麼我能幫上忙的……\n不要氣餒，繼續奮鬥吧。
MSG_MAP0A01_09	是復活(SITAI)是嗎？
MSG_OTHER_11	在寶箱中\n發現了「(ITEM_N)」！
MSG_OTHER_12	在寶箱中\n發現了(NUM)ＧＩＬ！
MSG_OTHER_13	沒法再拿更多了！
MSG_OTHER_14	什麼都沒有！
MSG_OTHER_18	突然出現了怪物！
MSG_OTHER_52	要離開嗎？
THANKS_TO_EVERYONE	對全世界的玩家\n和原版的工作人員\n表示衷心的感謝。

