MSG_JOB_NAME_01	Guerriero
MSG_MON_NAME_101	Spirinaga
MSG_MON_NAME_102	Chimera
MSG_MON_NAME_103	Rhyos
MSG_MON_NAME_104	Piscodemone
MSG_MON_NAME_105	Psicoflagello
MSG_MON_NAME_106	Garland
MSG_MON_NAME_107	Drago verde
MSG_MON_NAME_108	Drago blu
MSG_MON_NAME_109	Golem di terra
MSG_MON_NAME_110	Golem di pietra
MSG_MON_NAME_111	Golem di ferro
MSG_MON_NAME_112	Cavaliere nero
MSG_MON_NAME_113	Necrocavaliere
MSG_MON_NAME_114	Astos
MSG_MON_NAME_115	Necromante
MSG_MON_NAME_116	Necroguerriero
MSG_MON_NAME_117	Cavallo pazzo
MSG_MON_NAME_118	Incubo
MSG_MON_NAME_119	Macchina letale
MSG_MON_NAME_120	Lich
MSG_MON_NAME_121	Marilith
MSG_MON_NAME_122	Kraken
MSG_MON_NAME_123	Tiamath
MSG_MON_NAME_124	Caos
MSG_MON_ATK_01	Tormenta
MSG_MON_ATK_02	Vampata
MSG_MON_ATK_03	Sguardo
MSG_MON_ATK_04	Sguardo
MSG_MON_ATK_05	Flash
MSG_MON_ATK_07	Terremoto
MSG_MON_ATK_08	Sguardo
MSG_MON_ATK_09	Sguardo
MSG_MON_ATK_10	Sguardo
MSG_MON_ATK_15	Nube pietrificante
MSG_MON_ATK_16	Scossa mentale
MSG_MON_ATK_17	Nube tossica
MSG_MON_ATK_18	Saetta
MSG_MON_ATK_19	Gas letale
MSG_MON_ATK_20	Sbuffata
MSG_MON_ATK_21	Esplosione
MSG_MON_ATK_22	Inchiostro
MSG_MON_ATK_23	Dardo tossico
MSG_MON_ATK_24	Sguardo
MSG_MON_ATK_25	Tsunami
MSG_MON_ATK_26	Ciclone
MSG_LOCATION_STICK	(AREA_NAME) - (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	Mappamondo
MSG_MAP_NAME_02	Castello degli elfi
MSG_MAP_NAME_03	Elfheim
MSG_MAP_NAME_04	Onrac
MSG_MAP_NAME_05	Gaia
MSG_MAP_NAME_06	Carovana
MSG_MAP_NAME_07	Città crescente
MSG_MAP_NAME_08	Castello di Cornelia
MSG_MAP_NAME_09	Cornelia
MSG_MAP_NAME_10	Rocca di ponente
MSG_MAP_NAME_11	Pravoka
MSG_MAP_NAME_12	Melmond
MSG_MAP_NAME_13	Lufenia
MSG_MAP_NAME_14	Grotta della Terra
MSG_MAP_NAME_15	Tempio del Caos
MSG_MAP_NAME_16	Cava del gigante
MSG_MAP_NAME_17	Monte Gulg
MSG_MAP_NAME_18	Grotta del saggio
MSG_MAP_NAME_19	Caverna del Ghiaccio
MSG_MAP_NAME_20	Tempio dei Cimenti
MSG_MAP_NAME_21	Grotta della cascata
MSG_MAP_NAME_22	Grotte dei draghi
MSG_MAP_NAME_23	Monte Duergar
MSG_MAP_NAME_24	Grotta paludosa
MSG_MAP_NAME_25	Grotta di Matoya
MSG_MAP_NAME_26	Torre Miraggio
MSG_MAP_NAME_27	Santuario sommerso
MSG_MAP_NAME_28	Fortezza volante
MSGARA_NAME_01	Piano -1
MSGARA_NAME_02	Piano -2
MSGARA_NAME_03	Piano -3
MSGARA_NAME_04	Piano -4
MSGARA_NAME_05	Piano -5
MSGARA_NAME_06	Piano terra
MSGARA_NAME_07	1° piano
MSGARA_NAME_08	2° piano
MSGARA_NAME_09	3° piano
MSGARA_NAME_10	4° piano
MSGARA_NAME_11	Locanda
MSGARA_NAME_12	Armeria
MSGARA_NAME_13	Corazzeria
MSGARA_NAME_14	Emporio
MSGARA_NAME_15	Negozio di magia bianca
MSGARA_NAME_16	Negozio di magia nera
MSG_NAME_LIST_01	Angus
MSG_NAME_LIST_02	Andy
MSG_NAME_LIST_03	Aidan
MSG_NAME_LIST_04	Erial
MSG_NAME_LIST_05	Grantz
MSG_NAME_LIST_06	Clair
MSG_NAME_LIST_07	Kaili
MSG_NAME_LIST_08	Collard
MSG_NAME_LIST_09	Seren
MSG_NAME_LIST_10	Franke
MSG_NAME_LIST_11	Morgan
MSG_NAME_LIST_12	Yubert
MSG_NAME_LIST_13	Laylee
MSG_NAME_LIST_14	Ryco
MSG_NAME_LIST_15	Lukas
MSG_NAME_LIST_16	Ruuk
MSG_NAME_LIST_17	Ray
MSG_NAME_LIST_18	Leon
MSG_NAME_LIST_19	Robyn
MSG_NAME_LIST_20	Rolence
MSG_SYSTEM_001	Chiudi
MSG_SYSTEM_002	Indietro
MSG_SYSTEM_003	Sì
MSG_SYSTEM_004	No
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	×
MSG_SYSTEM_017	Nessun effetto...
MSG_SYSTEM_018	La squadra è fuggita!
MSG_SYSTEM_019	Non potete fuggire!
MSG_SYSTEM_020	Attacco prioritario!
MSG_SYSTEM_021	Imboscata!
MSG_SYSTEM_022	La squadra è stata sconfitta...
MSG_SYSTEM_023	Guil
MSG_SYSTEM_024	ESP
MSG_SYSTEM_025	Oggetti
MSG_SYSTEM_026	Avanti
MSG_SYSTEM_027	Chiudi
MSG_SYSTEM_028	Nuovo livello!
MSG_SYSTEM_029	Attacco
MSG_SYSTEM_030	Difesa
MSG_SYSTEM_031	Equipaggiamento
MSG_SYSTEM_032	Fuga
MSG_SYSTEM_033	Pietra
MSG_SYSTEM_034	Veleno
MSG_SYSTEM_035	Cecità
MSG_SYSTEM_036	Paralisi
MSG_SYSTEM_037	Sonno
MSG_SYSTEM_038	Silenzio
MSG_SYSTEM_039	KO
MSG_SYSTEM_040	Mancato!
MSG_SYSTEM_041	colpo
MSG_SYSTEM_288	colpi
MSG_SYSTEM_042	Oggetti
MSG_SYSTEM_043	Magia
MSG_SYSTEM_044	Equipaggiamento
MSG_SYSTEM_045	Stato
MSG_SYSTEM_046	Formazione
MSG_SYSTEM_047	Configurazione
MSG_SYSTEM_048	Salvataggio rapido
MSG_SYSTEM_049	Salva
MSG_SYSTEM_050	Guil
MSG_SYSTEM_051	Tempo
MSG_SYSTEM_052	Livello
MSG_SYSTEM_053	PV
MSG_SYSTEM_283	PM
MSG_SYSTEM_054	Rarità
MSG_SYSTEM_055	Ordina
MSG_SYSTEM_056	Usa
MSG_SYSTEM_057	(STATUS_NAME) +(VALUE_NUM)
MSG_SYSTEM_058	(STATUS_NAME) -(VALUE_NUM)
MSG_SYSTEM_059	(HALF_SPACE)
MSG_SYSTEM_060	Nessun oggetto.
MSG_SYSTEM_061	Nessuna rarità.
MSG_SYSTEM_293	Nessun oggetto utilizzabile in battaglia.
MSG_SYSTEM_279	Nessun personaggio se ne può equipaggiare.
MSG_SYSTEM_063	Dimentica
MSG_SYSTEM_064	Vuoi dimenticare la magia selezionata?
MSG_SYSTEM_065	Non può usare magie.
MSG_SYSTEM_066	Ottimizza
MSG_SYSTEM_067	Rimuovi
MSG_SYSTEM_068	Rimuovi tutto
MSG_SYSTEM_069	Mani nude
MSG_SYSTEM_070	---
MSG_SYSTEM_071	Arma
MSG_SYSTEM_072	Scudo
MSG_SYSTEM_073	Elmo
MSG_SYSTEM_074	Armatura
MSG_SYSTEM_075	Guanti
MSG_SYSTEM_077	ESP
MSG_SYSTEM_078	Al prossimo livello
MSG_SYSTEM_079	Forza
MSG_SYSTEM_080	Agilità
MSG_SYSTEM_081	Intelligenza
MSG_SYSTEM_082	Resistenza
MSG_SYSTEM_083	Fortuna
MSG_SYSTEM_084	Attacco
MSG_SYSTEM_085	Precisione
MSG_SYSTEM_086	Difesa
MSG_SYSTEM_087	Schivata
MSG_SYSTEM_088	Comandi
MSG_SYSTEM_089	Salvataggio
MSG_SYSTEM_091	Vuoto
MSG_SYSTEM_298	dd/MM/yyyy(FULL_SPACE)H:mm
MSG_SYSTEM_093	Seleziona il bersaglio.
MSG_SYSTEM_094	Squadra
MSG_SYSTEM_095	Alleato
MSG_SYSTEM_096	Tutti i nemici
MSG_SYSTEM_097	Nemico
MSG_SYSTEM_098	Tutti
MSG_SYSTEM_099	Manuale dei comandi
MSG_SYSTEM_100	Altri comandi
MSG_SYSTEM_101	Cambia equipaggiamento
MSG_SYSTEM_102	Selezione degli oggetti
MSG_SYSTEM_103	Seleziona
MSG_SYSTEM_104	Pagina su/giù
MSG_SYSTEM_105	Chiudi il menu
MSG_SYSTEM_106	Annulla
MSG_SYSTEM_107	Visualizza/Nascondi descrizioni
MSG_SYSTEM_362	Sbarca
MSG_SYSTEM_285	Ingrandisci
MSG_SYSTEM_286	Riduci
MSG_SYSTEM_287	Sposta
MSG_SYSTEM_108	Manuale
MSG_SYSTEM_299	Armi
MSG_SYSTEM_109	Armature
MSG_SYSTEM_110	Nome
MSG_SYSTEM_111	Organizza l'inventario manualmente.
MSG_SYSTEM_112	Riordina l'inventario per visualizzare gli oggetti consumabili per primi.
MSG_SYSTEM_113	Riordina l'inventario per visualizzare le armi per prime.
MSG_SYSTEM_114	Riordina l'inventario per visualizzare le armature per prime.
MSG_SYSTEM_115	
MSG_SYSTEM_116	Pausa/Riprendi
MSG_SYSTEM_118	Selezione nemici (tutti/singolo)
MSG_SYSTEM_119	Selezione alleati (tutti/singolo)
MSG_SYSTEM_120	Pagina su (elenchi)
MSG_SYSTEM_121	Pagina giù (elenchi)
MSG_SYSTEM_123	Attiva/Disattiva il combattimento automatico
MSG_SYSTEM_124	Pausa/Riprendi
MSG_SYSTEM_126	Indietro/Annulla
MSG_SYSTEM_127	Passa da Oggetti a Equipaggiamento
MSG_SYSTEM_128	Passa da Equipaggiamento a Oggetti
MSG_SYSTEM_129	Passa da un bersaglio singolo a tutti i bersagli
MSG_SYSTEM_130	Passa da tutti i bersagli a un bersaglio singolo
MSG_SYSTEM_131	Ripristina le impostazioni predefinite
MSG_SYSTEM_133	Cambia
MSG_SYSTEM_134	Benvenuti!
MSG_SYSTEM_139	Quante unità?
MSG_SYSTEM_142	Quante unità?
MSG_SYSTEM_143	Grazie!
MSG_SYSTEM_144	In cosa posso esservi utile?
MSG_SYSTEM_150	Grazie.
MSG_SYSTEM_155	Dimentichi (FG_MAGC_N) per imparare (LE_MAGC_N)?
MSG_SYSTEM_156	Vuoi imparare (MAGC_N)?
MSG_SYSTEM_157	Acquisti questa magia?
MSG_SYSTEM_158	Armeria
MSG_SYSTEM_159	Corazzeria
MSG_SYSTEM_160	Emporio
MSG_SYSTEM_161	Negozio di magia bianca
MSG_SYSTEM_162	Negozio di magia nera
MSG_SYSTEM_337	Carovana
MSG_SYSTEM_163	Costo
MSG_SYSTEM_164	Quantità
MSG_SYSTEM_165	Quantità
MSG_SYSTEM_166	Totale
MSG_SYSTEM_167	Magia di livello (MAGC_L)
MSG_SYSTEM_168	Impossibile
MSG_SYSTEM_169	Imparata
MSG_SYSTEM_171	Compra
MSG_SYSTEM_172	Vendi
MSG_SYSTEM_173	Esci
MSG_SYSTEM_174	Inventario
MSG_SYSTEM_175	In uso
MSG_SYSTEM_176	Peso
MSG_SYSTEM_177	Nuova partita
MSG_SYSTEM_178	Carica partita
MSG_SYSTEM_179	TOCCA PER INIZIARE
MSG_SYSTEM_180	PREMI PER INIZIARE
MSG_SYSTEM_181	©SQUARE ENIX CO., LTD. Tutti i diritti riservati.\nLogo e illustrazione: ©YOSHITAKA AMANO
MSG_SYSTEM_183	Scegli nome e classe di ogni personaggio.
MSG_SYSTEM_184	Conferma
MSG_SYSTEM_185	Fatto
MSG_SYSTEM_187	Devi dare un nome a tutti i personaggi.
MSG_SYSTEM_188	Inizi a giocare con questa squadra?
MSG_SYSTEM_190	Scegli una classe.
MSG_SYSTEM_191	Scegli un nome.
MSG_SYSTEM_281	(Fino a 12 caratteri standard. Caratteri accentati o non pertinenti all'alfabeto latino contano doppio.)
MSG_SYSTEM_192	Confermi questo nome?
MSG_SYSTEM_193	Automatico
MSG_SYSTEM_195	(Alcuni caratteri speciali e simboli potrebbero non essere visualizzati correttamente.)
MSG_SYSTEM_196	Torni alla schermata del titolo senza salvare le modifiche?
MSG_SYSTEM_197	Classe
MSG_SYSTEM_198	Scegli una classe.
MSG_SYSTEM_199	Scegli un nome.
MSG_SYSTEM_200	Extra
MSG_SYSTEM_201	Opzioni
MSG_SYSTEM_202	Bestiario
MSG_SYSTEM_203	Riproduttore musicale
MSG_SYSTEM_206	Informativa sulla privacy
MSG_SYSTEM_207	Licenza
MSG_SYSTEM_282	Galleria
MSG_SYSTEM_208	Forzieri
MSG_SYSTEM_209	Oggetti
MSG_SYSTEM_210	Notifiche
MSG_SYSTEM_284	Controlli tattili
MSG_SYSTEM_212	Salvataggio completato.
MSG_SYSTEM_213	Sovrascrivi questo salvataggio?
MSG_SYSTEM_289	I dati di salvataggio sono corrotti.
MSG_SYSTEM_290	Salvataggio non riuscito.
MSG_SYSTEM_215	Salvataggio automatico
MSG_SYSTEM_216	Salvataggio rapido
MSG_SYSTEM_295	Gioco completato
MSG_SYSTEM_217	Salvi i progressi?
MSG_SYSTEM_218	Salvataggio rapido completato.
MSG_SYSTEM_291	I dati del salvataggio rapido sono corrotti.
MSG_SYSTEM_292	Salvataggio rapido non riuscito.
MSG_SYSTEM_370	Lo spazio di archiviazione disponibile non è sufficiente per avviare il gioco. Elimina dati superflui per liberare spazio.
MSG_SYSTEM_219	Riprendi il gioco da questo salvataggio?
MSG_SYSTEM_220	Salvi i dati di completamento del gioco?
MSG_SYSTEM_221	(Saranno salvati i progressi immediatamente precedenti alla battaglia finale.)
MSG_SYSTEM_222	Salvataggio riuscito. Torni alla schermata del titolo?
MSG_SYSTEM_223	I dati di completamento non sono stati salvati. Torni comunque alla schermata del titolo?
MSG_SYSTEM_228	Posizione attuale
MSG_SYSTEM_229	Nave
MSG_SYSTEM_230	Aeronave
MSG_SYSTEM_335	Ricominci dal salvataggio più recente?
MSG_CFG_INF_01	Sistema
MSG_CFG_INF_02	Posizione cursore memorizzata
MSG_CFG_INF_03	Combattimento automatico continuo
MSG_CFG_INF_05	Lingua
MSG_CFG_INF_06	Torna alla schermata del titolo
MSG_CFG_INF_07	Esci dal gioco
MSG_CFG_INF_93	Impostazioni schermo
MSG_CFG_INF_09	Modalità
MSG_CFG_INF_94	Risoluzione
MSG_CFG_INF_153	Stile grafico
MSG_CFG_INF_10	Supporto per daltonismo
MSG_CFG_INF_11	Luminosità
MSG_CFG_INF_12	Audio
MSG_CFG_INF_13	Volume generale
MSG_CFG_INF_14	Volume musica
MSG_CFG_INF_15	Volume effetti
MSG_CFG_INF_95	Scegli se il cursore memorizza l'ultima posizione.
MSG_CFG_INF_96	Scegli se il combattimento automatico resta attivo per la battaglia successiva.
MSG_CFG_INF_98	Regola l'immagine per adattarsi a diversi tipi di daltonismo.
MSG_CFG_INF_99	Imposta la luminosità dello schermo.
MSG_CFG_INF_100	Regola il volume generale del gioco.
MSG_CFG_INF_101	Regola il volume della musica.
MSG_CFG_INF_102	Regola il volume degli effetti sonori.
MSG_CFG_INF_104	Imposta i comandi per il controller.
MSG_CFG_INF_105	Imposta i comandi per la tastiera.
MSG_CFG_INF_106	Torna alla schermata del titolo. I progressi non salvati saranno persi.
MSG_CFG_INF_107	Chiudi il gioco. I progressi non salvati saranno persi.
MSG_CFG_INF_108	Ripristini i comandi per il controller alle impostazioni predefinite?
MSG_CFG_INF_109	Ripristini i comandi per la tastiera alle impostazioni predefinite?
MSG_CFG_INF_158	Regola l'aspetto grafico delle schermate.
MSG_CFG_INF_18	Impostazioni controller
MSG_CFG_INF_19	Conferma
MSG_CFG_INF_21	Apri/Chiudi il menu
MSG_CFG_INF_23	Pagina su
MSG_CFG_INF_24	Pagina giù
MSG_CFG_INF_25	Cambia personaggio (sinistra)
MSG_CFG_INF_26	Cambia personaggio (destra)
MSG_CFG_INF_28	Impostazioni tastiera
MSG_CFG_INF_29	Movimento ↑
MSG_CFG_INF_30	Movimento ↓
MSG_CFG_INF_31	Movimento ←
MSG_CFG_INF_32	Movimento →
MSG_CFG_INF_135	Tastiera
MSG_CFG_INF_136	Mouse
MSG_CFG_INF_33	Comandi controller
MSG_CFG_INF_110	Corri (premuto)
MSG_CFG_INF_113	Attiva/Disattiva il combattimento automatico
MSG_CFG_INF_114	Apri/Chiudi la mappa
MSG_CFG_INF_115	Mostra/Nascondi la minimappa
MSG_CFG_INF_148	Pausa (in battaglia)
MSG_CFG_INF_34	Comandi tastiera
MSG_CFG_INF_116	Scorri
MSG_CFG_INF_117	Mappamondo
MSG_CFG_INF_118	Apri il menu
MSG_CFG_INF_119	Apri la mappa
MSG_CFG_INF_120	Modalità di spostamento
MSG_CFG_INF_121	Parla
MSG_CFG_INF_137	Esamina
MSG_CFG_INF_123	Schermata di battaglia
MSG_CFG_INF_35	Posizione dell'interfaccia nel mappamondo
MSG_CFG_INF_37	Posizione della croce direzionale
MSG_CFG_INF_38	Posizione dell'interfaccia nel menu
MSG_CFG_INF_39	Posizione dei comandi del menu
MSG_CFG_INF_40	Posizione dell'interfaccia in battaglia
MSG_CFG_INF_41	Posizione dei comandi di battaglia
MSG_CFG_INF_154	Grafica
MSG_CFG_INF_42	Comandi
MSG_CFG_INF_43	Sì
MSG_CFG_INF_44	No
MSG_CFG_INF_45	Sinistra
MSG_CFG_INF_46	Destra
MSG_CFG_INF_156	Standard
MSG_CFG_INF_157	Analogico
MSG_CFG_INF_48	Molto lenta
MSG_CFG_INF_49	Lenta
MSG_CFG_INF_50	Normale
MSG_CFG_INF_51	Veloce
MSG_CFG_INF_52	Molto veloce
MSG_CFG_INF_129	Lingua
MSG_CFG_INF_53	日本語 (Giapponese)
MSG_CFG_INF_54	English (Inglese)
MSG_CFG_INF_55	Français (Francese)
MSG_CFG_INF_56	Italiano
MSG_CFG_INF_57	Deutsch (Tedesco)
MSG_CFG_INF_58	Español (Spagnolo)
MSG_CFG_INF_59	한국어 (Coreano)
MSG_CFG_INF_60	繁體中文 (Cinese tradizionale)
MSG_CFG_INF_61	简体中文 (Cinese semplificato)
MSG_CFG_INF_62	Русский (Russo)
MSG_CFG_INF_63	ภาษาไทย (Thailandese)
MSG_CFG_INF_64	Português brasileiro (Portoghese brasiliano)
MSG_CFG_INF_66	Schermo intero
MSG_CFG_INF_67	Finestra
MSG_CFG_INF_68	Finestra senza bordi
MSG_CFG_INF_69	No
MSG_CFG_INF_70	Tipo 1
MSG_CFG_INF_71	Tipo 2
MSG_CFG_INF_72	Tipo 3
MSG_CFG_INF_76	Imposti la lingua selezionata?
MSG_CFG_INF_130	(Il gioco sarà riavviato per rendere effettiva la modifica.)
MSG_CFG_INF_78	Applichi le modifiche?
MSG_CFG_INF_89	Torna alla schermata del titolo.
MSG_CFG_INF_131	Le impostazioni non salvate saranno annullate.
MSG_CFG_INF_132	Procedi?
MSG_CFG_INF_155	Seleziona la lingua.
MSG_SYSTEM_231	Termina il gioco.
MSG_SYSTEM_232	Chiudi il gioco? I progressi saranno salvati automaticamente.
MSG_SYSTEM_234	???
MSG_SYSTEM_235	Difesa magica
MSG_SYSTEM_238	Vulnerabilità
MSG_SYSTEM_239	---
MSG_SYSTEM_240	Fuoco
MSG_SYSTEM_241	Ghiaccio
MSG_SYSTEM_242	Tuono
MSG_SYSTEM_243	Dia
MSG_SYSTEM_245	Spirito
MSG_SYSTEM_247	Terra
MSG_SYSTEM_248	Tempo
MSG_SYSTEM_301	Morte istantanea
MSG_SYSTEM_302	Veleno
MSG_SYSTEM_336	Caos
MSG_SYSTEM_249	Sconfitti
MSG_SYSTEM_250	Mostri affrontati
MSG_SYSTEM_304	Mappa
MSG_SYSTEM_305	Scorrimento rapido
MSG_SYSTEM_357	Scorrimento
MSG_SYSTEM_306	Cambia immagine
MSG_SYSTEM_358	Cambia mappa
MSG_SYSTEM_307	Conferma
MSG_SYSTEM_308	Habitat
MSG_SYSTEM_309	Resistenze
MSG_SYSTEM_310	Tipo
MSG_SYSTEM_311	Rigenerante
MSG_SYSTEM_312	Incantatore
MSG_SYSTEM_313	Acquatico
MSG_SYSTEM_314	Bestia
MSG_SYSTEM_315	Non morto
MSG_SYSTEM_316	Gigante
MSG_SYSTEM_317	Drago
MSG_SYSTEM_318	Magicoide
MSG_SYSTEM_319	Scegli l'immagine da visualizzare.
MSG_SYSTEM_320	Nascondi la finestra
MSG_SYSTEM_321	Battaglia RA
MSG_SYSTEM_361	Modalità RA
MSG_SYSTEM_322	Fotocamera attivata
MSG_SYSTEM_323	Fotocamera disattivata
MSG_SYSTEM_324	Cambia la squadra nemica
MSG_SYSTEM_325	Avvia la battaglia
MSG_SYSTEM_326	Nascondi l'interfaccia
MSG_SYSTEM_327	Vuoi consentire a FINAL FANTASY di accedere alla fotocamera?
MSG_SYSTEM_328	Consenti
MSG_SYSTEM_329	Non consentire
MSG_SYSTEM_355	Termini la battaglia RA?
MSG_SYSTEM_367	Questa app richiede l'accesso alla fotocamera per la funzionalità di realtà aumentata (RA). Per usarla, consenti l'accesso alla fotocamera.
MSG_SYSTEM_368	Questa app non è autorizzata ad accedere alla fotocamera. Per poter utilizzare la funzionalità di realtà aumentata (RA), devi consentire l'accesso alla fotocamera.
MSG_SYSTEM_369	Se desideri modificare questa scelta in seguito, accedi alle impostazioni del tuo dispositivo e autorizza l'accesso alla fotocamera per questa app.
MSG_SYSTEM_371	Le immagini della videocamera saranno utilizzate come sfondo per la battaglia.
MSG_SYSTEM_330	Scegli il brano da riprodurre.
MSG_SYSTEM_331	Riproduci
MSG_SYSTEM_332	Pausa
MSG_SYSTEM_333	Riproduzione in sequenza
MSG_SYSTEM_334	Ripetizione brano attuale
MSG_SYSTEM_359	In sequenza
MSG_SYSTEM_251	Giochi al rompicapo?
MSG_SYSTEM_252	Esci
MSG_SYSTEM_266	Chiudi il rompicapo?
MSG_SYSTEM_300	Giochi di nuovo?
MSG_PC_KEY_CONFIG_01	Backspace
MSG_PC_KEY_CONFIG_02	Invio
MSG_PC_KEY_CONFIG_03	Maiusc (sinistra)
MSG_PC_KEY_CONFIG_04	Maiusc\n(destra)
MSG_PC_KEY_CONFIG_05	Alt\n(sinistra)
MSG_PC_KEY_CONFIG_06	Alt (destra)
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Bloc Maiusc
MSG_PC_KEY_CONFIG_09	Barra\nspaziatrice
MSG_PC_KEY_CONFIG_10	Ins
MSG_PC_KEY_CONFIG_11	Inizio
MSG_PC_KEY_CONFIG_12	Canc
MSG_PC_KEY_CONFIG_13	Pausa
MSG_PC_KEY_CONFIG_14	Bloc Scorr
MSG_PC_KEY_CONFIG_15	Invio (num)
MSG_SYSTEM_338	Salvataggio nel cloud
MSG_SYSTEM_339	Carica
MSG_SYSTEM_340	Scarica
MSG_SYSTEM_341	Dati locali
MSG_SYSTEM_342	Dati nel cloud
MSG_SYSTEM_356	Dettagli
MSG_SYSTEM_343	Permette di caricare online un backup dei dati di salvataggio.
MSG_SYSTEM_344	Carica tutti i dati di salvataggio locali, sovrascrivendo quelli già presenti nel cloud.
MSG_SYSTEM_345	Scarica tutti i dati di salvataggio dal cloud, sovrascrivendo quelli locali.
MSG_SYSTEM_346	Tutti i dati di salvataggio saranno caricati nel cloud.
MSG_SYSTEM_347	Tutti i dati di salvataggio nel cloud saranno sovrascritti.
MSG_SYSTEM_348	Caricamento completato.
MSG_SYSTEM_349	Caricamento non riuscito.
MSG_SYSTEM_350	Verifica la tua connessione a Internet.
MSG_SYSTEM_351	Tutti i dati di salvataggio saranno scaricati dal cloud.
MSG_SYSTEM_352	Tutti i dati di salvataggio locali saranno sovrascritti.
MSG_SYSTEM_353	Download completato.
MSG_SYSTEM_354	Download non riuscito.
MSG_SYSTEM_363	Sincronizzazione in corso...
MSG_SYSTEM_364	Sincronizzazione non riuscita
MSG_SYSTEM_365	Comunicazione con il server non riuscita.
MSG_SYSTEM_366	Riprova
MSG_SYSTEM_360	Caricamento...
MSG_SYSTEM_372	Impossibile verificare la licenza. L'applicazione sarà chiusa.
MSG_SYSTEM_373	Controlla lo stato della connessione e le impostazioni del dispositivo, poi riavvia l'applicazione.

