SPEAKER_01	？？？
MSG_VAMPIRE_02	運命を変えることはできぬ…。<P>\n人間ごときが…\nこの不老不死のバンパイアを\n倒せるというのか…！？
MSG_ERH_CAV_01	キィ…キィ…。
MSG_ERH_CAV_02	石板が床に置かれている…。\n邪悪なオーラが立ちのぼっている…！
MSG_ERH_CAV_03	土の祭壇…。\n大地の力がわきでるところだ。
MSG_GIANT_RUBYEAT_01	そ、それは『スタールビー』…！？<P>\nお、おまえら！\nそれをくれたら、\nここを通してやろうじゃねぇか！
MSG_GIANT_RUBYEAT_02	モグモグ…。<P>\nんー…うめえ…ッ！！\nやっぱりルビーが最高にうまいぜッ！！
MSG_GIA_CAV_01	この道は、誰も通すもんかっ！
MSG_SAG_CAV_01	戦士たちよ、クリスタルに祝福を…。
MSG_GET_STICK_01	バンパイアを倒したのはそなたたちか。<P>\nしかし、奴とてしもべにすぎぬ…。\n土のクリスタルを封じている魔物は、\nさらに地中深くに潜んでいる…！<P>\nさあ、この杖を持ってゆくがよい。\nバンパイアの部屋の裏で使うのだ！
MSG_GET_STICK_02	『土の杖』を手に入れた。
MSG_GET_CANOE_01	よくぞ土のカオスを倒し、\nクリスタルの輝きを取り戻してくれた。<P>\nだが、残念なことに２００年後に\n目覚めるはずだった火のカオスが、\nそれに気づき動き出した。<P>\nさあ、この『カヌー』を使うがよい。\nグルグ火山へと向かうのだ！
MSG_GET_CANOE_02	『カヌー』を手に入れた。
MSG_CLK_CTY_01	だんな様は、旅ばかりなされて\n帰ってきてもお昼寝ばかり。<P>\nちょっとは家のことも\n考えてくださらないと…\nブツブツ…。
MSG_CLK_CTY_02	スヤ…スヤ…。
MSG_CLK_CTY_03	おれは『浮遊石』を\nもう１０年も追い求めているんだ。<P>\nどうも、この北にある洞窟が\nあやしいんだが…<P>\n最近カミさんがうるさくてさ…\n旅に出れないんだよ。
MSG_CLK_CTY_04	我々１２人の賢者は星と予言に導かれ、\nこの地にやってきたのだ…。
MSG_CLK_CTY_05	この世界に存在する４つのクリスタル…。<P>\n今はその輝きが失われてしまった。\n４匹のカオスが輝きをさえぎり、\n力を手に入れようとしているのだ。
MSG_CLK_CTY_06	４つの力は、その中心にある\nカオスの神殿に集まっている…。<P>\n４つの力を取り戻した今こそ、\nカオスの神殿に行き、\n闇の力の源をたたくのだ…！
MSG_CLK_CTY_07	火、土、水、風…この４つの力で、\nこの世のすべては成り立っておる…。
MSG_CLK_CTY_08	４つの輝きが戻ったようだな…！<P>\nその輝きを力に変えることが、\n時間の壁を破る\nただひとつの手段なのだ…。<P>\n災いの元凶は、２０００年前にいる…！
MSG_CLK_CTY_09	４つの力の源は世界に散らばる\nそれぞれの祭壇だ。<P>\nそこに根づいているカオスを倒し、\n祭壇にクリスタルを捧げれば\n輝きを取り戻すことができるだろう…。
MSG_CLK_CTY_10	そなたたちの記憶は失われたようだが、\nそなたたちは、この地に迷い込む前、\n正しい時間の流れを生きていたのだ。<P>\nしかし、その時の流れは\n今この時代で突如ゆがんでしまった…。
MSG_CLK_CTY_11	４匹のカオスはすべての時代を\n支配しようとしている…。<P>\n４００年前に風のカオスが、\n２００年前に水のカオスが現れ、\n北の文明は破壊されたのだ…。
MSG_CLK_CTY_12	輪になった時の鎖…。\n憎しみの生み出したその輪を\n過去へ向かい、断ち切らねばならぬ…！
MSG_CLK_CTY_13	土のカオスは大地を腐敗させてゆく…。
MSG_CLK_CTY_14	４００年前から始まった災いの数々…。<P>\nしかし、それらが真に始まったのは、\nほんの数日前のことにすぎない。\n何者かが、２０００年前へと飛んだのだ…。
MSG_CLK_CTY_15	火のカオスが現れた時、\nすべては焼きつくされるだろう…。
MSG_CLK_CTY_16	時がめぐっているのが見える…。\n２０００年前に飛んだ何かが\n世界崩壊を導いてきた…。<P>\nそして２０００年経った今、\nそやつはまた過去へ飛ぶ…。\n永遠に繰り返される憎しみの輪廻だ。
MSG_CLK_CTY_17	４つのクリスタルの輝きを取り戻し、\nここへ戻ってくるがよい。\nその時すべての謎は解かれるだろう…。
MSG_CLK_CTY_18	繰り返される２０００年の輪廻…\n憎しみの創りだす、ゆがんだ運命…。<P>\nそれらはすべて幻想にすぎぬ！\n光の戦士ならば、断ち切れるはずだ。
MSG_CLK_CTY_19	４つの輝きを我らの下へ…！\nそれができるのは光の戦士、\nそなたたちだけじゃ！
MSG_CLK_CTY_20	力とは、正しき方向に使わねばならぬ…。
MSG_CLK_CTY_21	この町の西にあるグルグ火山、\nそこに眠っていた火のカオスが\n２００年早く目覚めたようだ…！<P>\n火のカオスを倒すのだ！\nすべてが焼きつくされるその前に…！
MSG_CLK_CTY_22	４００年前に風が…\n２００年前に水が…\nそして土と火も…。<P>\nこの世界を創る４つの力が…。
MSG_CLK_CTY_23	わが名は、ルカーン…。<P>\n見える…憎しみの輪廻が…。\n伝説に導かれた…かすかな光が…。\n我々の行く末を決めるすべてが…。
MSG_CLK_CTY_24	墓標だ…。
MSG_GRG_MNT_01	火の祭壇…。\n火の力がわきでるところだ。
MSG_MARILITH_01	土のカオスを倒し、\nこのマリリスの眠りをさまたげたのは\nおまえたちか…。
MSG_MARILITH_02	土と水のカオスを倒し、\nこのマリリスの眠りをさまたげたのは\nおまえたちか…。
MSG_MARILITH_03	土と風のカオスを倒し、\nこのマリリスの眠りをさまたげたのは\nおまえたちか…。
MSG_MARILITH_04	土、水、風…３つのカオスを倒し、\nこのマリリスの眠りをさまたげたのは\nおまえたちか…。
MSG_MARILITH_05	燃え盛る火の力は、この私の物じゃ…！\n邪魔をする者は地獄の業火で\n焼きつくしてくれよう…！
MSG_GET_FLOAT_01	『浮遊石』を手に入れた。
MSG_MAP1B_01	『飛空艇』を手に入れた。
MSG_GET_MOUSE_01	『ネズミのしっぽ』を手に入れた。
MSG_TRIAL_CAS_01	ほう、『クラウン』を持っておるのか。\nそなたたちの腕は確かなようだな。<P>\nでは、試練を受けるものとしての\n資格を与えてやろう。\nさあ、台座に座るがよい。<P>\nそなたたちの勇気が\n試されることになるだろう。\n勇者の証を持ち帰るのだ。
MSG_TRIAL_CAS_02	許しなき者は、試練を受けられぬ！
MSG_CLASS_CHG_01	勇者と呼べる人間は久しくいなかったが…\nおまえたちならば、\n真の勇者と認めても良いだろう…。
MSG_CLASS_CHG_02	その『ネズミのしっぽ』こそ\n勇気と力の証…。
MSG_CLASS_CHG_03	さあ、望むがよい…。\nおまえたちに勇者の称号を与えよう…！
MSG_DRG_CAV_01	我は、竜王バハムート…。<P>\n真の勇気と力を持つものに\n称号を与えよう。\n勇気の証を持ってくるがよい…！
MSG_DRG_CAV_02	戦士たちよ、クリスタルに祝福を…。
MSG_DRG_CAV_03	私を恐れぬとは…\nなかなか肝がすわっている…。
MSG_DRG_CAV_04	竜王バハムートには、お会いしたか？\n王は勇気あるものに\n称号を授けてくださる。
MSG_DRG_CAV_05	我々ドラゴンは精神を試すため、\n北東にある試練の城へ行き\n勇気の証を取ってくる習わしがあるのだ。
MSG_DRG_CAV_06	勇気の証は、時としてその形を変える。\n見た目には惑わされないことだ。
MSG_DRG_CAV_07	はるか昔…北の地には美しい神殿や\n機械仕掛けの城が数多く\nそびえ立っていたものだ。<P>\nそう、はるか昔のこと…だ。
MSG_DRG_CAV_08	この地に人間がやってくるとは、\nめずらしいこともあるものだ。<P>\nもし、おまえたちが勇気ある者ならば\n竜王バハムートに会ってみるがよい。
MSG_DRG_CAV_09	ガルディア諸島のドラゴンは\n無益な殺生を好まぬのだ。
MSG_DRG_CAV_10	はるか昔…ドラゴンと人間が、\n共に生きた時代もあったのだが…。
MSG_DRG_CAV_11	勇気の証は、真に勇気ある者のみが\n手にすることができるものだ。
MSG_DRG_CAV_12	ここは竜王バハムートの部屋…。\n失礼のないようにな。
MSG_DRG_CAV_13	竜王バハムートは、\nその心眼で真の勇気を見抜くのだ。
MSG_OXYALE_01	あなたたちは…！\n私をビンから助け出してくれた人ね。<P>\nごめんなさい、逃げてしまって。\n私、怖くてしかたなかったの…。<P>\nおわびに、泉の底にわいている\n『空気の水』をくんできてあげるわ！
MSG_OXYALE_02	その水からは、限りなく空気が\nわき出してくるのよ…！
MSG_OXYALE_03	『空気の水』を手に入れた。
MSG_GAI_CTY_01	別に悪いことしたとは思ってないね。\n捕まえた妖精は、おれのもんだ。\nキャラバンに売ってもかまわねえだろ！
MSG_GAI_CTY_02	ルフェイン語を研究している、\nなんとかって学者の話を聞いたんだが…。
MSG_GAI_CTY_03	この町の泉に住んでいる妖精を\n最近見かけないのよ…。\nいったいどうしちゃったのかしら？
MSG_GAI_CTY_04	親父がいつも言ってたんだ。\n西にある城は勇気と力を試す城だって。
MSG_GAI_CTY_05	この町の泉の底には、\n妖精にしかくむことのできない、\n『空気の水』がわくといいます。
MSG_GAI_CTY_06	空をかけめぐり、\n天高く城を築いたという天空人の伝説が、\n今もこの地に残っています。
MSG_GAI_CTY_07	ヤーニクルム砂漠にある塔には\n誰も入ることができない…。<P>\nまるで蜃気楼のようで\nミラージュの塔と呼ばれているんだ。<P>\n本当に蜃気楼なのかどうかは\n誰も知らないんだけどな。
MSG_GAI_CTY_08	あのほうきは仕事をさぼってばっかりで、\nホントにしょうがないんだよ！\nまったく！
MSG_GAI_CTY_09	アー　イソガシ…　サッサカサ！
MSG_GAI_CTY_10	鷹の翼って知ってるかい？\nあそこの言葉は全然わからないんだ。
MSG_GAI_CTY_11	えっ！？\n鷹の翼の言葉がわかるってのかい！？
MSG_GAI_CTY_12	ここはガイアの町。\n外の人からは鷹の目と呼ばれています。<P>\n南には、鷹の翼と呼ばれる\n古い町があります。
MSG_GAI_CTY_13	助けてくれてありがとう！\n『空気の水』は役に立った？<P>\n限りなく空気がわき出してくるから、\nずーっと潜っていられるのよ！
MSG_GAI_CTY_14	信じらんなーい。\nあなたたち外の人でしょ。\nどうやってこんな山頂まで来たの？<P>\nもしかして空を飛んで…とか…\nそんなわけないわよね！
MSG_GAI_CTY_15	私、見たんです…！\n夜空を光り輝くものが\n西の方へ飛んでいくのを！
MSG_SUBMARINE_01	それは『空気の水』…。
MSG_SUBMARINE_02	ずっと、あなたがたを待っていました。
MSG_SUBMARINE_03	お願いです！\n人魚たちを救ってください…！
MSG_ORK_CTY_01	『空気の水』って聞いたことあるかい？
MSG_ORK_CTY_02	２００年前の出来事じゃが、\n神殿が海に沈んだという話がある。<P>\nウワサだと、今ではそこに\n人魚が住んでいるということじゃ。
MSG_ORK_CTY_03	ここも２００年前までは\n立派な町だったらしいよ。
MSG_ORK_CTY_04	私の足を見て！素敵でしょ！<P>\n足があるって楽しいわ。\nほら、見て見て！\nこんなステップだってできるのよ！
MSG_ORK_CTY_05	キャラバンのアンダーヒルが\n何か変なもんを持ってたぜ。
MSG_ORK_CTY_06	ルフェイン語とは、\n昔、天空人と呼ばれていた人々が\n使っていた言葉のことです。<P>\nわたしの兄ウネはいつも言っていましたよ。\n『ロゼッタ石』さえあれば\n話せるようになるのに……と。
MSG_ORK_CTY_07	それが『ロゼッタ石』！？\n早く兄のウネのところに行って、\nその石を渡してあげてください！
MSG_ORK_CTY_08	海の底に沈んだ神殿には\nたくさんの財宝があるらしいわ。<P>\n金、銀、ダイヤ…\n言葉や文化を記したいくつかの石板…\nまあ、伝説だけどね。
MSG_ORK_CTY_09	コペのやつ、\n光ってる何かが落ちるのを見たとか、\n寝ぼけたことばっかり言いやがる。
MSG_ORK_CTY_10	ウィー…ヒック…！\nくそっ！おれに構うなよ！\nちくしょう！<P>\n魚がさっぱり釣れねえんだ！\nこれじゃ商売あがったりさ。\n飲まずにいられるかってんだ！
MSG_ORK_CTY_11	あんたの足は、自分のものかい？
MSG_ORK_CTY_12	２００年も前の話だが…\nオンラクの神殿は水の力をたたえ、\nたいそう栄えていたんじゃ。<P>\n頼みがある。\n水の力を元に戻してはくれぬか？
MSG_ORK_CTY_13	神秘なる水の力がよみがえった！\nこれでまた昔のように、\nこの国も栄えることじゃろうて…！
MSG_ORK_CTY_14	海の底の人魚たちを救いたくて、\nタルで潜水艦を作ったの。<P>\nでも、海に潜る途中で\n息ができなくなってしまうのよ…。<P>\n使い物にならないわ。\n危ないから近づいちゃダメよ。
MSG_ORK_CTY_15	おまえたちも戦士のようだな。\n私は竜王に称号をもらうため、\n試練の城に行く途中なのだ。<P>\nそこにあるものを持ち帰り、\n勇気と力を示さねばならないのだ…。
MSG_ORK_CTY_16	これは驚いた…！\n人間が、称号を得たというのか…！
MSG_ORK_CTY_17	あたしのお父さんはキャラバンなの。\n今は西の砂漠に行ってるわ。<P>\nいつも砂漠の北のはしにある\n森の近くで休むんだって。\n早く帰ってきてくれないかなあ。
MSG_ORK_CTY_18	おれがコペだよ。\n光ってるもの…？<P>\nああ、見たよ。\n北の滝の方だったかな。<P>\n誰も相手にしてくれないんだけどさ。\n機械仕掛けの化け物なんだ！
MSG_ORK_CTY_19	タルに乗りますか？
MSG_ORK_CTY_20	すんだ水に顔を映してみましょう…。<P>\nまあ汚い！\nさあ、この水で顔を洗って、洗って！
MSG_ORK_CTY_21	墓標だ…。
MSG_ORK_CTY_22	井戸です。\n入れそうで入れない井戸です。
MSG_MAP04_01	『ロゼッタ石』を手に入れた。
MSG_KRAKEN_01	フォ…　フォ……　フォ………\nニンゲンドモガ　ココマデ\nタドリツクトハナ…。
MSG_KRAKEN_02	ダガ　ミズノ　カオス　クラーケンニ\nスイチュウデ　カナウト　オモッテカ…<P>\nヒカリ　トドカヌ　シンカイデ\nネムルガ　ヨイ…！
MSG_SEA_DAN_01	水の祭壇…。\n水の力がわきでるところだ。
MSG_SEA_DAN_02	ああ……！\n私の祈りに応えてくださったのですね！
MSG_SEA_DAN_03	私たち人魚は海の光を失うと\n水の泡になって消えてしまうの…。
MSG_SEA_DAN_04	私たちの仲間のひとりが、\n上の世界を見に行ったまま、\n帰ってこなくなっちゃったのよ。<P>\nいったいどうしたのかしら……\n元気にしているといいけど…。
MSG_SEA_DAN_05	あなたたち水の中で息ができるの？\nどうして？どうして！？
MSG_SEA_DAN_06	海を救ってください。\n水のクリスタルの輝きを取り戻して…。
MSG_SEA_DAN_07	ありがとうございました！\nこの辺り一帯も昔のように\n美しい海に戻るでしょう。
MSG_SEA_DAN_08	このまま海の輝きを取り戻せずに、\n水の泡になってしまうのかしら…。
MSG_SEA_DAN_09	ねえ、そのクリスタルって\n伝説にあるものじゃない？\nあなたたちいったい何者なの…？
MSG_SEA_DAN_10	ここは神殿の最上階です。\n水のカオス、クラーケンは\n神殿のいちばん下に巣くっています。
MSG_SEA_DAN_11	東の大陸の砂漠に建っている\nミラージュの塔ってあるでしょう。<P>\nあそこに誰かが入るのを見たの！\n素敵な『チャイム』の音がしていたわ。
MSG_SEA_DAN_12	水のカオスがいる限り、\n海の輝きはどんどん弱まっていくわ…。
MSG_SEA_DAN_13	タルに乗りますか？
MSG_GET_CHIME_01	伝説の戦士たちよ。\nこの『チャイム』を持ってゆくがよい！<P>\nこれを持っていれば、そなたたちも\nミラージュの塔へ入れるだろう。
MSG_GET_CHIME_02	『チャイム』を手に入れた。
MSG_RFE_CTY_01	ル…パ…ガミ…ド？
MSG_RFE_CTY_02	我々に、古くから語り継がれる伝説がある。<P>\n天空の文明が滅び４００年の後…\n光をたずさえた戦士が現れ\n我々を救ってくれると…。
MSG_RFE_CTY_03	光をたずさえた戦士…！\nおお！伝説は本当だった！
MSG_RFE_CTY_04	我々は、５人の戦士に\n最後の望みをたくした…。<P>\nしかし、カオスの呪いに敗れ、\nコウモリにされてしまったとの話だ…。
MSG_RFE_CTY_05	天空高くにある浮遊城。\nあれは、我々の祖先が\nかつて住んでいたところなのだ。<P>\nミラージュの塔はその入口なのだ。
MSG_RFE_CTY_06	４匹のカオスを操る者がいる。\n我々は、そう推測した…。<P>\nその居場所を突き止めるべく\n５人の戦士を旅立たせたのだ。<P>\nしかし、知らせがなくなってもう長い。\n彼らは無事でいるのだろうか…。
MSG_RFE_CTY_07	この世界を形作っている\n火、土、水、風、４つの力…。<P>\n我々は、そのうち風の力を授かり\n天空よりはるか高く…\n青き星の海に城を浮かべた。
MSG_RFE_CTY_08	４００年前のことだ。\n我々は高度な文明を築いていた…。<P>\n天空よりはるか彼方にさえ、\nその手を伸ばしていた…。\nだが、それも忘却の彼方…。
MSG_RFE_CTY_09	浮遊城は、天空よりはるか彼方…\n青き星の海に浮かんでいる。
MSG_RFE_CTY_10	天空人は、儀式によって祖先から代々と、\n記憶を受け継いできた種族…。<P>\nだが、４００年という長い時の中で、\nその記憶も薄らいできている…。
MSG_RFE_CTY_11	祖先が作った機械人形たちは\n今も動いているのだろうか…？
MSG_RFE_CTY_12	我々は、ルフェイン人。\nかつては天空人と呼ばれた\n空に住んでいた種族の子孫…。<P>\nおまえたちが使っている船は\n『飛空艇』という…。<P>\n我々の祖先である\nシドという男が造ったものだ…。
MSG_RFE_CTY_13	ミラージュの塔は\n我々ルフェイン人のシンボルだ。
MSG_RFE_CTY_14	我々は、風のカオスである\nティアマットと死闘を繰り広げた…。<P>\nだが、我々の力は及ばなかった…。\n奴は、今でも浮遊城に巣くっているはずだ。
MSG_RFE_CTY_15	天空人の力の源であった風の力…\n今は、あのティアマットに\nさえぎられてしまっている…。
MSG_RFE_CTY_16	すんだ水に顔を映してみましょう…。<P>\nまあ汚い！\nさあ、この水で顔を洗って、洗って！
MSG_GET_WARPCUBE_01	ズット…　マッテイタ……<P>\nコノ　キューブ　モッテイッテ……\nフユウジョウ　ノ　ティアマット……\nオネガ…イ……。
MSG_GET_WARPCUBE_02	ギギ…ガガ……。
MSG_GET_WARPCUBE_03	『ワープキューブ』を手に入れた。
MSG_FAL_DAN_01	キィ…キィ…。
MSG_MRG_DAN_01	オ…　オオ…！\nゴシュジンサマ…\nズット…　マッテイマシタ…！
MSG_MRG_DAN_02	ワタシタチノ　ナカマ…\nニシノ　カナタニ　タビニ　デタ…<P>\n『ワープキューブ』　モッテ…\nゴシュジンサマニ　アイニ…。
MSG_MRG_DAN_03	『ワープキューブ』ヲ　ツカエバ\nテンクウノ　ハルカ　カナタ…\nフユウジョウヘ　ワープ　デキマス。
MSG_WND_DAN_01	ティアマット…　カイセキチュウ…\nイゼン…　ジャクテン　ミアタラズ…
MSG_WND_DAN_02	コノ　テンボウマドカラ\nセカイノ　ダイチガ　ミワタセマス。
MSG_WND_DAN_03	風の祭壇…。\n風の力がわきでるところだ。
MSG_WND_DAN_04	『アダマンタイト』を手に入れた。
MSG_LOOK_WINDOW_01	展望窓から世界が見渡せる。<P>\n火、土、水、風…\n４つの力が霧のようになり\n１つの場所に流れ込んでいる…。<P>\n４つの祭壇の中心…\nこここそが、カオスの神殿のようだ！
MSG_TIAMAT_01	土のカオス、リッチを倒し、\nこの風のカオスのところまで、\nよくぞたどり着いたな……。
MSG_TIAMAT_02	リッチ、マリリス…<P>\n２つのカオスを倒し、\nこの風のカオスのところまで、\nよくぞたどり着いたな……。
MSG_TIAMAT_03	リッチ、クラーケン…<P>\n２つのカオスを倒し、\nこの風のカオスのところまで、\nよくぞたどり着いたな……。
MSG_TIAMAT_04	リッチ、マリリス、クラーケン…<P>\n３つのカオスを倒し、\nこの風のカオスのところまで、\nよくぞたどり着いたな……。
MSG_TIAMAT_05	その瞳に焼きつけて死ぬがよい…\n風のカオス、ティアマットの姿…！！
MSG_EPL_01	時の鎖は、断ち切られた…。
MSG_EPL_02	２０００年の時を超えた\n無限の戦いは終わり、\n世界に平和が訪れた。
MSG_EPL_03	再び、この世を４つの光が照らしだし、\nその力は風を、水を、土を…\nそして火をよみがえらせる。
MSG_EPL_04	２０００年の時を超えてめぐる\nガーランドの憎しみ。
MSG_EPL_05	それは、ささいな運命の\nすれ違いから始まったものだった。
MSG_EPL_06	だが、そのすれ違いは、\nこの世界を導くはずの４つの力に増幅され、\n４つのカオスを生み出してしまった。
MSG_EPL_07	世には魔物がはびこり、\nすべては暗黒に染められた…。
MSG_EPL_08	しかし、それも終わった。
MSG_EPL_09	戦士たちの活躍によって、\nすべての力は\n正しい方向へと向けられたのだ。
MSG_EPL_10	４人の戦士は、再び時を超え\n元の世界へと帰ってゆく。
MSG_EPL_11	世界は４人がよく知っている\n元の姿に戻っているはずだ。
MSG_EPL_12	そこにはセーラ姫や\nジェーン王妃たちが待っている。\nもちろん４人のよく知るガーランドも…。
MSG_EPL_13	あれは、いつのことだろう…。
MSG_EPL_14	ある日突然、すべてがくるいだしたのは…。\nその時の輪は無限に続くかに思われた。
MSG_EPL_15	しかし、４人の勇気がそれを変えた。
MSG_EPL_16	この世を暗黒に染めた４つの力を、\nこの世を照らす力へと。
MSG_EPL_17	４人の戦士の戦いを\n覚えているものはいないはずだった。
MSG_EPL_18	そう…彼らの戦いによって、\n無限の時の輪は\n正しい流れを取り戻したからだ。
MSG_EPL_19	だが…人々は、心のどこかに\n記憶されているその戦いを、\n幻想の物語として語る。
MSG_EPL_20	ドワーフやエルフの村、ドラゴンたち…。\n宇宙にまで手を伸ばしながら滅んだ\n高度な文明も…。
MSG_EPL_21	さあ、戦士たちが帰ってくる。
MSG_EPL_22	２０００年の時を超えて…。
MSG_EPL_23	もう、たどり着くころだろう。
MSG_EPL_24	戦士たちは、戦いの記憶を\n心の底にしまいこみ、\nこの世界を静かに見守ってゆくのだろう。
MSG_EPL_25	忘れないでほしい。
MSG_EPL_26	この世界の力が、いつも正しい方向を\n向くべきだということを。
MSG_EPL_27	光の力を闇の力に\n変えてはならないということを。
MSG_EPL_28	そして、真のクリスタルは、\nその胸の中にあるということを…。
MSG_EPL_29	そう…\n２０００年の時を超え、\n戦っていたのは君なのだから。
MSG_EPL_30	すべてのものに輝きを…。
MSG_MAP0A01_01	いらっしゃい！\nここに泊まると(KINGAKU)ギルだよ。\nいいかな？どうかな？
MSG_MAP0A01_02	また来てくださいね！
MSG_MAP0A01_03	お休みなさい！
MSG_MAP0A01_04	お金が足りないようですね。
MSG_MAP0A01_05	魂よ、よみがえれーっ！
MSG_MAP0A01_06	(SITAI)を生き返らせるには\n(KINGAKU)ギルかかるが、\nいいかな？
MSG_MAP0A01_07	誰を生き返らせるのかね？
MSG_MAP0A01_08	誰も助けはいらないようです…。\nくじけずに頑張りなさい。
MSG_MAP0A01_09	(SITAI)を生き返らせるのかね？
MSG_OTHER_11	宝箱から\n『(ITEM_N)』を手に入れた。
MSG_OTHER_12	宝箱から\n(NUM)ギルを手に入れた。
MSG_OTHER_13	しかし、これ以上持てなかった。
MSG_OTHER_14	何も入っていない。
MSG_OTHER_18	突然モンスターが現れた！
MSG_OTHER_52	外に出ますか？
THANKS_TO_EVERYONE	世界中のファンの皆様と\nオリジナル版のスタッフに\n心より感謝申し上げます。

