MSG_JOB_NAME_01	Krieger
MSG_MON_NAME_65	Erdelementar
MSG_MON_NAME_66	Feuerelementar
MSG_MON_NAME_67	Weißdrache
MSG_MON_NAME_68	Rotdrache
MSG_MON_NAME_69	Drachenzombie
MSG_MON_NAME_70	Grünschleim
MSG_MON_NAME_71	Blauschleim
MSG_MON_NAME_72	Eiterschleim
MSG_MON_NAME_73	Dunkelpudding
MSG_MON_NAME_74	Schwarze Witwe
MSG_MON_NAME_75	Tarantel
MSG_MON_NAME_76	Gorgo
MSG_MON_NAME_77	Sphinx
MSG_MON_NAME_78	Baretaurus
MSG_MON_NAME_79	Wüstenbaret
MSG_MON_NAME_80	Mumie
MSG_MON_NAME_81	Königsmumie
MSG_MON_NAME_82	Cockatrice
MSG_MON_NAME_83	Pyrolisk
MSG_MON_NAME_84	Wyvern
MSG_MON_NAME_85	Wyrm
MSG_MON_NAME_86	Allosaurus
MSG_MON_NAME_87	Tyrannosaurus
MSG_MON_NAME_88	Piranha
MSG_MON_NAME_89	Rotpiranha
MSG_MON_NAME_90	Krokodil
MSG_MON_NAME_91	Alligator
MSG_MON_NAME_92	Küsschen
MSG_MON_NAME_93	Schmatzer
MSG_MON_NAME_94	Hydra
MSG_MON_NAME_95	Feuerhydra
MSG_MON_NAME_96	Wächter
MSG_MON_NAME_97	Söldner
MSG_MON_NAME_98	Wasserelementar
MSG_MON_NAME_99	Luftelementar
MSG_MON_NAME_100	Lindwurm
MSG_MON_NAME_101	Tatzelwurm
MSG_MON_NAME_102	Chimära
MSG_MON_NAME_103	Gorgimera
MSG_MON_NAME_104	Pisco-Dämon
MSG_MON_NAME_105	Seelenschinder
MSG_MON_NAME_106	Garland
MSG_MON_NAME_107	Gründrache
MSG_MON_NAME_108	Blaudrache
MSG_MON_NAME_109	Ton-Golem
MSG_MON_NAME_110	Stein-Golem
MSG_MON_NAME_111	Eisen-Golem
MSG_MON_NAME_112	Dunkelritter
MSG_MON_NAME_113	Todesritter
MSG_MON_NAME_114	Astos
MSG_MON_NAME_115	Dunkelmagier
MSG_MON_NAME_116	Dunkelkrieger
MSG_MON_NAME_117	Teufelsross
MSG_MON_NAME_118	Höllenross
MSG_MON_NAME_119	Todesmaschine
MSG_MON_NAME_120	Lich
MSG_MON_NAME_121	Kali
MSG_MON_NAME_122	Aquadon
MSG_MON_NAME_123	Tiamat
MSG_MON_NAME_124	Chaos
MSG_MON_ATK_01	Schneesturm
MSG_MON_ATK_02	Feuerbrunst
MSG_MON_ATK_03	Böser Blick
MSG_MON_ATK_04	Böser Blick
MSG_MON_ATK_05	Blitzlicht
MSG_MON_ATK_07	Erdbeben
MSG_MON_ATK_08	Böser Blick
MSG_MON_ATK_09	Böser Blick
MSG_MON_ATK_10	Böser Blick
MSG_MON_ATK_15	Lapisgas
MSG_MON_ATK_16	Geistesmarter
MSG_MON_ATK_17	Giftgas
MSG_MON_ATK_18	Blitzschlag
MSG_MON_ATK_19	Todesgas
MSG_MON_ATK_20	Schnauben
MSG_MON_ATK_21	Nuklearangriff
MSG_MON_ATK_22	Tinte
MSG_MON_ATK_23	Giftnadel
MSG_MON_ATK_24	Böser Blick
MSG_MON_ATK_25	Flutwelle
MSG_MON_ATK_26	Tornado
MSG_LOCATION_STICK	(AREA_NAME) – (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	Oberwelt
MSG_MAP_NAME_02	Elfen-Schloss
MSG_MAP_NAME_03	Elfen-Stadt
MSG_MAP_NAME_04	Stadt Onlak
MSG_MAP_NAME_05	Stadt Gaia
MSG_MAP_NAME_06	Karawane
MSG_MAP_NAME_07	Stadt Crescent
MSG_MAP_NAME_08	Schloss Cornelia
MSG_MAP_NAME_09	Stadt Cornelia
MSG_MAP_NAME_10	Westschloss
MSG_MAP_NAME_11	Stadt Pravoca
MSG_MAP_NAME_12	Stadt Melmond
MSG_MAP_NAME_13	Stadt Lufenia
MSG_MAP_NAME_14	Terra-Höhle
MSG_MAP_NAME_15	Chaos-Tempel
MSG_MAP_NAME_16	Höhle des Riesen
MSG_MAP_NAME_17	Vulkan Gurug
MSG_MAP_NAME_18	Höhle des Weisen
MSG_MAP_NAME_19	Eishöhle
MSG_MAP_NAME_20	Palais der Probe
MSG_MAP_NAME_21	Wasserfallhöhle
MSG_MAP_NAME_22	Drachenhöhle
MSG_MAP_NAME_23	Zwergenhöhle
MSG_MAP_NAME_24	Sumpfgrotte
MSG_MAP_NAME_25	Matoyas Höhle
MSG_MAP_NAME_26	Turm Mirage
MSG_MAP_NAME_27	Meerestempel
MSG_MAP_NAME_28	Luftschloss
MSGARA_NAME_01	1. UG
MSGARA_NAME_02	2. UG
MSGARA_NAME_03	3. UG
MSGARA_NAME_04	4. UG
MSGARA_NAME_05	5. UG
MSGARA_NAME_06	EG
MSGARA_NAME_07	1. Stock
MSGARA_NAME_08	2. Stock
MSGARA_NAME_09	3. Stock
MSGARA_NAME_10	4. Stock
MSGARA_NAME_11	Herberge
MSGARA_NAME_12	Waffenhändler
MSGARA_NAME_13	Rüstungshändler
MSGARA_NAME_14	Krämer
MSGARA_NAME_15	Weißmagiehändler
MSGARA_NAME_16	Schwarzmagiehändler
MSG_NAME_LIST_01	Aeneas
MSG_NAME_LIST_02	Andi
MSG_NAME_LIST_03	Eidan
MSG_NAME_LIST_04	Erial
MSG_NAME_LIST_05	Glantz
MSG_NAME_LIST_06	Clair
MSG_NAME_LIST_07	Kaili
MSG_NAME_LIST_08	Corrad
MSG_NAME_LIST_09	Seren
MSG_NAME_LIST_10	Franc
MSG_NAME_LIST_11	Morrgan
MSG_NAME_LIST_12	Yubert
MSG_NAME_LIST_13	Laily
MSG_NAME_LIST_14	Ryco
MSG_NAME_LIST_15	Rukus
MSG_NAME_LIST_16	Luuk
MSG_NAME_LIST_17	Rae
MSG_NAME_LIST_18	Rion
MSG_NAME_LIST_19	Robin
MSG_NAME_LIST_20	Lorenz
MSG_SYSTEM_001	Schließen
MSG_SYSTEM_002	Zurück
MSG_SYSTEM_003	Ja
MSG_SYSTEM_004	Nein
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	×
MSG_SYSTEM_017	Keine Wirkung.
MSG_SYSTEM_018	Geflohen.
MSG_SYSTEM_019	Fliehen nicht möglich!
MSG_SYSTEM_020	Im Angriffsvorteil!
MSG_SYSTEM_021	Ein Hinterhalt!!
MSG_SYSTEM_022	Eine Reise geht zu Ende ...
MSG_SYSTEM_023	Gil
MSG_SYSTEM_024	EP
MSG_SYSTEM_025	Items
MSG_SYSTEM_026	Weiter
MSG_SYSTEM_027	Schließen
MSG_SYSTEM_028	Aufgestiegen
MSG_SYSTEM_029	Angriff
MSG_SYSTEM_030	Verteidigen
MSG_SYSTEM_031	Ausrüstung
MSG_SYSTEM_032	Fliehen
MSG_SYSTEM_033	Stein
MSG_SYSTEM_034	Gift
MSG_SYSTEM_035	Dunkel
MSG_SYSTEM_036	Lähmung
MSG_SYSTEM_037	Schlaf
MSG_SYSTEM_038	Stumm
MSG_SYSTEM_039	K. o.
MSG_SYSTEM_040	VERFEHLT
MSG_SYSTEM_041	TREFFER
MSG_SYSTEM_288	TREFFER
MSG_SYSTEM_042	Items
MSG_SYSTEM_043	Magie
MSG_SYSTEM_044	Ausrüstung
MSG_SYSTEM_045	Status
MSG_SYSTEM_046	Formation
MSG_SYSTEM_047	Einstellungen
MSG_SYSTEM_048	Schnellspeichern
MSG_SYSTEM_049	Speichern
MSG_SYSTEM_050	Gil
MSG_SYSTEM_051	Zeit
MSG_SYSTEM_052	ST
MSG_SYSTEM_053	LP
MSG_SYSTEM_283	MP
MSG_SYSTEM_054	Wertvolles
MSG_SYSTEM_055	Sortieren
MSG_SYSTEM_056	Benutzen
MSG_SYSTEM_057	(STATUS_NAME): +(VALUE_NUM)
MSG_SYSTEM_058	(STATUS_NAME): -(VALUE_NUM)
MSG_SYSTEM_059	(HALF_SPACE)
MSG_SYSTEM_060	Keine Items vorhanden.
MSG_SYSTEM_061	Nichts Wertvolles vorhanden.
MSG_SYSTEM_293	Keine Items zum Einsatz im Kampf vorhanden.
MSG_SYSTEM_279	Kann von keinem Charakter angelegt werden.
MSG_SYSTEM_063	Vergessen
MSG_SYSTEM_064	Den gewählten Zauber vergessen?
MSG_SYSTEM_065	Keine Zauber gelernt.
MSG_SYSTEM_066	Optimieren
MSG_SYSTEM_067	Ablegen
MSG_SYSTEM_068	Alles ablegen
MSG_SYSTEM_069	Unbewaffnet
MSG_SYSTEM_070	---
MSG_SYSTEM_071	Waffe
MSG_SYSTEM_072	Schild
MSG_SYSTEM_073	Kopf
MSG_SYSTEM_074	Brust
MSG_SYSTEM_075	Arme
MSG_SYSTEM_077	EP
MSG_SYSTEM_078	Bis Stufenaufstieg
MSG_SYSTEM_079	Stärke
MSG_SYSTEM_080	Agilität
MSG_SYSTEM_081	Intelligenz
MSG_SYSTEM_082	Konstitution
MSG_SYSTEM_083	Glück
MSG_SYSTEM_084	Attacke
MSG_SYSTEM_085	Präzision
MSG_SYSTEM_086	Abwehr
MSG_SYSTEM_087	Ausweichen
MSG_SYSTEM_088	Kommandos
MSG_SYSTEM_089	Spielstand
MSG_SYSTEM_091	Frei
MSG_SYSTEM_298	dd/MM/yyyy　H:mm
MSG_SYSTEM_093	Auf wen anwenden?
MSG_SYSTEM_094	Alle Gefährten
MSG_SYSTEM_095	Einen Gefährten
MSG_SYSTEM_096	Alle Gegner
MSG_SYSTEM_097	Einen Gegner
MSG_SYSTEM_098	Alle
MSG_SYSTEM_099	Steuerung
MSG_SYSTEM_100	Kommandos
MSG_SYSTEM_101	Ausrüstung
MSG_SYSTEM_102	Items
MSG_SYSTEM_103	Auswählen
MSG_SYSTEM_104	Seite hoch/runter
MSG_SYSTEM_105	Menü schließen
MSG_SYSTEM_106	Abbrechen
MSG_SYSTEM_107	Hilfstext umschalten
MSG_SYSTEM_362	Landen
MSG_SYSTEM_285	Vergrößern
MSG_SYSTEM_286	Verkleinern
MSG_SYSTEM_287	Bewegen
MSG_SYSTEM_108	Manuell
MSG_SYSTEM_299	Waffen
MSG_SYSTEM_109	Rüstzeug
MSG_SYSTEM_110	Name
MSG_SYSTEM_111	Sortiere dein Inventar manuell.
MSG_SYSTEM_112	Sortiere dein Inventar mit Items an oberster Stelle.
MSG_SYSTEM_113	Sortiere dein Inventar mit Waffen an oberster Stelle.
MSG_SYSTEM_114	Sortiere dein Inventar mit Rüstzeug an oberster Stelle.
MSG_SYSTEM_115	Sortiere dein Inventar in alphabetischer Reihenfolge.
MSG_SYSTEM_116	Pausieren/Weiter
MSG_SYSTEM_118	Gegner anvisieren: Alle/Einen
MSG_SYSTEM_119	Gefährten anvisieren: Alle/Einen
MSG_SYSTEM_120	Listen hochblättern
MSG_SYSTEM_121	Listen runterblättern
MSG_SYSTEM_123	Auto-Kampf an/aus
MSG_SYSTEM_124	Pausieren/Weiter
MSG_SYSTEM_126	Zurück/Abbrechen
MSG_SYSTEM_127	Von Items zu Ausrüstung wechseln
MSG_SYSTEM_128	Von Ausrüstung zu Items wechseln
MSG_SYSTEM_129	Auf alle Ziele umschalten
MSG_SYSTEM_130	Auf ein Ziel umschalten
MSG_SYSTEM_131	Standard wiederherstellen
MSG_SYSTEM_133	Ändern
MSG_SYSTEM_134	Hereinspaziert!
MSG_SYSTEM_139	Wie viele?
MSG_SYSTEM_142	Wie viele?
MSG_SYSTEM_143	Besten Dank!
MSG_SYSTEM_144	Was wollt Ihr lernen?
MSG_SYSTEM_150	Schönen Dank!
MSG_SYSTEM_155	(FG_MAGC_N) vergessen und dafür (LE_MAGC_N) lernen?
MSG_SYSTEM_156	(MAGC_N) lernen?
MSG_SYSTEM_157	Dieser Zauber soll es sein?
MSG_SYSTEM_158	Waffenhändler
MSG_SYSTEM_159	Rüstungshändler
MSG_SYSTEM_160	Krämer
MSG_SYSTEM_161	Weißmagiehändler
MSG_SYSTEM_162	Schwarzmagiehändler
MSG_SYSTEM_337	Karawane
MSG_SYSTEM_163	Preis
MSG_SYSTEM_164	Menge
MSG_SYSTEM_165	Menge
MSG_SYSTEM_166	Summe
MSG_SYSTEM_167	ST-(MAGC_L)-Zauber
MSG_SYSTEM_168	Nicht lernbar
MSG_SYSTEM_169	Gelernt
MSG_SYSTEM_171	Kaufen
MSG_SYSTEM_172	Verkaufen
MSG_SYSTEM_173	Verlassen
MSG_SYSTEM_174	Inventar
MSG_SYSTEM_175	Angelegt
MSG_SYSTEM_176	Gewicht
MSG_SYSTEM_177	Neues Spiel
MSG_SYSTEM_178	Spiel laden
MSG_SYSTEM_179	ZUM STARTEN ANTIPPEN
MSG_SYSTEM_180	BELIEBIGE TASTE DRÜCKEN
MSG_SYSTEM_181	© SQUARE ENIX CO., LTD. Alle Rechte vorbehalten.\nLOGO & TITELBILD: © YOSHITAKA AMANO
MSG_SYSTEM_183	Bestimme die Namen und Berufe deiner Charaktere.
MSG_SYSTEM_184	Bestätigen
MSG_SYSTEM_185	O. K.
MSG_SYSTEM_187	Jeder Charakter benötigt einen Namen.
MSG_SYSTEM_188	Möchtest du mit dieser Gruppe auf Reisen gehen?
MSG_SYSTEM_190	Wähle einen Beruf.
MSG_SYSTEM_191	Bitte einen Namen eingeben.
MSG_SYSTEM_281	(Bis zu 12 Zeichen)
MSG_SYSTEM_192	Diesen Namen benutzen?
MSG_SYSTEM_193	Namensvorschläge
MSG_SYSTEM_195	(Einige Sonderzeichen und Zeichen werden eventuell nicht richtig angezeigt)
MSG_SYSTEM_196	Zum Titelbildschirm zurückkehren, ohne die Änderungen zu speichern?
MSG_SYSTEM_197	Beruf
MSG_SYSTEM_198	Bestimme einen Beruf.
MSG_SYSTEM_199	Bestimme einen Charakternamen.
MSG_SYSTEM_200	Extras
MSG_SYSTEM_201	Optionen
MSG_SYSTEM_202	Monsterfibel
MSG_SYSTEM_203	Musikbox
MSG_SYSTEM_206	Privatsphäre
MSG_SYSTEM_207	Lizenz
MSG_SYSTEM_282	Galerie
MSG_SYSTEM_208	Schatztruhen
MSG_SYSTEM_209	Items
MSG_SYSTEM_210	Mitteilungen
MSG_SYSTEM_284	Antipp-Bewegungsmodus
MSG_SYSTEM_212	Spielstand gespeichert.
MSG_SYSTEM_213	Diesen Spielstand überschreiben?
MSG_SYSTEM_289	Der Spielstand ist beschädigt.
MSG_SYSTEM_290	Das Speichern ist fehlgeschlagen.
MSG_SYSTEM_215	Automatischer Spielstand
MSG_SYSTEM_216	Schnellspeicherstand
MSG_SYSTEM_295	Komplettierter Spielstand
MSG_SYSTEM_217	Den aktuellen Fortschritt speichern?
MSG_SYSTEM_218	Schnellspeicherstand angelegt.
MSG_SYSTEM_291	Der Schnellspeicherstand ist beschädigt.
MSG_SYSTEM_292	Das Schnellspeichern ist fehlgeschlagen.
MSG_SYSTEM_370	Es ist nicht genug freier Speicherplatz vorhanden, um das Spiel zu spielen. Lösche überflüssige Daten, um Speicherplatz freizugeben.
MSG_SYSTEM_219	Diesen Spielstand laden?
MSG_SYSTEM_220	Komplettiertes Spiel speichern?
MSG_SYSTEM_221	(Speichert den Fortschritt bis zum letzten Endgegner)
MSG_SYSTEM_222	Spielstand wurde gespeichert. Zurück zum Titelbildschirm?
MSG_SYSTEM_223	Der komplettierte Spielstand wurde nicht gespeichert!\nZurück zum Titelbildschirm, ohne zu speichern?
MSG_SYSTEM_228	Aktueller Standort
MSG_SYSTEM_229	Schiff
MSG_SYSTEM_230	Luftschiff
MSG_SYSTEM_335	Vom letzten Spielstand aus fortsetzen?
MSG_CFG_INF_01	System
MSG_CFG_INF_02	Letzte Zeigerposition merken
MSG_CFG_INF_03	Auto-Kampf fortsetzen
MSG_CFG_INF_05	Sprache
MSG_CFG_INF_06	Titelbildschirm
MSG_CFG_INF_07	Beenden
MSG_CFG_INF_93	Grafik
MSG_CFG_INF_09	Bildmodus
MSG_CFG_INF_94	Auflösung
MSG_CFG_INF_153	Anzeige
MSG_CFG_INF_10	Sättigung
MSG_CFG_INF_11	Helligkeit
MSG_CFG_INF_12	Sound
MSG_CFG_INF_13	Gesamtlautstärke
MSG_CFG_INF_14	Musiklautstärke
MSG_CFG_INF_15	Effektlautstärke
MSG_CFG_INF_95	Lege fest, ob der Zeiger sich die letzte Position merken soll.
MSG_CFG_INF_96	Übernimm die Einstellung »Auto-Kampf« für folgende Kämpfe.
MSG_CFG_INF_98	Lege die Farbsättigung fest.
MSG_CFG_INF_99	Lege die Bildschirmhelligkeit fest.
MSG_CFG_INF_100	Ändere die Gesamtlautstärke.
MSG_CFG_INF_101	Ändere die Lautstärke der Musik.
MSG_CFG_INF_102	Ändere die Lautstärke der Soundeffekte.
MSG_CFG_INF_104	Konfiguriere die Tastenbelegung des Gamepads.
MSG_CFG_INF_105	Konfiguriere die Tastenbelegung der Tastatur.
MSG_CFG_INF_106	Kehre zum Titelbildschirm zurück. Nicht gespeicherter Fortschritt geht verloren.
MSG_CFG_INF_107	Beende das Spiel. Nicht gespeicherter Fortschritt geht verloren.
MSG_CFG_INF_108	Die Tastenbelegung für das Gamepad auf den Standard zurücksetzen?
MSG_CFG_INF_109	Die Tastenbelegung für die Tastatur auf den Standard zurücksetzen?
MSG_CFG_INF_158	Ändere die grafische Darstellung.
MSG_CFG_INF_18	Gamepad
MSG_CFG_INF_19	Bestätigen
MSG_CFG_INF_21	Menü öffnen/schließen
MSG_CFG_INF_23	Seite hoch
MSG_CFG_INF_24	Seite runter
MSG_CFG_INF_25	Charakterwechsel (nach links)
MSG_CFG_INF_26	Charakterwechsel (nach rechts)
MSG_CFG_INF_28	Tastatur
MSG_CFG_INF_29	Nach oben bewegen
MSG_CFG_INF_30	Nach unten bewegen
MSG_CFG_INF_31	Nach links bewegen
MSG_CFG_INF_32	Nach rechts bewegen
MSG_CFG_INF_135	Tastatur
MSG_CFG_INF_136	Maus
MSG_CFG_INF_33	Tastenübersicht
MSG_CFG_INF_110	Rennen (im Gehen gedrückt halten)
MSG_CFG_INF_113	Auto-Kampf an/aus
MSG_CFG_INF_114	Karte öffnen/schließen
MSG_CFG_INF_115	Minikarte ein-/ausblenden
MSG_CFG_INF_148	Kampf pausieren
MSG_CFG_INF_34	Tastenübersicht
MSG_CFG_INF_116	Scrollen
MSG_CFG_INF_117	Weltmodus
MSG_CFG_INF_118	Menü öffnen
MSG_CFG_INF_119	Karte öffnen
MSG_CFG_INF_120	Bewegungsart ändern
MSG_CFG_INF_121	Reden
MSG_CFG_INF_137	Untersuchen
MSG_CFG_INF_123	Kampfbildschirm
MSG_CFG_INF_35	UI-Layout im Weltmodus
MSG_CFG_INF_37	Bewegungspad-Position
MSG_CFG_INF_38	UI-Layout im Menü
MSG_CFG_INF_39	Menükommando-Position
MSG_CFG_INF_40	UI-Layout im Kampf
MSG_CFG_INF_41	Kampfkommando-Position
MSG_CFG_INF_154	Grafik
MSG_CFG_INF_42	Tastenlegende
MSG_CFG_INF_43	An
MSG_CFG_INF_44	Aus
MSG_CFG_INF_45	Links
MSG_CFG_INF_46	Rechts
MSG_CFG_INF_156	Standard
MSG_CFG_INF_157	Analog
MSG_CFG_INF_48	Sehr langsam
MSG_CFG_INF_49	Langsam
MSG_CFG_INF_50	Normal
MSG_CFG_INF_51	Schnell
MSG_CFG_INF_52	Sehr schnell
MSG_CFG_INF_129	Sprache
MSG_CFG_INF_53	日本語 (Japanisch)
MSG_CFG_INF_54	English (Englisch)
MSG_CFG_INF_55	Français (Französisch)
MSG_CFG_INF_56	Italiano (Italienisch)
MSG_CFG_INF_57	Deutsch
MSG_CFG_INF_58	Español (Spanisch)
MSG_CFG_INF_59	한국어 (Koreanisch)
MSG_CFG_INF_60	繁體中文 (Traditionelles Chinesisch)
MSG_CFG_INF_61	简体中文 (Vereinfachtes Chinesisch)
MSG_CFG_INF_62	русский (Russisch)
MSG_CFG_INF_63	ภาษาไทย (Thailändisch)
MSG_CFG_INF_64	Português brasileiro (Brasilianisches Portugiesisch)
MSG_CFG_INF_66	Vollbild
MSG_CFG_INF_67	Fenster
MSG_CFG_INF_68	Rahmenloses Fenster
MSG_CFG_INF_69	Aus
MSG_CFG_INF_70	Typ 1
MSG_CFG_INF_71	Typ 2
MSG_CFG_INF_72	Typ 3
MSG_CFG_INF_76	Zur gewählten Sprache wechseln?
MSG_CFG_INF_130	(Nach dem Wechsel wird das Spiel neu gestartet)
MSG_CFG_INF_78	Zum ausgewählten Bildmodus wechseln?
MSG_CFG_INF_89	Das Spiel kehrt zum Titelbildschirm zurück.
MSG_CFG_INF_131	Nicht gespeicherte Änderungen gehen verloren.
MSG_CFG_INF_132	Fortfahren?
MSG_CFG_INF_155	Wähle eine Sprache.
MSG_SYSTEM_231	Das Spiel wird beendet.
MSG_SYSTEM_232	Das Spiel beenden? Dein Fortschritt wird automatisch gespeichert.
MSG_SYSTEM_234	??????
MSG_SYSTEM_235	Magieabwehr
MSG_SYSTEM_238	Schwächen
MSG_SYSTEM_239	Keine
MSG_SYSTEM_240	Feuer
MSG_SYSTEM_241	Eis
MSG_SYSTEM_242	Blitz
MSG_SYSTEM_243	Dialux
MSG_SYSTEM_245	Seele
MSG_SYSTEM_247	Boden
MSG_SYSTEM_248	Raumzeit
MSG_SYSTEM_301	Tod
MSG_SYSTEM_302	Gift
MSG_SYSTEM_336	Konfus
MSG_SYSTEM_249	Besiegt
MSG_SYSTEM_250	Entdeckte Monster
MSG_SYSTEM_304	Weltansicht
MSG_SYSTEM_305	Schnelles Scrollen
MSG_SYSTEM_357	Scrollen
MSG_SYSTEM_306	Umschalten
MSG_SYSTEM_358	Karte wechseln
MSG_SYSTEM_307	Bestätigen
MSG_SYSTEM_308	Habitat
MSG_SYSTEM_309	Resistenzen
MSG_SYSTEM_310	Gattung
MSG_SYSTEM_311	Regeneratives Wesen
MSG_SYSTEM_312	Magier
MSG_SYSTEM_313	Wasserwesen
MSG_SYSTEM_314	Bestie
MSG_SYSTEM_315	Untoter
MSG_SYSTEM_316	Riese
MSG_SYSTEM_317	Drache
MSG_SYSTEM_318	Magiewesen
MSG_SYSTEM_319	Wähle ein Bild zum Betrachten.
MSG_SYSTEM_320	Fenster ausblenden
MSG_SYSTEM_321	AR-Kampf
MSG_SYSTEM_361	AR-Modus
MSG_SYSTEM_322	Kamera ein
MSG_SYSTEM_323	Kamera aus
MSG_SYSTEM_324	Gegner anordnen
MSG_SYSTEM_325	Kämpfen
MSG_SYSTEM_326	UI ausblenden
MSG_SYSTEM_327	FINAL FANTASY Zugriff auf die Kamera gewähren?
MSG_SYSTEM_328	Erlauben
MSG_SYSTEM_329	Ablehnen
MSG_SYSTEM_355	Den AR-Kampf beenden?
MSG_SYSTEM_367	Um die AR-Funktion dieser App zu nutzen, musst du den Zugriff auf die Kamera erlauben.
MSG_SYSTEM_368	Dieser App hat momentan keinen Zugriff auf die Kamera. Um die AR-Funktion zu nutzen, musst du den Zugriff erlauben.
MSG_SYSTEM_369	Wenn du den Zugriff auf die Kamera zu einem späteren Zeitpunkt erlauben möchtest, kannst du dies über die Einstellungen deines Geräts vornehmen.
MSG_SYSTEM_371	Das Kamerabild wird als Hintergrund im Kampf verwendet.
MSG_SYSTEM_330	Wähle einen Titel zum Abpspielen.
MSG_SYSTEM_331	Abspielen
MSG_SYSTEM_332	Anhalten
MSG_SYSTEM_333	Alle Titel spielen
MSG_SYSTEM_334	Aktuellen Titel spielen
MSG_SYSTEM_359	Alle Titel spielen
MSG_SYSTEM_251	Das Puzzle spielen?
MSG_SYSTEM_252	Abbrechen
MSG_SYSTEM_266	Das Puzzle beenden?
MSG_SYSTEM_300	Das Puzzle weiterspielen?
MSG_PC_KEY_CONFIG_01	Rücktaste
MSG_PC_KEY_CONFIG_02	Eingabe
MSG_PC_KEY_CONFIG_03	Umschalttaste (L)
MSG_PC_KEY_CONFIG_04	Umschalttaste (R)
MSG_PC_KEY_CONFIG_05	Alt (L)
MSG_PC_KEY_CONFIG_06	Alt (R)
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Feststelltaste
MSG_PC_KEY_CONFIG_09	Leertaste
MSG_PC_KEY_CONFIG_10	Einfügen
MSG_PC_KEY_CONFIG_11	Position 1
MSG_PC_KEY_CONFIG_12	Entfernen
MSG_PC_KEY_CONFIG_13	Pause
MSG_PC_KEY_CONFIG_14	Rollen
MSG_PC_KEY_CONFIG_15	Eingabe (Num)
MSG_SYSTEM_338	Cloud-Spielstände
MSG_SYSTEM_339	Hochladen
MSG_SYSTEM_340	Herunterladen
MSG_SYSTEM_341	Lokale Spielstände
MSG_SYSTEM_342	Cloud-Spielstände
MSG_SYSTEM_356	Details
MSG_SYSTEM_343	Sichere deine Spielstände in der Cloud.
MSG_SYSTEM_344	Überschreibe alle Spielstände in der Cloud mit deinen lokalen Spielständen.
MSG_SYSTEM_345	Überschreibe alle lokalen Spielstände mit den Spielständen aus der Cloud.
MSG_SYSTEM_346	Spielstände werden in die Cloud hochgeladen.
MSG_SYSTEM_347	Alle bestehenden Spielstände in der Cloud werden überschrieben.
MSG_SYSTEM_348	Spielstände wurden in die Cloud hochgeladen.
MSG_SYSTEM_349	Hochladen in die Cloud gescheitert.
MSG_SYSTEM_350	Überprüfe bitte deine Internetverbindung.
MSG_SYSTEM_351	Spielstände werden aus der Cloud heruntergeladen.
MSG_SYSTEM_352	Alle lokale Spielstände werden überschrieben.
MSG_SYSTEM_353	Spielstände wurde aus der Cloud heruntergeladen.
MSG_SYSTEM_354	Herunterladen aus der Cloud gescheitert.
MSG_SYSTEM_363	Synchronisierung ...
MSG_SYSTEM_364	Synchronisierung fehlgeschlagen.
MSG_SYSTEM_365	Übertragung fehlgeschlagen.
MSG_SYSTEM_366	Erneut versuchen
MSG_SYSTEM_360	Lädt ...
MSG_SYSTEM_372	Lizenzbestätigung fehlgeschlagen.\nDie App wird geschlossen.
MSG_SYSTEM_373	Überprüfe deine Internetverbindung sowie dein Gerät und starte die App dann erneut.

