MSG_JOB_NAME_01	战士
MSG_MAP_NAME_01	世界地图
MSG_MAP_NAME_02	精灵城
MSG_MAP_NAME_03	精灵镇
MSG_MAP_NAME_04	昂拉克镇
MSG_MAP_NAME_05	盖亚镇
MSG_MAP_NAME_06	驼商
MSG_MAP_NAME_07	新月湖镇
MSG_MAP_NAME_08	科内利亚城
MSG_MAP_NAME_09	科内利亚镇
MSG_MAP_NAME_10	西城
MSG_MAP_NAME_11	普拉博卡港口镇
MSG_MAP_NAME_12	梅尔蒙德镇
MSG_MAP_NAME_13	鲁飞因人的镇
MSG_MAP_NAME_14	地之洞窟
MSG_MAP_NAME_15	混沌神殿
MSG_MAP_NAME_16	巨人洞窟
MSG_MAP_NAME_17	格鲁格火山
MSG_MAP_NAME_18	贤者洞窟
MSG_MAP_NAME_19	冰之洞窟
MSG_MAP_NAME_20	试炼城
MSG_MAP_NAME_21	瀑布后的洞窟
MSG_MAP_NAME_22	巨龙洞窟
MSG_MAP_NAME_23	矮人洞穴
MSG_MAP_NAME_24	沼泽洞窟
MSG_MAP_NAME_25	玛托雅的洞穴
MSG_MAP_NAME_26	幻象塔
MSG_MAP_NAME_27	海底神殿
MSG_MAP_NAME_28	浮游城
MSGARA_NAME_01	Ｂ１
MSGARA_NAME_02	Ｂ２
MSGARA_NAME_03	Ｂ３
MSGARA_NAME_04	Ｂ４
MSGARA_NAME_05	Ｂ５
MSGARA_NAME_06	１Ｆ
MSGARA_NAME_07	２Ｆ
MSGARA_NAME_08	３Ｆ
MSGARA_NAME_09	４Ｆ
MSGARA_NAME_10	５Ｆ
MSGARA_NAME_11	旅店
MSGARA_NAME_12	武器店
MSGARA_NAME_13	防具店
MSGARA_NAME_14	道具店
MSGARA_NAME_15	白魔法店
MSGARA_NAME_16	黑魔法店
MSG_NAME_LIST_01	安格斯
MSG_NAME_LIST_02	安迪
MSG_NAME_LIST_03	埃丹
MSG_NAME_LIST_04	艾瑞尔
MSG_NAME_LIST_05	格兰茨
MSG_NAME_LIST_06	克莱尔
MSG_NAME_LIST_07	凯利
MSG_NAME_LIST_08	科拉多
MSG_NAME_LIST_09	塞蕾娜
MSG_NAME_LIST_10	弗兰克
MSG_NAME_LIST_11	摩根
MSG_NAME_LIST_12	尤贝尔
MSG_NAME_LIST_13	莱利
MSG_NAME_LIST_14	利科
MSG_NAME_LIST_15	卢卡斯
MSG_NAME_LIST_16	卢克
MSG_NAME_LIST_17	雷伊
MSG_NAME_LIST_18	莱昂
MSG_NAME_LIST_19	罗宾
MSG_NAME_LIST_20	洛伦茨
MSG_SYSTEM_001	关闭
MSG_SYSTEM_002	返回
MSG_SYSTEM_003	是
MSG_SYSTEM_004	否
MSG_SYSTEM_010	/
MSG_SYSTEM_011	：
MSG_SYSTEM_015	×
MSG_SYSTEM_017	没有效果
MSG_SYSTEM_018	逃跑了
MSG_SYSTEM_019	无法逃跑！
MSG_SYSTEM_020	先发制人的机会！
MSG_SYSTEM_021	怪物先发制人！
MSG_SYSTEM_022	队伍全灭了……
MSG_SYSTEM_023	获得金币
MSG_SYSTEM_024	获得经验值
MSG_SYSTEM_025	获得道具
MSG_SYSTEM_026	继续
MSG_SYSTEM_027	结束
MSG_SYSTEM_028	LEVEL UP
MSG_SYSTEM_029	攻击
MSG_SYSTEM_030	防御
MSG_SYSTEM_031	装备
MSG_SYSTEM_032	逃跑
MSG_SYSTEM_033	石化
MSG_SYSTEM_034	中毒
MSG_SYSTEM_035	失明
MSG_SYSTEM_036	麻痹
MSG_SYSTEM_037	睡眠
MSG_SYSTEM_038	沉默
MSG_SYSTEM_039	无法战斗
MSG_SYSTEM_040	失手！
MSG_SYSTEM_041	HIT
MSG_SYSTEM_288	HIT
MSG_SYSTEM_042	道具
MSG_SYSTEM_043	魔法
MSG_SYSTEM_044	装备
MSG_SYSTEM_045	状态
MSG_SYSTEM_046	队形
MSG_SYSTEM_047	设定
MSG_SYSTEM_048	中断
MSG_SYSTEM_049	保存
MSG_SYSTEM_050	金币
MSG_SYSTEM_051	时间
MSG_SYSTEM_052	ＬＶ
MSG_SYSTEM_053	ＨＰ
MSG_SYSTEM_283	ＭＰ
MSG_SYSTEM_054	贵重物品
MSG_SYSTEM_055	整理
MSG_SYSTEM_056	使用
MSG_SYSTEM_057	(STATUS_NAME)＋(VALUE_NUM)
MSG_SYSTEM_058	(STATUS_NAME)－(VALUE_NUM)
MSG_SYSTEM_059	(FULL_SPACE)
MSG_SYSTEM_060	当前没有任何道具。
MSG_SYSTEM_061	当前没有任何贵重物品。
MSG_SYSTEM_293	当前没有能在战斗中使用的道具。
MSG_SYSTEM_279	当前没有适合这件装备的角色。
MSG_SYSTEM_063	遗忘
MSG_SYSTEM_064	将会遗忘所选的魔法。\n确定吗？
MSG_SYSTEM_065	无法使用魔法。
MSG_SYSTEM_066	最强装备
MSG_SYSTEM_067	卸下
MSG_SYSTEM_068	全部卸下
MSG_SYSTEM_069	空手
MSG_SYSTEM_070	无
MSG_SYSTEM_071	武器
MSG_SYSTEM_072	盾牌
MSG_SYSTEM_073	头部
MSG_SYSTEM_074	身体
MSG_SYSTEM_075	手臂
MSG_SYSTEM_077	经验值
MSG_SYSTEM_078	升级所需：
MSG_SYSTEM_079	力量
MSG_SYSTEM_080	敏捷
MSG_SYSTEM_081	智力
MSG_SYSTEM_082	体力
MSG_SYSTEM_083	幸运
MSG_SYSTEM_084	攻击力
MSG_SYSTEM_085	命中率
MSG_SYSTEM_086	防御力
MSG_SYSTEM_087	回避率
MSG_SYSTEM_088	指令
MSG_SYSTEM_089	存档
MSG_SYSTEM_091	空
MSG_SYSTEM_298	yyyy/MM/dd　H:mm
MSG_SYSTEM_093	要对谁使用？
MSG_SYSTEM_094	我方全体
MSG_SYSTEM_095	我方单体
MSG_SYSTEM_096	敌方全体
MSG_SYSTEM_097	敌方单体
MSG_SYSTEM_098	全体
MSG_SYSTEM_099	操作说明
MSG_SYSTEM_100	切换指令
MSG_SYSTEM_101	更换装备
MSG_SYSTEM_102	选择道具
MSG_SYSTEM_103	选择
MSG_SYSTEM_104	上一页/下一页
MSG_SYSTEM_105	关闭菜单
MSG_SYSTEM_106	取消
MSG_SYSTEM_107	切换说明
MSG_SYSTEM_362	跳下
MSG_SYSTEM_285	扩大
MSG_SYSTEM_286	缩小
MSG_SYSTEM_287	移动
MSG_SYSTEM_108	手动
MSG_SYSTEM_299	武器
MSG_SYSTEM_109	防具
MSG_SYSTEM_110	名字
MSG_SYSTEM_111	自己选择道具进行排列。
MSG_SYSTEM_112	按消费道具在前的顺序进行自动排列。
MSG_SYSTEM_113	按武器在前的顺序进行自动排列。
MSG_SYSTEM_114	按防具在前的顺序进行自动排列。
MSG_SYSTEM_115	按道具的发音顺序进行自动排列。
MSG_SYSTEM_116	暂停/重开
MSG_SYSTEM_118	选择敌方时：切换全体/单体
MSG_SYSTEM_119	选择我方时：切换全体/单体
MSG_SYSTEM_120	选择列表时：上一页
MSG_SYSTEM_121	选择列表时：下一页
MSG_SYSTEM_123	开始/结束自动战斗
MSG_SYSTEM_124	暂停/重开
MSG_SYSTEM_126	返回/取消
MSG_SYSTEM_127	从选择道具切换到更换装备
MSG_SYSTEM_128	从更换装备切换到选择道具
MSG_SYSTEM_129	从选择单体对象切换到选择全体对象
MSG_SYSTEM_130	从选择全体对象切换到选择单体对象
MSG_SYSTEM_131	返回初期设定
MSG_SYSTEM_133	变更
MSG_SYSTEM_134	嗨！欢迎！
MSG_SYSTEM_139	您要买多少？
MSG_SYSTEM_142	您要卖多少？
MSG_SYSTEM_143	多谢惠顾！
MSG_SYSTEM_144	您要学什么魔法？
MSG_SYSTEM_150	非常感谢。
MSG_SYSTEM_155	要忘记(FG_MAGC_N)来学习(LE_MAGC_N)吗？
MSG_SYSTEM_156	要学习(MAGC_N)吗？
MSG_SYSTEM_157	要买这个魔法吗？
MSG_SYSTEM_158	武器店
MSG_SYSTEM_159	防具店
MSG_SYSTEM_160	道具店
MSG_SYSTEM_161	白魔法店
MSG_SYSTEM_162	黑魔法店
MSG_SYSTEM_337	驼商
MSG_SYSTEM_163	价格
MSG_SYSTEM_164	购买数
MSG_SYSTEM_165	出售数
MSG_SYSTEM_166	合计
MSG_SYSTEM_167	ＬＶ(MAGC_L)的魔法
MSG_SYSTEM_168	无法学习
MSG_SYSTEM_169	已经掌握
MSG_SYSTEM_171	买入
MSG_SYSTEM_172	卖出
MSG_SYSTEM_173	离开
MSG_SYSTEM_174	持有数
MSG_SYSTEM_175	装备数
MSG_SYSTEM_176	重量
MSG_SYSTEM_177	新游戏
MSG_SYSTEM_178	读取存档
MSG_SYSTEM_179	TAP TO START
MSG_SYSTEM_180	PRESS ANY BUTTON
MSG_SYSTEM_181	©SQUARE ENIX CO., LTD. All Rights Reserved.\nLOGO & IMAGE ILLUSTRATION: ©YOSHITAKA AMANO
MSG_SYSTEM_183	请确定名字与职业。
MSG_SYSTEM_184	确定
MSG_SYSTEM_185	完成
MSG_SYSTEM_187	名字还没有全确定。
MSG_SYSTEM_188	以这个队伍开始吗？
MSG_SYSTEM_190	请确定职业。
MSG_SYSTEM_191	请确定名字。
MSG_SYSTEM_281	※最多为全角６个字或半角１２个字
MSG_SYSTEM_192	要使用这个名字吗？
MSG_SYSTEM_193	随机输入
MSG_SYSTEM_195	※特殊字符有可能无法正确显示
MSG_SYSTEM_196	即将返回标题画面。\n确定要放弃设定好的内容吗？
MSG_SYSTEM_197	职业
MSG_SYSTEM_198	变更职业。
MSG_SYSTEM_199	变更名字。
MSG_SYSTEM_200	特典
MSG_SYSTEM_201	选项
MSG_SYSTEM_202	怪物图鉴
MSG_SYSTEM_203	音乐播放器
MSG_SYSTEM_206	隐私政策
MSG_SYSTEM_207	LICENSE
MSG_SYSTEM_282	画廊
MSG_SYSTEM_208	宝箱
MSG_SYSTEM_209	道具
MSG_SYSTEM_210	通知
MSG_SYSTEM_284	触摸移动模式
MSG_SYSTEM_212	存档完成
MSG_SYSTEM_213	要覆盖已有存档吗？
MSG_SYSTEM_289	存档已损坏。
MSG_SYSTEM_290	存档失败。
MSG_SYSTEM_215	自动存档
MSG_SYSTEM_216	中断存档
MSG_SYSTEM_295	通关存档
MSG_SYSTEM_217	要保存当前状态吗？
MSG_SYSTEM_218	中断存档保存完成。
MSG_SYSTEM_291	中断存档已损坏。
MSG_SYSTEM_292	中断存档失败。
MSG_SYSTEM_370	游玩游戏所需空间不足。\n请删除多余数据留出足够的空间。
MSG_SYSTEM_219	要读取此存档吗？
MSG_SYSTEM_220	要保存通关存档吗？
MSG_SYSTEM_221	※以最终战之前的状态进行存档。
MSG_SYSTEM_222	存档完成。\n返回标题画面吗？
MSG_SYSTEM_223	未保存通关存档。\n确定要返回标题画面吗？
MSG_SYSTEM_228	现在位置
MSG_SYSTEM_229	船
MSG_SYSTEM_230	飞空艇
MSG_SYSTEM_335	要从最新的存档开始吗？
MSG_CFG_INF_01	系统
MSG_CFG_INF_02	记忆光标位置
MSG_CFG_INF_03	保持自动战斗
MSG_CFG_INF_05	语言设定
MSG_CFG_INF_06	返回标题画面
MSG_CFG_INF_07	结束游戏
MSG_CFG_INF_93	画面设定
MSG_CFG_INF_09	画面模式
MSG_CFG_INF_94	分辨率
MSG_CFG_INF_153	图像显示
MSG_CFG_INF_10	色觉辅助
MSG_CFG_INF_11	亮度设定
MSG_CFG_INF_12	声音
MSG_CFG_INF_13	总音量
MSG_CFG_INF_14	音乐音量
MSG_CFG_INF_15	音效音量
MSG_CFG_INF_95	设定是否保持上一次光标的位置。
MSG_CFG_INF_96	设定下次战斗是否保持自动战斗状态。
MSG_CFG_INF_98	设定色觉辅助功能。
MSG_CFG_INF_99	设定画面的亮度。
MSG_CFG_INF_100	设定游戏的整体音量。
MSG_CFG_INF_101	设定背景音乐的音量。
MSG_CFG_INF_102	设定音效的音量。
MSG_CFG_INF_104	设定游戏手柄的按键。
MSG_CFG_INF_105	设定键盘的按键。
MSG_CFG_INF_106	返回标题画面。将会废弃没有保存的记录。
MSG_CFG_INF_107	结束游戏。将会废弃没有保存的记录。
MSG_CFG_INF_108	将游戏手柄的按键恢复为初期设定。
MSG_CFG_INF_109	将键盘的按键恢复为初期设定。
MSG_CFG_INF_158	可以设定画面图像的查看方式。
MSG_CFG_INF_18	手柄设定
MSG_CFG_INF_19	确定
MSG_CFG_INF_21	打开/关闭菜单
MSG_CFG_INF_23	上一页
MSG_CFG_INF_24	下一页
MSG_CFG_INF_25	切换显示角色（向左）
MSG_CFG_INF_26	切换显示角色（向右）
MSG_CFG_INF_28	键盘设定
MSG_CFG_INF_29	向上移动
MSG_CFG_INF_30	向下移动
MSG_CFG_INF_31	向左移动
MSG_CFG_INF_32	向右移动
MSG_CFG_INF_135	键盘
MSG_CFG_INF_136	鼠标
MSG_CFG_INF_33	游戏手柄操作方法
MSG_CFG_INF_110	奔跑（按住移动）
MSG_CFG_INF_113	开启/关闭自动战斗
MSG_CFG_INF_114	打开/关闭地图
MSG_CFG_INF_115	开启/关闭小地图
MSG_CFG_INF_148	暂停（战斗中）
MSG_CFG_INF_34	键盘操作方法
MSG_CFG_INF_116	页面滚动条
MSG_CFG_INF_117	大地图画面
MSG_CFG_INF_118	打开菜单
MSG_CFG_INF_119	打开地图
MSG_CFG_INF_120	切换移动模式
MSG_CFG_INF_121	对话
MSG_CFG_INF_137	调查
MSG_CFG_INF_123	战斗画面
MSG_CFG_INF_35	大地图画面UI的显示位置
MSG_CFG_INF_37	移动手柄的显示位置
MSG_CFG_INF_38	菜单画面UI的显示位置
MSG_CFG_INF_39	菜单指令的显示位置
MSG_CFG_INF_40	战斗画面UI的显示位置
MSG_CFG_INF_41	战斗指令的显示位置
MSG_CFG_INF_154	图像设置
MSG_CFG_INF_42	操作方法确认
MSG_CFG_INF_43	ＯＮ
MSG_CFG_INF_44	ＯＦＦ
MSG_CFG_INF_45	左
MSG_CFG_INF_46	右
MSG_CFG_INF_156	通常
MSG_CFG_INF_157	模拟
MSG_CFG_INF_48	慢
MSG_CFG_INF_49	较慢
MSG_CFG_INF_50	标准
MSG_CFG_INF_51	较快
MSG_CFG_INF_52	快
MSG_CFG_INF_129	语言
MSG_CFG_INF_53	日本語（日文）
MSG_CFG_INF_54	English（英文）
MSG_CFG_INF_55	Français（法文）
MSG_CFG_INF_56	Italiano（意大利文）
MSG_CFG_INF_57	Deutsch（德文）
MSG_CFG_INF_58	Español（西班牙文）
MSG_CFG_INF_59	한국어（韩文）
MSG_CFG_INF_60	繁體中文
MSG_CFG_INF_61	简体中文
MSG_CFG_INF_62	русский（俄文）
MSG_CFG_INF_63	ภาษาไทย（泰文）
MSG_CFG_INF_64	Português brasileiro（巴西葡萄牙文）
MSG_CFG_INF_66	全屏
MSG_CFG_INF_67	窗口
MSG_CFG_INF_68	无框窗口
MSG_CFG_INF_69	无
MSG_CFG_INF_70	１型
MSG_CFG_INF_71	２型
MSG_CFG_INF_72	３型
MSG_CFG_INF_76	要切换到所选语言吗？
MSG_CFG_INF_130	※切换后将重新启动游戏
MSG_CFG_INF_78	要切换到所选画面设定吗？
MSG_CFG_INF_89	返回标题画面。
MSG_CFG_INF_131	将会废弃没有保存的记录。
MSG_CFG_INF_132	可以吗？
MSG_CFG_INF_155	请选择设定语言。
MSG_SYSTEM_231	结束游戏。
MSG_SYSTEM_232	将会自动保存当前状态。\n要结束游戏吗？
MSG_SYSTEM_234	？？？？？？？？
MSG_SYSTEM_235	魔法防御
MSG_SYSTEM_238	弱点
MSG_SYSTEM_239	无
MSG_SYSTEM_240	火
MSG_SYSTEM_241	冰
MSG_SYSTEM_242	雷
MSG_SYSTEM_243	天辉系
MSG_SYSTEM_245	精神
MSG_SYSTEM_247	大地
MSG_SYSTEM_248	时空
MSG_SYSTEM_301	即死
MSG_SYSTEM_302	中毒
MSG_SYSTEM_336	混乱
MSG_SYSTEM_249	已打倒的数量
MSG_SYSTEM_250	遭遇的怪物
MSG_SYSTEM_304	开启地图
MSG_SYSTEM_305	高速移动
MSG_SYSTEM_357	滚动
MSG_SYSTEM_306	切换显示
MSG_SYSTEM_358	切换地图
MSG_SYSTEM_307	确认
MSG_SYSTEM_308	出现位置
MSG_SYSTEM_309	耐性
MSG_SYSTEM_310	种族
MSG_SYSTEM_311	再生系
MSG_SYSTEM_312	魔法师
MSG_SYSTEM_313	水生种
MSG_SYSTEM_314	兽系
MSG_SYSTEM_315	不死系
MSG_SYSTEM_316	巨人族
MSG_SYSTEM_317	飞龙种
MSG_SYSTEM_318	魔法生物
MSG_SYSTEM_319	请选择想要观赏的图像。
MSG_SYSTEM_320	关闭窗口
MSG_SYSTEM_321	AR战斗
MSG_SYSTEM_361	ＡＲ模式
MSG_SYSTEM_322	打开摄像头
MSG_SYSTEM_323	关闭摄像头
MSG_SYSTEM_324	切换编成
MSG_SYSTEM_325	开始战斗
MSG_SYSTEM_326	关闭UI
MSG_SYSTEM_327	允许在FINAL FANTASY中拍照吗？
MSG_SYSTEM_328	允许
MSG_SYSTEM_329	不允许
MSG_SYSTEM_355	要结束AR战斗吗？
MSG_SYSTEM_367	此应用通过ＡＲ功能使用照相机。\n请允许接入照相机。
MSG_SYSTEM_368	目前此应用尚未允许\n接入照相机。\n为了方便使用ＡＲ功能，\n请允许接入照相机。
MSG_SYSTEM_369	之后想要进行设定时，\n请通过终端的设定画面，\n允许此应用接入照相机。
MSG_SYSTEM_371	反映在照相机中的画面将作为战斗背景使用。
MSG_SYSTEM_330	请选择想要播放的乐曲。
MSG_SYSTEM_331	播放
MSG_SYSTEM_332	停止
MSG_SYSTEM_333	开启连续播放
MSG_SYSTEM_334	关闭连续播放
MSG_SYSTEM_359	连续播放
MSG_SYSTEM_251	想玩数字拼图游戏吗？
MSG_SYSTEM_252	离开
MSG_SYSTEM_266	要离开拼图游戏吗？
MSG_SYSTEM_300	要继续拼图游戏吗？
MSG_PC_KEY_CONFIG_01	BackSpace
MSG_PC_KEY_CONFIG_02	Enter
MSG_PC_KEY_CONFIG_03	Shift(L)
MSG_PC_KEY_CONFIG_04	Shift(R)
MSG_PC_KEY_CONFIG_05	Alt(L)
MSG_PC_KEY_CONFIG_06	Alt(R)
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Caps Lock
MSG_PC_KEY_CONFIG_09	Space
MSG_PC_KEY_CONFIG_10	Insert
MSG_PC_KEY_CONFIG_11	Home
MSG_PC_KEY_CONFIG_12	Delete
MSG_PC_KEY_CONFIG_13	Pause
MSG_PC_KEY_CONFIG_14	ScrollLock
MSG_PC_KEY_CONFIG_15	Num Enter
MSG_SYSTEM_338	云存档
MSG_SYSTEM_339	上传
MSG_SYSTEM_340	下载
MSG_SYSTEM_341	游戏内的存档
MSG_SYSTEM_342	云端上的存档
MSG_SYSTEM_356	详情
MSG_SYSTEM_343	可以将存档备份到云端上。
MSG_SYSTEM_344	将游戏内的所有存档\n上传（覆盖）到云端上。
MSG_SYSTEM_345	将云端上的所有存档\n下载（覆盖）到游戏内。
MSG_SYSTEM_346	将所有存档上传到云端上。
MSG_SYSTEM_347	云端上的所有存档将被覆盖。
MSG_SYSTEM_348	向云端上传完成。
MSG_SYSTEM_349	向云端上传失败。
MSG_SYSTEM_350	请确认连接状态。
MSG_SYSTEM_351	将从云端上下载所有存档。
MSG_SYSTEM_352	游戏内的所有存档将被覆盖。
MSG_SYSTEM_353	从云端下载完成。
MSG_SYSTEM_354	从云端下载失败。
MSG_SYSTEM_363	同步中……
MSG_SYSTEM_364	同步失败。
MSG_SYSTEM_365	通信失败。
MSG_SYSTEM_366	重试
MSG_SYSTEM_360	Now Loading…
MSG_SYSTEM_372	许可认证失败。\n即将结束程序。
MSG_SYSTEM_373	请确认网络状况和终端设定，\n重新启动程序。

