MSG_JOB_NAME_01	Guerreiro
MSG_MON_NAME_105	Illithid
MSG_MON_NAME_106	Garland
MSG_MON_NAME_107	Dragão Verde
MSG_MON_NAME_108	Dragão Azul
MSG_MON_NAME_109	Golem de Argila
MSG_MON_NAME_110	Golem de Pedra
MSG_MON_NAME_111	Golem de Ferro
MSG_MON_NAME_112	Cavaleiro Negro
MSG_MON_NAME_113	Cavaleiro da Morte
MSG_MON_NAME_114	Astos
MSG_MON_NAME_115	Feiticeiro Sombrio
MSG_MON_NAME_116	Guerreiro Sombrio
MSG_MON_NAME_117	Cavalo Louco
MSG_MON_NAME_118	Pesadelo
MSG_MON_NAME_119	Máquina de Guerra
MSG_MON_NAME_120	Lich
MSG_MON_NAME_121	Marilith
MSG_MON_NAME_122	Kraken
MSG_MON_NAME_123	Tiamat
MSG_MON_NAME_124	Caos
MSG_MON_ATK_01	Tempestade de Gelo
MSG_MON_ATK_02	Chama
MSG_MON_ATK_03	Olhar
MSG_MON_ATK_04	Olhar
MSG_MON_ATK_05	Clarão
MSG_MON_ATK_07	Terremoto
MSG_MON_ATK_08	Olhar
MSG_MON_ATK_09	Olhar
MSG_MON_ATK_10	Olhar
MSG_MON_ATK_15	Gás Petrificador
MSG_MON_ATK_16	Rajada Mental
MSG_MON_ATK_17	Gás Venenoso
MSG_MON_ATK_18	Eletrochoque
MSG_MON_ATK_19	Gás Mortal
MSG_MON_ATK_20	Bufada
MSG_MON_ATK_21	Fúria
MSG_MON_ATK_22	Jato de Tinta
MSG_MON_ATK_23	Dardos Venenosos
MSG_MON_ATK_24	Olhar
MSG_MON_ATK_25	Tsunami
MSG_MON_ATK_26	Ciclone
MSG_LOCATION_STICK	(AREA_NAME) – (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	Mapa
MSG_MAP_NAME_02	Castelo dos Elfos
MSG_MAP_NAME_03	Elfheim
MSG_MAP_NAME_04	Onrac
MSG_MAP_NAME_05	Gaia
MSG_MAP_NAME_06	Caravana
MSG_MAP_NAME_07	Lago Crescente
MSG_MAP_NAME_08	Castelo Cornélia
MSG_MAP_NAME_09	Cornélia
MSG_MAP_NAME_10	Fortaleza Ocidental
MSG_MAP_NAME_11	Pravoka
MSG_MAP_NAME_12	Melmond
MSG_MAP_NAME_13	Lufenia
MSG_MAP_NAME_14	Caverna da Terra
MSG_MAP_NAME_15	Templo do Caos
MSG_MAP_NAME_16	Caverna do Gigante
MSG_MAP_NAME_17	Monte Gulg
MSG_MAP_NAME_18	Gruta do Sábio
MSG_MAP_NAME_19	Caverna de Gelo
MSG_MAP_NAME_20	Cidadela das Provas
MSG_MAP_NAME_21	Gruta da Cascata
MSG_MAP_NAME_22	Cavernas Dracônicas
MSG_MAP_NAME_23	Monte Duergar
MSG_MAP_NAME_24	Caverna do Pântano
MSG_MAP_NAME_25	Caverna da Matoya
MSG_MAP_NAME_26	Torre da Miragem
MSG_MAP_NAME_27	Templo Submerso
MSG_MAP_NAME_28	Fortaleza Voadora
MSGARA_NAME_01	SS1
MSGARA_NAME_02	SS2
MSGARA_NAME_03	SS3
MSGARA_NAME_04	SS4
MSGARA_NAME_05	SS5
MSGARA_NAME_06	1º andar
MSGARA_NAME_07	2º andar
MSGARA_NAME_08	3º andar
MSGARA_NAME_09	4º andar
MSGARA_NAME_10	5º andar
MSGARA_NAME_11	Estalagem
MSGARA_NAME_12	Armas
MSGARA_NAME_13	Armaduras
MSGARA_NAME_14	Itens
MSGARA_NAME_15	Magia Branca
MSGARA_NAME_16	Magia Negra
MSG_NAME_LIST_01	Aeneas
MSG_NAME_LIST_02	Andi
MSG_NAME_LIST_03	Edan
MSG_NAME_LIST_04	Arael
MSG_NAME_LIST_05	Glitz
MSG_NAME_LIST_06	Clair
MSG_NAME_LIST_07	Kaili
MSG_NAME_LIST_08	Corrad
MSG_NAME_LIST_09	Seren
MSG_NAME_LIST_10	Franke
MSG_NAME_LIST_11	Morgan
MSG_NAME_LIST_12	Yubert
MSG_NAME_LIST_13	Rilee
MSG_NAME_LIST_14	Ryco
MSG_NAME_LIST_15	Rukus
MSG_NAME_LIST_16	Luce
MSG_NAME_LIST_17	Rae
MSG_NAME_LIST_18	Rion
MSG_NAME_LIST_19	Robyn
MSG_NAME_LIST_20	Laurus
MSG_SYSTEM_001	Fechar
MSG_SYSTEM_002	Voltar
MSG_SYSTEM_003	Sim
MSG_SYSTEM_004	Não
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	x
MSG_SYSTEM_017	Sem efeito.
MSG_SYSTEM_018	Fuga bem-sucedida.
MSG_SYSTEM_019	Não é possível fugir!
MSG_SYSTEM_020	Ataque surpresa!
MSG_SYSTEM_021	Emboscada!
MSG_SYSTEM_022	O grupo foi derrotado.
MSG_SYSTEM_023	Gil
MSG_SYSTEM_024	EXP
MSG_SYSTEM_025	Itens
MSG_SYSTEM_026	Próximo
MSG_SYSTEM_027	Fechar
MSG_SYSTEM_028	SUBIU DE NÍVEL
MSG_SYSTEM_029	Ataque
MSG_SYSTEM_030	Defesa
MSG_SYSTEM_031	Equipar
MSG_SYSTEM_032	Fugir
MSG_SYSTEM_033	Petrificação
MSG_SYSTEM_034	Veneno
MSG_SYSTEM_035	Cegueira
MSG_SYSTEM_036	Paralisia
MSG_SYSTEM_037	Sono
MSG_SYSTEM_038	Silêncio
MSG_SYSTEM_039	Morte
MSG_SYSTEM_040	ERRO
MSG_SYSTEM_041	x
MSG_SYSTEM_288	x
MSG_SYSTEM_042	Itens
MSG_SYSTEM_043	Magia
MSG_SYSTEM_044	Equipar
MSG_SYSTEM_045	Status
MSG_SYSTEM_046	Ordenar
MSG_SYSTEM_047	Configuração
MSG_SYSTEM_048	Salvamento rápido
MSG_SYSTEM_049	Salvar
MSG_SYSTEM_050	Gil
MSG_SYSTEM_051	Tempo
MSG_SYSTEM_052	Nvl.
MSG_SYSTEM_053	PV
MSG_SYSTEM_283	PM
MSG_SYSTEM_054	Itens principais
MSG_SYSTEM_055	Organizar
MSG_SYSTEM_056	Usar
MSG_SYSTEM_057	(STATUS_NAME) +(VALUE_NUM)
MSG_SYSTEM_058	(STATUS_NAME) -(VALUE_NUM)
MSG_SYSTEM_059	(HALF_SPACE)
MSG_SYSTEM_060	Não há itens.
MSG_SYSTEM_061	Não há itens principais.
MSG_SYSTEM_293	Não há itens que podem ser usados em combate.
MSG_SYSTEM_279	Não é possível equipar no grupo atual.
MSG_SYSTEM_063	Esquecer
MSG_SYSTEM_064	Esquecer a magia selecionada?
MSG_SYSTEM_065	Não pode usar magia.
MSG_SYSTEM_066	Otimizar
MSG_SYSTEM_067	Remover
MSG_SYSTEM_068	Remover tudo
MSG_SYSTEM_069	Vazio
MSG_SYSTEM_070	Nada
MSG_SYSTEM_071	Arma
MSG_SYSTEM_072	Escudo
MSG_SYSTEM_073	Cabeça
MSG_SYSTEM_074	Corpo
MSG_SYSTEM_075	Braços
MSG_SYSTEM_077	EXP
MSG_SYSTEM_078	Próx. nível:
MSG_SYSTEM_079	Força
MSG_SYSTEM_080	Agilidade
MSG_SYSTEM_081	Intelecto
MSG_SYSTEM_082	Resistência
MSG_SYSTEM_083	Sorte
MSG_SYSTEM_084	Ataque
MSG_SYSTEM_085	Precisão
MSG_SYSTEM_086	Defesa
MSG_SYSTEM_087	Evasão
MSG_SYSTEM_088	Comandos
MSG_SYSTEM_089	Arquivo
MSG_SYSTEM_091	Vazio
MSG_SYSTEM_298	dd/MM/yyyy(FULL_SPACE)HH:mm
MSG_SYSTEM_093	Selecione o alvo.
MSG_SYSTEM_094	Todo o grupo
MSG_SYSTEM_095	Um aliado
MSG_SYSTEM_096	Todos os inimigos
MSG_SYSTEM_097	Um inimigo
MSG_SYSTEM_098	Tudo
MSG_SYSTEM_099	Controles
MSG_SYSTEM_100	Mais comandos
MSG_SYSTEM_101	Mudar equipamento
MSG_SYSTEM_102	Itens
MSG_SYSTEM_103	Selecionar
MSG_SYSTEM_104	Rolar página
MSG_SYSTEM_105	Fechar menu
MSG_SYSTEM_106	Cancelar
MSG_SYSTEM_107	Ver descrição
MSG_SYSTEM_362	Desembarcar
MSG_SYSTEM_285	Mais zoom
MSG_SYSTEM_286	Menos zoom
MSG_SYSTEM_287	Mover
MSG_SYSTEM_108	Personalizar
MSG_SYSTEM_299	Armas
MSG_SYSTEM_109	Armaduras
MSG_SYSTEM_110	Nome
MSG_SYSTEM_111	Selecione e organize os itens do seu jeito.
MSG_SYSTEM_112	Organizar inventário com itens de uso único primeiro.
MSG_SYSTEM_113	Organizar inventário com armas primeiro.
MSG_SYSTEM_114	Organizar inventário com armaduras primeiro.
MSG_SYSTEM_115	
MSG_SYSTEM_116	Pausar/Retomar
MSG_SYSTEM_118	Selecionar inimigo: todos/um
MSG_SYSTEM_119	Selecionar aliado: todos/um
MSG_SYSTEM_120	Lista: subir página
MSG_SYSTEM_121	Lista: descer página
MSG_SYSTEM_123	Iniciar/Parar combate automático
MSG_SYSTEM_124	Pausar/Retomar
MSG_SYSTEM_126	Voltar/Cancelar
MSG_SYSTEM_127	Trocar para Mudar equipamento
MSG_SYSTEM_128	Trocar para Itens
MSG_SYSTEM_129	Alterar alvo de um para todos.
MSG_SYSTEM_130	Alterar alvo de todos para um.
MSG_SYSTEM_131	Restaurar configurações padrão
MSG_SYSTEM_133	Alterar
MSG_SYSTEM_134	Bem-vindos!
MSG_SYSTEM_139	Quantos vocês vão querer?
MSG_SYSTEM_142	Quantos vocês querem vender?
MSG_SYSTEM_143	Obrigado!
MSG_SYSTEM_144	Gostaram de algo?
MSG_SYSTEM_150	Obrigado.
MSG_SYSTEM_155	Esquecer (FG_MAGC_N) e aprender (LE_MAGC_N)?
MSG_SYSTEM_156	Aprender (MAGC_N)?
MSG_SYSTEM_157	Comprar esta magia?
MSG_SYSTEM_158	Armas
MSG_SYSTEM_159	Armaduras
MSG_SYSTEM_160	Itens
MSG_SYSTEM_161	Magia Branca
MSG_SYSTEM_162	Magia Negra
MSG_SYSTEM_337	Caravana
MSG_SYSTEM_163	Custo
MSG_SYSTEM_164	Qtde
MSG_SYSTEM_165	Qtde
MSG_SYSTEM_166	Total
MSG_SYSTEM_167	Magia de nvl. (MAGC_L)
MSG_SYSTEM_168	Não é possível aprender
MSG_SYSTEM_169	Aprendida
MSG_SYSTEM_171	Comprar
MSG_SYSTEM_172	Vender
MSG_SYSTEM_173	Sair
MSG_SYSTEM_174	Estoque
MSG_SYSTEM_175	Equipado
MSG_SYSTEM_176	Peso
MSG_SYSTEM_177	Novo jogo
MSG_SYSTEM_178	Carregar jogo
MSG_SYSTEM_179	TOQUE PARA INICIAR
MSG_SYSTEM_180	PRESSIONE QUALQUER TECLA
MSG_SYSTEM_181	©SQUARE ENIX CO., LTD. Todos os direitos reservados.\nLogo e Ilustração de imagem: ©YOSHITAKA AMANO
MSG_SYSTEM_183	Atribua um nome e uma classe a cada um dos personagens.
MSG_SYSTEM_184	Confirmar
MSG_SYSTEM_185	Pronto
MSG_SYSTEM_187	Você deve dar nome a todos os personagens.
MSG_SYSTEM_188	Começar o jogo com este grupo?
MSG_SYSTEM_190	Selecione a classe do personagem.
MSG_SYSTEM_191	Selecione um nome para o personagem.
MSG_SYSTEM_281	Até 6 caracteres de largura total ou 12 de meia largura.
MSG_SYSTEM_192	Usar este nome?
MSG_SYSTEM_193	Nomes sugeridos
MSG_SYSTEM_195	*Alguns caracteres e símbolos poderão não ser exibidos corretamente.
MSG_SYSTEM_196	Voltar à tela inicial. As configurações não serão salvas. Continuar?
MSG_SYSTEM_197	Classe
MSG_SYSTEM_198	Selecionar classes.
MSG_SYSTEM_199	Selecionar nomes.
MSG_SYSTEM_200	Extras
MSG_SYSTEM_201	Opções
MSG_SYSTEM_202	Bestiário
MSG_SYSTEM_203	Reprodutor de música
MSG_SYSTEM_206	Política de privacidade
MSG_SYSTEM_207	Licença
MSG_SYSTEM_282	Galeria
MSG_SYSTEM_208	Baús
MSG_SYSTEM_209	Itens
MSG_SYSTEM_210	Notificações
MSG_SYSTEM_284	Modo de toque
MSG_SYSTEM_212	Salvamento concluído.
MSG_SYSTEM_213	Sobrescrever dados salvos?
MSG_SYSTEM_289	Os dados salvos estão corrompidos.
MSG_SYSTEM_290	Falha ao salvar os dados.
MSG_SYSTEM_215	Salvamento automático
MSG_SYSTEM_216	Salvamento rápido
MSG_SYSTEM_295	Dados salvos de jogo concluído
MSG_SYSTEM_217	Salvar seu progresso?
MSG_SYSTEM_218	Salvamento rápido concluído.
MSG_SYSTEM_291	Os dados de salvamento rápido estão corrompidos.
MSG_SYSTEM_292	Falha no salvamento rápido.
MSG_SYSTEM_370	Não há armazenamento suficiente disponível para jogar. Exclua os arquivos desnecessários para liberar espaço.
MSG_SYSTEM_219	Começar a jogar usando estes dados?
MSG_SYSTEM_220	Salvar dados de jogo concluído?
MSG_SYSTEM_221	Com dados de jogo concluído, você pode jogar de novo com seu bestiário intacto.
MSG_SYSTEM_222	Salvamento concluído. Retornar para a tela de título?
MSG_SYSTEM_223	Os dados de jogo concluído não foram salvos. Voltar à tela inicial?
MSG_SYSTEM_228	Localização atual
MSG_SYSTEM_229	Navio
MSG_SYSTEM_230	Helibarco
MSG_SYSTEM_335	Começar por dados salvos recentes?
MSG_CFG_INF_01	Sistema
MSG_CFG_INF_02	Memória do cursor
MSG_CFG_INF_03	Manter combate automático
MSG_CFG_INF_05	Configurações de idioma
MSG_CFG_INF_06	Voltar à tela inicial
MSG_CFG_INF_07	Sair do jogo
MSG_CFG_INF_93	Configurações de exibição
MSG_CFG_INF_09	Modo
MSG_CFG_INF_94	Resolução
MSG_CFG_INF_153	Visualização gráfica
MSG_CFG_INF_10	Saturação
MSG_CFG_INF_11	Brilho
MSG_CFG_INF_12	Som
MSG_CFG_INF_13	Volume geral
MSG_CFG_INF_14	Volume da música de fundo
MSG_CFG_INF_15	Volume dos efeitos sonoros
MSG_CFG_INF_95	Lembrar/esquecer posição mais recente do cursor.
MSG_CFG_INF_96	Manter combate automático ativado na próxima batalha.
MSG_CFG_INF_98	Ajustar a saturação de cores.
MSG_CFG_INF_99	Ajustar o brilho da tela.
MSG_CFG_INF_100	Ajustar o volume do jogo todo.
MSG_CFG_INF_101	Ajustar o volume da música de fundo.
MSG_CFG_INF_102	Ajustar o volume dos efeitos sonoros.
MSG_CFG_INF_104	Definir controles no gamepad.
MSG_CFG_INF_105	Definir controles no teclado.
MSG_CFG_INF_106	Voltar à tela inicial. Você perderá o progresso que não foi salvo.
MSG_CFG_INF_107	Sair do jogo. Você perderá o progresso que não foi salvo.
MSG_CFG_INF_108	Os controles do gamepad voltarão às configurações originais.
MSG_CFG_INF_109	Os controles do teclado voltarão às configurações originais.
MSG_CFG_INF_158	Ajuste a aparência dos gráficos de tela.
MSG_CFG_INF_18	Configurações do gamepad
MSG_CFG_INF_19	Confirmar
MSG_CFG_INF_21	Abrir/Fechar menu
MSG_CFG_INF_23	Subir página
MSG_CFG_INF_24	Descer página
MSG_CFG_INF_25	Trocar membro do grupo (esquerda)
MSG_CFG_INF_26	Trocar membro do grupo (direita)
MSG_CFG_INF_28	Configurações do teclado
MSG_CFG_INF_29	Mover p/ cima
MSG_CFG_INF_30	Mover p/ baixo
MSG_CFG_INF_31	Mover p/ esquerda
MSG_CFG_INF_32	Mover p/ direita
MSG_CFG_INF_135	Teclado
MSG_CFG_INF_136	Mouse
MSG_CFG_INF_33	Controles do gamepad
MSG_CFG_INF_110	Correr (apertar e segurar)
MSG_CFG_INF_113	Ativar/Desativar combate automático
MSG_CFG_INF_114	Abrir/Fechar mapa
MSG_CFG_INF_115	Exibir minimapa
MSG_CFG_INF_148	Pausar combate
MSG_CFG_INF_34	Controles do teclado
MSG_CFG_INF_116	Rolar
MSG_CFG_INF_117	Menu de campo
MSG_CFG_INF_118	Menu
MSG_CFG_INF_119	Mapa
MSG_CFG_INF_120	Controles de movimento
MSG_CFG_INF_121	Falar
MSG_CFG_INF_137	Interagir
MSG_CFG_INF_123	Menu de combate
MSG_CFG_INF_35	Exibição do menu de campo
MSG_CFG_INF_37	Exibição do direcional
MSG_CFG_INF_38	Exibição do menu
MSG_CFG_INF_39	Exibição da barra de menu
MSG_CFG_INF_40	Exibição da IU de combate
MSG_CFG_INF_41	Exibição dos comandos de combate
MSG_CFG_INF_154	Gráficos
MSG_CFG_INF_42	Controles
MSG_CFG_INF_43	Ativado
MSG_CFG_INF_44	Desativado
MSG_CFG_INF_45	Esquerda
MSG_CFG_INF_46	Direita
MSG_CFG_INF_156	Padrão
MSG_CFG_INF_157	Clássico
MSG_CFG_INF_48	Muito lento
MSG_CFG_INF_49	Lento
MSG_CFG_INF_50	Normal
MSG_CFG_INF_51	Rápido
MSG_CFG_INF_52	Muito rápido
MSG_CFG_INF_129	Idioma
MSG_CFG_INF_53	日本語 (japonês)
MSG_CFG_INF_54	English (inglês)
MSG_CFG_INF_55	Français (francês)
MSG_CFG_INF_56	Italiano (italiano)
MSG_CFG_INF_57	Deutsch (alemão)
MSG_CFG_INF_58	Español (espanhol)
MSG_CFG_INF_59	한국어 (coreano)
MSG_CFG_INF_60	繁體中文 (chinês tradicional)
MSG_CFG_INF_61	简体中文 (chinês simplificado)
MSG_CFG_INF_62	русский (russo)
MSG_CFG_INF_63	ภาษาไทย (tailandês)
MSG_CFG_INF_64	Português do Brasil
MSG_CFG_INF_66	Tela inteira
MSG_CFG_INF_67	Janela
MSG_CFG_INF_68	Janela sem bordas
MSG_CFG_INF_69	Nenhum
MSG_CFG_INF_70	Estilo 1
MSG_CFG_INF_71	Estilo 2
MSG_CFG_INF_72	Estilo 3
MSG_CFG_INF_76	Alterar para o idioma selecionado?
MSG_CFG_INF_130	*O jogo será reiniciado após alterar as configurações.
MSG_CFG_INF_78	Aplicar estas configurações de exibição?
MSG_CFG_INF_89	Voltar à tela inicial.
MSG_CFG_INF_131	As configurações não salvas serão descartadas.
MSG_CFG_INF_132	Continuar?
MSG_CFG_INF_155	Selecione um idioma.
MSG_SYSTEM_231	Sair do jogo.
MSG_SYSTEM_232	Sair do jogo? Seu progresso será salvo automaticamente.
MSG_SYSTEM_234	???
MSG_SYSTEM_235	Defesa mágica
MSG_SYSTEM_238	Ponto fraco
MSG_SYSTEM_239	Nenhum
MSG_SYSTEM_240	Fogo
MSG_SYSTEM_241	Gelo
MSG_SYSTEM_242	Eletricidade
MSG_SYSTEM_243	Dia
MSG_SYSTEM_245	Vigor
MSG_SYSTEM_247	Terra
MSG_SYSTEM_248	Tempo
MSG_SYSTEM_301	Morte instantânea
MSG_SYSTEM_302	Veneno
MSG_SYSTEM_336	Confusão
MSG_SYSTEM_249	Derrotado(s)
MSG_SYSTEM_250	Encontrados
MSG_SYSTEM_304	Exibir mapa
MSG_SYSTEM_305	Rolagem rápida
MSG_SYSTEM_357	Rolagem
MSG_SYSTEM_306	Alternar exibição
MSG_SYSTEM_358	Mudar de mapa
MSG_SYSTEM_307	Confirmar
MSG_SYSTEM_308	Área de surgimento
MSG_SYSTEM_309	Resistência
MSG_SYSTEM_310	Tipo
MSG_SYSTEM_311	Regenerativo
MSG_SYSTEM_312	Mago
MSG_SYSTEM_313	Aquático
MSG_SYSTEM_314	Fera
MSG_SYSTEM_315	Morto-vivo
MSG_SYSTEM_316	Gigante
MSG_SYSTEM_317	Dragão
MSG_SYSTEM_318	Magia
MSG_SYSTEM_319	Selecione uma imagem para ver.
MSG_SYSTEM_320	Ocultar texto
MSG_SYSTEM_321	Batalha em RA
MSG_SYSTEM_361	Modo RA
MSG_SYSTEM_322	Câmera lig.
MSG_SYSTEM_323	Câmera deslig.
MSG_SYSTEM_324	Reorganizar inimigos
MSG_SYSTEM_325	Iniciar combate
MSG_SYSTEM_326	Ocultar menu
MSG_SYSTEM_327	Permitir que FINAL FANTASY tenha acesso às suas fotos?
MSG_SYSTEM_328	Permitir
MSG_SYSTEM_329	Recusar
MSG_SYSTEM_355	Encerrar batalha em RA?
MSG_SYSTEM_367	O recurso RA deste aplicativo utiliza a câmera. Por favor, autorize o acesso do aplicativo à função de câmera.
MSG_SYSTEM_368	O aplicativo atualmente não tem acesso à câmera. Para usar o recurso RA, autorize o aplicativo ao acesso da função de câmera.
MSG_SYSTEM_369	Se optar por alterar as configurações do aplicativo posteriormente, permita que o aplicativo acesse a função de câmera nas configurações do seu dispositivo.
MSG_SYSTEM_371	A imagem da sua câmera servirá como fundo para a batalha.
MSG_SYSTEM_330	Selecione uma música para tocar.
MSG_SYSTEM_331	Tocar
MSG_SYSTEM_332	Pausar
MSG_SYSTEM_333	Tocar todas
MSG_SYSTEM_334	Não tocar todas
MSG_SYSTEM_359	Tocar todas
MSG_SYSTEM_251	Jogar o puzzle dos 15?
MSG_SYSTEM_252	Sair
MSG_SYSTEM_266	Sair do puzzle dos 15?
MSG_SYSTEM_300	Continuar puzzle dos 15?
MSG_PC_KEY_CONFIG_01	Backspace
MSG_PC_KEY_CONFIG_02	Enter
MSG_PC_KEY_CONFIG_03	Shift Esq.
MSG_PC_KEY_CONFIG_04	Shift Dir.
MSG_PC_KEY_CONFIG_05	Alt Esq.
MSG_PC_KEY_CONFIG_06	Alt Dir.
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Caps Lock
MSG_PC_KEY_CONFIG_09	Espaço
MSG_PC_KEY_CONFIG_10	Insert
MSG_PC_KEY_CONFIG_11	Home
MSG_PC_KEY_CONFIG_12	Delete
MSG_PC_KEY_CONFIG_13	Pause/Break
MSG_PC_KEY_CONFIG_14	Scroll Lock
MSG_PC_KEY_CONFIG_15	Enter Num.
MSG_SYSTEM_338	Salvar na nuvem
MSG_SYSTEM_339	Enviar
MSG_SYSTEM_340	Baixar
MSG_SYSTEM_341	Arquivos salvos locais
MSG_SYSTEM_342	Arquivos salvos na nuvem
MSG_SYSTEM_356	Detalhes
MSG_SYSTEM_343	Faça back-up dos seus arquivos salvos na nuvem.
MSG_SYSTEM_344	Envie os arquivos salvos locais e sobrescreva os dados na nuvem.
MSG_SYSTEM_345	Baixe os arquivos salvos na nuvem e sobrescreva os dados salvos locais.
MSG_SYSTEM_346	Todos os arquivos salvos serão enviados para a nuvem.
MSG_SYSTEM_347	Todos os arquivos salvos na nuvem serão sobrescritos.
MSG_SYSTEM_348	Envio para a nuvem concluído.
MSG_SYSTEM_349	Falha no envio para a nuvem.
MSG_SYSTEM_350	Verifique sua conexão à Internet.
MSG_SYSTEM_351	Todos os arquivos salvos serão baixados da nuvem.
MSG_SYSTEM_352	Todos os arquivos salvos locais serão sobrescritos.
MSG_SYSTEM_353	Download da nuvem concluído.
MSG_SYSTEM_354	Falha no download da nuvem.
MSG_SYSTEM_363	Sincronizando…
MSG_SYSTEM_364	Falha na sincronização de dados.
MSG_SYSTEM_365	Falha na rede.
MSG_SYSTEM_366	Tentar novamente
MSG_SYSTEM_360	Carregando...
MSG_SYSTEM_372	Falha na verificação da licença. O aplicativo será encerrado.
MSG_SYSTEM_373	Verifique as configurações do dispositivo e a conexão à Internet e reinicie o aplicativo.

