MSG_JOB_NAME_01	戦士
MSG_MON_ATK_09	にらみ
MSG_MON_ATK_10	にらみ
MSG_MON_ATK_15	石化ガス
MSG_MON_ATK_16	マインドブラスト
MSG_MON_ATK_17	毒ガス
MSG_MON_ATK_18	稲妻
MSG_MON_ATK_19	即死ガス
MSG_MON_ATK_20	鼻息
MSG_MON_ATK_21	核攻撃
MSG_MON_ATK_22	スミ
MSG_MON_ATK_23	毒針
MSG_MON_ATK_24	にらみ
MSG_MON_ATK_25	津波
MSG_MON_ATK_26	竜巻
MSG_LOCATION_STICK	(AREA_NAME)　(MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	ワールドマップ
MSG_MAP_NAME_02	エルフの城
MSG_MAP_NAME_03	エルフの町
MSG_MAP_NAME_04	オンラクの町
MSG_MAP_NAME_05	ガイアの町
MSG_MAP_NAME_06	キャラバン
MSG_MAP_NAME_07	クレセントレイクの町
MSG_MAP_NAME_08	コーネリア城
MSG_MAP_NAME_09	コーネリアの町
MSG_MAP_NAME_10	西の城
MSG_MAP_NAME_11	港町プラボカ
MSG_MAP_NAME_12	メルモンドの町
MSG_MAP_NAME_13	ルフェイン人の町
MSG_MAP_NAME_14	アースの洞窟
MSG_MAP_NAME_15	カオス神殿
MSG_MAP_NAME_16	巨人の洞窟
MSG_MAP_NAME_17	グルグ火山
MSG_MAP_NAME_18	賢者の洞窟
MSG_MAP_NAME_19	氷の洞窟
MSG_MAP_NAME_20	試練の城
MSG_MAP_NAME_21	滝の裏の洞窟
MSG_MAP_NAME_22	ドラゴンの洞窟
MSG_MAP_NAME_23	ドワーフの洞窟
MSG_MAP_NAME_24	沼の洞窟
MSG_MAP_NAME_25	マトーヤの洞窟
MSG_MAP_NAME_26	ミラージュの塔
MSG_MAP_NAME_27	海底神殿
MSG_MAP_NAME_28	浮遊城
MSGARA_NAME_01	Ｂ１Ｆ
MSGARA_NAME_02	Ｂ２Ｆ
MSGARA_NAME_03	Ｂ３Ｆ
MSGARA_NAME_04	Ｂ４Ｆ
MSGARA_NAME_05	Ｂ５Ｆ
MSGARA_NAME_06	１Ｆ
MSGARA_NAME_07	２Ｆ
MSGARA_NAME_08	３Ｆ
MSGARA_NAME_09	４Ｆ
MSGARA_NAME_10	５Ｆ
MSGARA_NAME_11	宿屋
MSGARA_NAME_12	武器屋
MSGARA_NAME_13	防具屋
MSGARA_NAME_14	道具屋
MSGARA_NAME_15	白魔法屋
MSGARA_NAME_16	黒魔法屋
MSG_NAME_LIST_01	アンガス
MSG_NAME_LIST_02	アンディ
MSG_NAME_LIST_03	エイダン
MSG_NAME_LIST_04	エリアル
MSG_NAME_LIST_05	グランツ
MSG_NAME_LIST_06	クレア
MSG_NAME_LIST_07	ケイリー
MSG_NAME_LIST_08	コラード
MSG_NAME_LIST_09	セレーナ
MSG_NAME_LIST_10	フランク
MSG_NAME_LIST_11	モーガン
MSG_NAME_LIST_12	ユベール
MSG_NAME_LIST_13	ライリー
MSG_NAME_LIST_14	リコ
MSG_NAME_LIST_15	ルーカス
MSG_NAME_LIST_16	ルーク
MSG_NAME_LIST_17	レイ
MSG_NAME_LIST_18	レオン
MSG_NAME_LIST_19	ロビン
MSG_NAME_LIST_20	ロレンツ
MSG_SYSTEM_001	とじる
MSG_SYSTEM_002	もどる
MSG_SYSTEM_003	はい
MSG_SYSTEM_004	いいえ
MSG_SYSTEM_010	/
MSG_SYSTEM_011	：
MSG_SYSTEM_015	×
MSG_SYSTEM_017	効果がなかった
MSG_SYSTEM_018	逃げ出した
MSG_SYSTEM_019	逃げられない！
MSG_SYSTEM_020	先制攻撃のチャンス！
MSG_SYSTEM_021	モンスターの先制攻撃！
MSG_SYSTEM_022	全滅した……
MSG_SYSTEM_023	獲得ギル
MSG_SYSTEM_024	獲得経験値
MSG_SYSTEM_025	獲得アイテム
MSG_SYSTEM_026	次へ
MSG_SYSTEM_027	終了
MSG_SYSTEM_028	ＬＥＶＥＬ　ＵＰ
MSG_SYSTEM_029	たたかう
MSG_SYSTEM_030	ぼうぎょ
MSG_SYSTEM_031	そうび
MSG_SYSTEM_032	にげる
MSG_SYSTEM_033	石化
MSG_SYSTEM_034	毒
MSG_SYSTEM_035	暗闇
MSG_SYSTEM_036	マヒ
MSG_SYSTEM_037	眠り
MSG_SYSTEM_038	沈黙
MSG_SYSTEM_039	戦闘不能
MSG_SYSTEM_040	ミス!!
MSG_SYSTEM_041	HIT
MSG_SYSTEM_288	HIT
MSG_SYSTEM_042	アイテム
MSG_SYSTEM_043	まほう
MSG_SYSTEM_044	そうび
MSG_SYSTEM_045	ステータス
MSG_SYSTEM_046	ならびかえ
MSG_SYSTEM_047	コンフィグ
MSG_SYSTEM_048	ちゅうだん
MSG_SYSTEM_049	セーブ
MSG_SYSTEM_050	ギル
MSG_SYSTEM_051	ＴＩＭＥ
MSG_SYSTEM_052	ＬＶ
MSG_SYSTEM_053	ＨＰ
MSG_SYSTEM_283	ＭＰ
MSG_SYSTEM_054	だいじなもの
MSG_SYSTEM_055	せいとん
MSG_SYSTEM_056	つかう
MSG_SYSTEM_057	(STATUS_NAME)＋(VALUE_NUM)
MSG_SYSTEM_058	(STATUS_NAME)－(VALUE_NUM)
MSG_SYSTEM_059	(FULL_SPACE)
MSG_SYSTEM_060	アイテムを持っていません。
MSG_SYSTEM_061	大事なものを持っていません。
MSG_SYSTEM_293	バトルで使用できるアイテムを持っていません。
MSG_SYSTEM_279	装備できるキャラクターがいません。
MSG_SYSTEM_063	わすれる
MSG_SYSTEM_064	選択した魔法を忘れます。\nよろしいですか？
MSG_SYSTEM_065	魔法は使えません。
MSG_SYSTEM_066	さいきょう
MSG_SYSTEM_067	はずす
MSG_SYSTEM_068	すべてはずす
MSG_SYSTEM_069	すで
MSG_SYSTEM_070	なし
MSG_SYSTEM_071	武器
MSG_SYSTEM_072	盾
MSG_SYSTEM_073	頭
MSG_SYSTEM_074	体
MSG_SYSTEM_075	腕
MSG_SYSTEM_077	経験値
MSG_SYSTEM_078	ＮＥＸＴ
MSG_SYSTEM_079	力
MSG_SYSTEM_080	素早さ
MSG_SYSTEM_081	知性
MSG_SYSTEM_082	体力
MSG_SYSTEM_083	幸運
MSG_SYSTEM_084	攻撃力
MSG_SYSTEM_085	命中率
MSG_SYSTEM_086	防御力
MSG_SYSTEM_087	回避率
MSG_SYSTEM_088	コマンド
MSG_SYSTEM_089	データ
MSG_SYSTEM_091	ＥＭＰＴＹ
MSG_SYSTEM_298	yyyy/MM/dd　H:mm
MSG_SYSTEM_093	誰に使いますか？
MSG_SYSTEM_094	味方全体
MSG_SYSTEM_095	味方単体
MSG_SYSTEM_096	敵全体
MSG_SYSTEM_097	敵単体
MSG_SYSTEM_098	全体
MSG_SYSTEM_099	操作説明
MSG_SYSTEM_100	コマンド切り替え
MSG_SYSTEM_101	装備変更
MSG_SYSTEM_102	アイテム選択
MSG_SYSTEM_103	選択
MSG_SYSTEM_104	ページアップ/ダウン
MSG_SYSTEM_105	メニューを閉じる
MSG_SYSTEM_106	キャンセル
MSG_SYSTEM_107	説明文切り替え
MSG_SYSTEM_362	おりる
MSG_SYSTEM_285	拡大
MSG_SYSTEM_286	縮小
MSG_SYSTEM_287	移動
MSG_SYSTEM_108	じぶんで
MSG_SYSTEM_299	武器
MSG_SYSTEM_109	防具
MSG_SYSTEM_110	名前
MSG_SYSTEM_111	自分でアイテムを選択して並べ替えます。
MSG_SYSTEM_112	消費アイテムを先頭にして自動で並べ替えます。
MSG_SYSTEM_113	武器を先頭にして自動で並べ替えます。
MSG_SYSTEM_114	防具を先頭にして自動で並べ替えます。
MSG_SYSTEM_115	アイテムを五十音順に自動で並べ替えます。
MSG_SYSTEM_116	一時停止/再開
MSG_SYSTEM_118	敵選択時：全体/単体切り替え
MSG_SYSTEM_119	味方選択時：全体/単体切り替え
MSG_SYSTEM_120	リスト選択時：ページアップ
MSG_SYSTEM_121	リスト選択時：ページダウン
MSG_SYSTEM_123	オートバトル開始/終了
MSG_SYSTEM_124	一時停止/再開
MSG_SYSTEM_126	戻る/キャンセル
MSG_SYSTEM_127	アイテム選択から装備変更に切り替え
MSG_SYSTEM_128	装備変更からアイテム選択に切り替え
MSG_SYSTEM_129	対象を単体から全体に切り替え
MSG_SYSTEM_130	対象を全体から単体に切り替え
MSG_SYSTEM_131	初期設定に戻す
MSG_SYSTEM_133	変更
MSG_SYSTEM_134	へいっ、いらっしゃい！
MSG_SYSTEM_139	いくつ買ってくれるんだいっ？
MSG_SYSTEM_142	いくつ売ってくれるんだいっ？
MSG_SYSTEM_143	まいどありーっ！
MSG_SYSTEM_144	どの魔法を覚えていくのかね？
MSG_SYSTEM_150	ありがとうございます。
MSG_SYSTEM_155	(FG_MAGC_N)を忘れて(LE_MAGC_N)を覚えるのかね？
MSG_SYSTEM_156	(MAGC_N)を覚えるのかね？
MSG_SYSTEM_157	この魔法を買うのかい？
MSG_SYSTEM_158	武器屋
MSG_SYSTEM_159	防具屋
MSG_SYSTEM_160	道具屋
MSG_SYSTEM_161	白魔法屋
MSG_SYSTEM_162	黒魔法屋
MSG_SYSTEM_337	キャラバン
MSG_SYSTEM_163	価格
MSG_SYSTEM_164	購入数
MSG_SYSTEM_165	売却数
MSG_SYSTEM_166	合計
MSG_SYSTEM_167	ＬＶ(MAGC_L)の魔法
MSG_SYSTEM_168	覚えられない
MSG_SYSTEM_169	習得済み
MSG_SYSTEM_171	かう
MSG_SYSTEM_172	うる
MSG_SYSTEM_173	でる
MSG_SYSTEM_174	所持数
MSG_SYSTEM_175	装備数
MSG_SYSTEM_176	重さ
MSG_SYSTEM_177	ニューゲーム
MSG_SYSTEM_178	ロードゲーム
MSG_SYSTEM_179	TAP TO START
MSG_SYSTEM_180	PRESS ANY BUTTON
MSG_SYSTEM_181	©SQUARE ENIX CO., LTD. All Rights Reserved.\nLOGO & IMAGE ILLUSTRATION: ©YOSHITAKA AMANO
MSG_SYSTEM_183	名前と職業を決めてください。
MSG_SYSTEM_184	決定
MSG_SYSTEM_185	すべて決定
MSG_SYSTEM_187	名前が決められていません。
MSG_SYSTEM_188	このパーティーで始めますか？
MSG_SYSTEM_190	職業を決めてください。
MSG_SYSTEM_191	名前を決めてください。
MSG_SYSTEM_281	※全角６文字、半角１２文字まで
MSG_SYSTEM_192	この名前でいいですか？
MSG_SYSTEM_193	おまかせ
MSG_SYSTEM_195	※特殊な文字や記号などは\n正しく表示されない可能性があります
MSG_SYSTEM_196	タイトル画面に戻ります。\n設定した内容は破棄されますがよろしいですか？
MSG_SYSTEM_197	職業
MSG_SYSTEM_198	職業を変更できます。
MSG_SYSTEM_199	名前を変更できます。
MSG_SYSTEM_200	エクストラ
MSG_SYSTEM_201	オプション
MSG_SYSTEM_202	モンスター図鑑
MSG_SYSTEM_203	サウンドプレイヤー
MSG_SYSTEM_206	プライバシーポリシー
MSG_SYSTEM_207	ライセンス
MSG_SYSTEM_282	ギャラリー
MSG_SYSTEM_208	宝箱
MSG_SYSTEM_209	アイテム
MSG_SYSTEM_210	お知らせ
MSG_SYSTEM_284	タップ移動モード
MSG_SYSTEM_212	セーブが完了しました。
MSG_SYSTEM_213	このデータに上書きしてセーブしますか？
MSG_SYSTEM_289	セーブデータが壊れています。
MSG_SYSTEM_290	セーブに失敗しました。
MSG_SYSTEM_215	オートセーブ
MSG_SYSTEM_216	中断セーブ
MSG_SYSTEM_295	クリアセーブ
MSG_SYSTEM_217	ここまでの状態をセーブしますか？
MSG_SYSTEM_218	中断セーブが完了しました。
MSG_SYSTEM_291	中断データが壊れています。
MSG_SYSTEM_292	中断セーブに失敗しました。
MSG_SYSTEM_370	ゲームのプレイに必要なストレージが足りません。\n不要なデータを削除して空きストレージを確保してください。
MSG_SYSTEM_219	このデータで始めますか？
MSG_SYSTEM_220	クリアデータをセーブしますか？
MSG_SYSTEM_221	※ラストバトル直前の状態でセーブされます
MSG_SYSTEM_222	セーブが完了しました。\nタイトル画面に戻りますか？
MSG_SYSTEM_223	クリアデータをセーブしていません。\nこのままタイトル画面に戻りますか？
MSG_SYSTEM_228	現在位置
MSG_SYSTEM_229	船
MSG_SYSTEM_230	飛空艇
MSG_SYSTEM_335	最新のセーブデータから再開しますか？
MSG_CFG_INF_01	システム
MSG_CFG_INF_02	カーソル位置記憶
MSG_CFG_INF_03	オートバトル継続
MSG_CFG_INF_05	言語設定
MSG_CFG_INF_06	タイトルに戻る
MSG_CFG_INF_07	ゲームを終了する
MSG_CFG_INF_93	画面設定
MSG_CFG_INF_09	画面モード
MSG_CFG_INF_94	解像度
MSG_CFG_INF_153	グラフィック表示
MSG_CFG_INF_10	色覚サポート
MSG_CFG_INF_11	明るさ設定
MSG_CFG_INF_12	サウンド
MSG_CFG_INF_13	マスター音量
MSG_CFG_INF_14	BGM音量
MSG_CFG_INF_15	SE音量
MSG_CFG_INF_95	前回のカーソル位置を記憶しておくか設定できます。
MSG_CFG_INF_96	オートバトルを次のバトルにも引き継ぐか設定できます。
MSG_CFG_INF_98	色覚補助機能の設定ができます。
MSG_CFG_INF_99	画面の明るさを設定できます。
MSG_CFG_INF_100	ゲーム全体の音量を設定できます。
MSG_CFG_INF_101	ＢＧＭの音量を設定できます。
MSG_CFG_INF_102	ＳＥの音量を設定できます。
MSG_CFG_INF_104	ゲームパッドの操作ボタンを設定できます。
MSG_CFG_INF_105	キーボードの操作キーを設定できます。
MSG_CFG_INF_106	タイトル画面に戻ります。セーブされていないデータは破棄されます。
MSG_CFG_INF_107	ゲームを終了します。セーブされていないデータは破棄されます。
MSG_CFG_INF_108	ゲームパッドの操作ボタンを初期設定に戻します。
MSG_CFG_INF_109	キーボードの操作キーを初期設定に戻します。
MSG_CFG_INF_158	画面のグラフィックの見え方を設定できます。
MSG_CFG_INF_18	ゲームパッド設定
MSG_CFG_INF_19	決定
MSG_CFG_INF_21	メニューを開く/閉じる
MSG_CFG_INF_23	ページアップ
MSG_CFG_INF_24	ページダウン
MSG_CFG_INF_25	キャラクター表示切り替え（左送り）
MSG_CFG_INF_26	キャラクター表示切り替え（右送り）
MSG_CFG_INF_28	キーボード設定
MSG_CFG_INF_29	上方向に移動
MSG_CFG_INF_30	下方向に移動
MSG_CFG_INF_31	左方向に移動
MSG_CFG_INF_32	右方向に移動
MSG_CFG_INF_135	キーボード
MSG_CFG_INF_136	マウス
MSG_CFG_INF_33	ゲームパッド操作方法
MSG_CFG_INF_110	走る（押しながら移動）
MSG_CFG_INF_113	オートバトルＯＮ/ＯＦＦ
MSG_CFG_INF_114	マップを開く/閉じる
MSG_CFG_INF_115	ミニマップ表示/非表示
MSG_CFG_INF_148	一時停止（バトル中）
MSG_CFG_INF_34	キーボード操作方法
MSG_CFG_INF_116	ページスクロール
MSG_CFG_INF_117	フィールド画面
MSG_CFG_INF_118	メニューを開く
MSG_CFG_INF_119	マップを開く
MSG_CFG_INF_120	移動モード切り替え
MSG_CFG_INF_121	話す
MSG_CFG_INF_137	調べる
MSG_CFG_INF_123	バトル画面
MSG_CFG_INF_35	フィールド画面ＵＩ表示位置
MSG_CFG_INF_37	移動パッド表示位置
MSG_CFG_INF_38	メニュー画面ＵＩ表示位置
MSG_CFG_INF_39	メニューコマンド表示位置
MSG_CFG_INF_40	バトル画面ＵＩ表示位置
MSG_CFG_INF_41	バトルコマンド表示位置
MSG_CFG_INF_154	グラフィック設定
MSG_CFG_INF_42	操作方法確認
MSG_CFG_INF_43	ＯＮ
MSG_CFG_INF_44	ＯＦＦ
MSG_CFG_INF_45	左
MSG_CFG_INF_46	右
MSG_CFG_INF_156	通常
MSG_CFG_INF_157	アナログ
MSG_CFG_INF_48	遅い
MSG_CFG_INF_49	やや遅い
MSG_CFG_INF_50	標準
MSG_CFG_INF_51	やや速い
MSG_CFG_INF_52	速い
MSG_CFG_INF_129	言語
MSG_CFG_INF_53	日本語
MSG_CFG_INF_54	English（英語）
MSG_CFG_INF_55	Français（フランス語）
MSG_CFG_INF_56	Italiano（イタリア語）
MSG_CFG_INF_57	Deutsch（ドイツ語）
MSG_CFG_INF_58	Español（スペイン語）
MSG_CFG_INF_59	한국어（韓国語）
MSG_CFG_INF_60	繁體中文（繁体字）
MSG_CFG_INF_61	简体中文（簡体字）
MSG_CFG_INF_62	русский（ロシア語）
MSG_CFG_INF_63	ภาษาไทย（タイ語）
MSG_CFG_INF_64	Português brasileiro（ブラジルポルトガル語）
MSG_CFG_INF_66	フルスクリーン
MSG_CFG_INF_67	ウィンドウ
MSG_CFG_INF_68	ボーダーレスウィンドウ
MSG_CFG_INF_69	なし
MSG_CFG_INF_70	１型
MSG_CFG_INF_71	２型
MSG_CFG_INF_72	３型
MSG_CFG_INF_76	選択した言語に変更しますか？
MSG_CFG_INF_130	※変更後にゲームを再起動します
MSG_CFG_INF_78	選択した画面設定に変更しますか？
MSG_CFG_INF_89	タイトル画面に戻ります。
MSG_CFG_INF_131	保存していない内容は破棄されます。
MSG_CFG_INF_132	よろしいですか？
MSG_CFG_INF_155	設定する言語を選択してください。
MSG_SYSTEM_231	ゲームを終了します。
MSG_SYSTEM_232	ここまでのプレイはオートセーブされます。\nゲームを終了しますか？
MSG_SYSTEM_234	？？？？？？？？
MSG_SYSTEM_235	魔法防御
MSG_SYSTEM_238	弱点
MSG_SYSTEM_239	なし
MSG_SYSTEM_240	炎
MSG_SYSTEM_241	冷気
MSG_SYSTEM_242	雷
MSG_SYSTEM_243	ディア系
MSG_SYSTEM_245	精神
MSG_SYSTEM_247	大地
MSG_SYSTEM_248	時空
MSG_SYSTEM_301	即死
MSG_SYSTEM_302	毒
MSG_SYSTEM_336	混乱
MSG_SYSTEM_249	倒した数
MSG_SYSTEM_250	遭遇したモンスター
MSG_SYSTEM_304	マップ表示
MSG_SYSTEM_305	高速移動
MSG_SYSTEM_357	スクロール
MSG_SYSTEM_306	表示切り替え
MSG_SYSTEM_358	マップ切り替え
MSG_SYSTEM_307	確認
MSG_SYSTEM_308	出現場所
MSG_SYSTEM_309	耐性
MSG_SYSTEM_310	種族
MSG_SYSTEM_311	再生
MSG_SYSTEM_312	魔法使い
MSG_SYSTEM_313	水生
MSG_SYSTEM_314	獣
MSG_SYSTEM_315	アンデッド
MSG_SYSTEM_316	巨人
MSG_SYSTEM_317	ドラゴン
MSG_SYSTEM_318	魔法生物
MSG_SYSTEM_319	観賞したい画像を選択してください。
MSG_SYSTEM_320	ウィンドウ非表示
MSG_SYSTEM_321	ＡＲバトル
MSG_SYSTEM_361	ＡＲモード
MSG_SYSTEM_322	カメラＯＮ
MSG_SYSTEM_323	カメラＯＦＦ
MSG_SYSTEM_324	編成切り替え
MSG_SYSTEM_325	バトル開始
MSG_SYSTEM_326	ＵＩ非表示
MSG_SYSTEM_327	FINAL FANTASYに写真の撮影を許可しますか？
MSG_SYSTEM_328	許可する
MSG_SYSTEM_329	許可しない
MSG_SYSTEM_355	ＡＲバトルを終了しますか？
MSG_SYSTEM_367	このアプリはＡＲ機能でカメラを使用します。\nカメラへのアクセスを許可してください。
MSG_SYSTEM_368	現在、このアプリはカメラへの\nアクセスを許可されていません。\nＡＲ機能を使用するためには、\nカメラへのアクセスを許可してください。
MSG_SYSTEM_369	あとで設定を行う場合は\n端末の設定画面から、このアプリの\nカメラへのアクセスを許可してください。
MSG_SYSTEM_371	カメラに映したものをバトルの背景に使用します。
MSG_SYSTEM_330	再生したい楽曲を選択してください。
MSG_SYSTEM_331	再生
MSG_SYSTEM_332	停止
MSG_SYSTEM_333	連続再生ＯＮ
MSG_SYSTEM_334	連続再生ＯＦＦ
MSG_SYSTEM_359	連続再生
MSG_SYSTEM_251	１５パズルをプレイしますか？
MSG_SYSTEM_252	やめる
MSG_SYSTEM_266	１５パズルを終わりますか？
MSG_SYSTEM_300	１５パズルを続けますか？
MSG_PC_KEY_CONFIG_01	BackSpace
MSG_PC_KEY_CONFIG_02	Enter
MSG_PC_KEY_CONFIG_03	Shift(L)
MSG_PC_KEY_CONFIG_04	Shift(R)
MSG_PC_KEY_CONFIG_05	Alt(L)
MSG_PC_KEY_CONFIG_06	Alt(R)
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Caps Lock
MSG_PC_KEY_CONFIG_09	Space
MSG_PC_KEY_CONFIG_10	Insert
MSG_PC_KEY_CONFIG_11	Home
MSG_PC_KEY_CONFIG_12	Delete
MSG_PC_KEY_CONFIG_13	Pause
MSG_PC_KEY_CONFIG_14	ScrollLock
MSG_PC_KEY_CONFIG_15	Num Enter
MSG_SYSTEM_338	クラウドセーブ
MSG_SYSTEM_339	アップロード
MSG_SYSTEM_340	ダウンロード
MSG_SYSTEM_341	ゲーム内のデータ
MSG_SYSTEM_342	クラウドのデータ
MSG_SYSTEM_356	詳細
MSG_SYSTEM_343	セーブデータをクラウドにバックアップできます。
MSG_SYSTEM_344	ゲーム内のすべてのセーブデータを\nクラウドにアップロード（上書き）します。
MSG_SYSTEM_345	クラウドのすべてのセーブデータを\nゲーム内にダウンロード（上書き）します。
MSG_SYSTEM_346	クラウドにすべてのセーブデータをアップロードします。
MSG_SYSTEM_347	クラウドのセーブデータがすべて上書きされます。
MSG_SYSTEM_348	クラウドへのアップロードが完了しました。
MSG_SYSTEM_349	クラウドへのアップロードに失敗しました。
MSG_SYSTEM_350	通信状態を確認してください。
MSG_SYSTEM_351	クラウドからすべてのセーブデータをダウンロードします。
MSG_SYSTEM_352	ゲーム内のセーブデータがすべて上書きされます。
MSG_SYSTEM_353	クラウドからのダウンロードが完了しました。
MSG_SYSTEM_354	クラウドからのダウンロードに失敗しました。
MSG_SYSTEM_363	同期中…
MSG_SYSTEM_364	同期に失敗しました。
MSG_SYSTEM_365	通信に失敗しました。
MSG_SYSTEM_366	リトライ
MSG_SYSTEM_360	Now Loading…
MSG_SYSTEM_372	ライセンス認証に失敗しました。\nアプリを終了します。
MSG_SYSTEM_373	通信状態や端末の設定を確認し、\nアプリを再起動してください。

