MSG_JOB_NAME_01	Guerrier
MSG_MON_NAME_119	Sentinelle
MSG_MON_NAME_120	Liche
MSG_MON_NAME_121	Malyris
MSG_MON_NAME_122	Kraken
MSG_MON_NAME_123	Tiamat
MSG_MON_NAME_124	Chaos
MSG_MON_ATK_01	Blizzard
MSG_MON_ATK_02	Flammes
MSG_MON_ATK_03	Mauvais œil
MSG_MON_ATK_04	Mauvais œil
MSG_MON_ATK_05	Amaurose
MSG_MON_ATK_07	Commotion
MSG_MON_ATK_08	Mauvais œil
MSG_MON_ATK_09	Mauvais œil
MSG_MON_ATK_10	Mauvais œil
MSG_MON_ATK_15	Nuage pétrifiant
MSG_MON_ATK_16	Psychochoc
MSG_MON_ATK_17	Nuage fétide
MSG_MON_ATK_18	Éclair
MSG_MON_ATK_19	Nuage mortel
MSG_MON_ATK_20	Grondement
MSG_MON_ATK_21	Nucléo-attaque
MSG_MON_ATK_22	Encre
MSG_MON_ATK_23	Flèches empoisonnées
MSG_MON_ATK_24	Mauvais œil
MSG_MON_ATK_25	Tsunami
MSG_MON_ATK_26	Cyclone
MSG_LOCATION_STICK	(AREA_NAME) - (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	Mappemonde
MSG_MAP_NAME_02	Château Elfia
MSG_MAP_NAME_03	Elfia
MSG_MAP_NAME_04	Onlak
MSG_MAP_NAME_05	Gaïa
MSG_MAP_NAME_06	Caravane
MSG_MAP_NAME_07	Cité du croissant
MSG_MAP_NAME_08	Château de Cornélia
MSG_MAP_NAME_09	Cornélia
MSG_MAP_NAME_10	Fort ouest
MSG_MAP_NAME_11	Pravoka
MSG_MAP_NAME_12	Melmond
MSG_MAP_NAME_13	Lufénia
MSG_MAP_NAME_14	Caverne Terra
MSG_MAP_NAME_15	Temple du chaos
MSG_MAP_NAME_16	Grotte du géant
MSG_MAP_NAME_17	Mont Gulg
MSG_MAP_NAME_18	Antre du sage
MSG_MAP_NAME_19	Caverne gelée
MSG_MAP_NAME_20	Citadelle de l'épreuve
MSG_MAP_NAME_21	Caverne de la cascade
MSG_MAP_NAME_22	Grottes du dragon
MSG_MAP_NAME_23	Mont Duergar
MSG_MAP_NAME_24	Galeries du marais
MSG_MAP_NAME_25	Tanière de Matoya
MSG_MAP_NAME_26	Tour mirage
MSG_MAP_NAME_27	Palais englouti
MSG_MAP_NAME_28	Forteresse volante
MSGARA_NAME_01	1er sous-sol
MSGARA_NAME_02	2e sous-sol
MSGARA_NAME_03	3e sous-sol
MSGARA_NAME_04	4e sous-sol
MSGARA_NAME_05	5e sous-sol
MSGARA_NAME_06	rez-de-chaussée
MSGARA_NAME_07	1er étage
MSGARA_NAME_08	2e étage
MSGARA_NAME_09	3e étage
MSGARA_NAME_10	4e étage
MSGARA_NAME_11	auberge
MSGARA_NAME_12	armes
MSGARA_NAME_13	armures
MSGARA_NAME_14	objets
MSGARA_NAME_15	magie blanche
MSGARA_NAME_16	magie noire
MSG_NAME_LIST_01	Angus
MSG_NAME_LIST_02	Andy
MSG_NAME_LIST_03	Aidan
MSG_NAME_LIST_04	Ariel
MSG_NAME_LIST_05	Grantz
MSG_NAME_LIST_06	Clare
MSG_NAME_LIST_07	Cary
MSG_NAME_LIST_08	Corrado
MSG_NAME_LIST_09	Seren
MSG_NAME_LIST_10	Frank
MSG_NAME_LIST_11	Morgan
MSG_NAME_LIST_12	Hubert
MSG_NAME_LIST_13	Riley
MSG_NAME_LIST_14	Rico
MSG_NAME_LIST_15	Lucas
MSG_NAME_LIST_16	Luc
MSG_NAME_LIST_17	Ray
MSG_NAME_LIST_18	Léon
MSG_NAME_LIST_19	Robin
MSG_NAME_LIST_20	Laurence
MSG_SYSTEM_001	Fermer
MSG_SYSTEM_002	Retour
MSG_SYSTEM_003	Oui
MSG_SYSTEM_004	Non
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	x
MSG_SYSTEM_017	Aucun effet.
MSG_SYSTEM_018	Fuite !
MSG_SYSTEM_019	Vous ne pouvez pas vous échapper !
MSG_SYSTEM_020	Vous avez l'avantage !
MSG_SYSTEM_021	Embuscade !
MSG_SYSTEM_022	Votre équipe est vaincue...
MSG_SYSTEM_023	Gils
MSG_SYSTEM_024	EXP
MSG_SYSTEM_025	Butin
MSG_SYSTEM_026	Suivant
MSG_SYSTEM_027	Terminer
MSG_SYSTEM_028	NIVEAU SUP.
MSG_SYSTEM_029	Attaque
MSG_SYSTEM_030	Défense
MSG_SYSTEM_031	Équiper
MSG_SYSTEM_032	Fuite
MSG_SYSTEM_033	Fossile
MSG_SYSTEM_034	Poison
MSG_SYSTEM_035	Aveugle
MSG_SYSTEM_036	Paralysie
MSG_SYSTEM_037	Sommeil
MSG_SYSTEM_038	Mutisme
MSG_SYSTEM_039	KO
MSG_SYSTEM_040	Raté
MSG_SYSTEM_041	coup
MSG_SYSTEM_288	coups
MSG_SYSTEM_042	Objets
MSG_SYSTEM_043	Magie
MSG_SYSTEM_044	Équipement
MSG_SYSTEM_045	État
MSG_SYSTEM_046	Position
MSG_SYSTEM_047	Réglages
MSG_SYSTEM_048	Sauvegarde rapide
MSG_SYSTEM_049	Sauvegarde
MSG_SYSTEM_050	Gils
MSG_SYSTEM_051	Temps
MSG_SYSTEM_052	Niv.
MSG_SYSTEM_053	PV
MSG_SYSTEM_283	PM
MSG_SYSTEM_054	Objets clés
MSG_SYSTEM_055	Classer
MSG_SYSTEM_056	Utiliser
MSG_SYSTEM_057	(STATUS_NAME) +(VALUE_NUM)
MSG_SYSTEM_058	(STATUS_NAME) -(VALUE_NUM)
MSG_SYSTEM_059	(HALF_SPACE)
MSG_SYSTEM_060	Aucun objet.
MSG_SYSTEM_061	Aucun objet clé.
MSG_SYSTEM_293	Aucun objet qui peut être utilisé en combat.
MSG_SYSTEM_279	Personne ne peut s'en équiper.
MSG_SYSTEM_063	Jeter
MSG_SYSTEM_064	Voulez-vous jeter ce sort ?
MSG_SYSTEM_065	Ce personnage ne connaît aucun sort de magie.
MSG_SYSTEM_066	Optimal
MSG_SYSTEM_067	Enlever
MSG_SYSTEM_068	Tout enlever
MSG_SYSTEM_069	---
MSG_SYSTEM_070	---
MSG_SYSTEM_071	Arme
MSG_SYSTEM_072	Bouclier
MSG_SYSTEM_073	Tête
MSG_SYSTEM_074	Corps
MSG_SYSTEM_075	Mains
MSG_SYSTEM_077	EXP
MSG_SYSTEM_078	Niveau suivant
MSG_SYSTEM_079	Force
MSG_SYSTEM_080	Agilité
MSG_SYSTEM_081	Sagesse
MSG_SYSTEM_082	Vigueur
MSG_SYSTEM_083	Chance
MSG_SYSTEM_084	Attaque
MSG_SYSTEM_085	Précision
MSG_SYSTEM_086	Défense
MSG_SYSTEM_087	Esquive
MSG_SYSTEM_088	Menu de combat
MSG_SYSTEM_089	Sauvegarde
MSG_SYSTEM_091	Vide
MSG_SYSTEM_298	dd/MM/yyyy　H:mm
MSG_SYSTEM_093	Choisissez une cible.
MSG_SYSTEM_094	Alliés
MSG_SYSTEM_095	Allié
MSG_SYSTEM_096	Ennemis
MSG_SYSTEM_097	Ennemi
MSG_SYSTEM_098	Tous
MSG_SYSTEM_099	Fonction des touches
MSG_SYSTEM_100	Autres commandes
MSG_SYSTEM_101	Changer l'équipement
MSG_SYSTEM_102	Choisir un objet
MSG_SYSTEM_103	Choisir
MSG_SYSTEM_104	Page précédente / Page suivante
MSG_SYSTEM_105	Fermer le menu
MSG_SYSTEM_106	Annuler
MSG_SYSTEM_107	Permuter la description
MSG_SYSTEM_362	Atterrir
MSG_SYSTEM_285	Agrandir
MSG_SYSTEM_286	Réduire
MSG_SYSTEM_287	Se déplacer
MSG_SYSTEM_108	Manuellement
MSG_SYSTEM_299	Armes
MSG_SYSTEM_109	Armures
MSG_SYSTEM_110	Nom
MSG_SYSTEM_111	Classer l'inventaire manuellement.
MSG_SYSTEM_112	Classer l'inventaire en mettant les objets consommables en tête de liste.
MSG_SYSTEM_113	Classer l'inventaire en mettant les armes en tête de liste.
MSG_SYSTEM_114	Classer l'inventaire en mettant les armures en tête de liste.
MSG_SYSTEM_115	Classer l'inventaire en suivant l'ordre du système syllabaire.
MSG_SYSTEM_116	Pause / Continuer
MSG_SYSTEM_118	Choisir une ou plusieurs cibles ennemies
MSG_SYSTEM_119	Choisir une ou plusieurs cibles alliées
MSG_SYSTEM_120	Faire défiler la liste vers le haut
MSG_SYSTEM_121	Faire défiler la liste vers le bas
MSG_SYSTEM_123	Activer ou désactiver le combat automatique
MSG_SYSTEM_124	Pause / Continuer
MSG_SYSTEM_126	Retour / Annuler
MSG_SYSTEM_127	Passer du menu Objets au menu Équipement
MSG_SYSTEM_128	Passer du menu Équipement au menu Objets
MSG_SYSTEM_129	Basculer entre une cible et toutes les cibles
MSG_SYSTEM_130	Basculer entre toutes les cibles et une cible
MSG_SYSTEM_131	Rétablir les réglages par défaut
MSG_SYSTEM_133	Changer
MSG_SYSTEM_134	Bienvenue !
MSG_SYSTEM_139	Combien en voulez-vous ?
MSG_SYSTEM_142	Combien en vendez-vous ?
MSG_SYSTEM_143	Merci !
MSG_SYSTEM_144	Je peux vous aider ?
MSG_SYSTEM_150	Merci.
MSG_SYSTEM_155	Vous voulez jeter le sort (FG_MAGC_N) et apprendre le sort (LE_MAGC_N) ?
MSG_SYSTEM_156	Vous voulez apprendre le sort (MAGC_N) ?
MSG_SYSTEM_157	Ce sort vous intéresse ?
MSG_SYSTEM_158	Armes
MSG_SYSTEM_159	Armures
MSG_SYSTEM_160	Objets
MSG_SYSTEM_161	Magie blanche
MSG_SYSTEM_162	Magie noire
MSG_SYSTEM_337	Caravane
MSG_SYSTEM_163	Prix
MSG_SYSTEM_164	Quantité
MSG_SYSTEM_165	Quantité
MSG_SYSTEM_166	Total
MSG_SYSTEM_167	Sort de niv. (MAGC_L)
MSG_SYSTEM_168	Inutilisable
MSG_SYSTEM_169	Appris
MSG_SYSTEM_171	Acheter
MSG_SYSTEM_172	Vendre
MSG_SYSTEM_173	Sortir
MSG_SYSTEM_174	En stock
MSG_SYSTEM_175	Équipé
MSG_SYSTEM_176	Poids
MSG_SYSTEM_177	Nouvelle partie
MSG_SYSTEM_178	Charger une partie
MSG_SYSTEM_179	TOUCHEZ L'ÉCRAN
MSG_SYSTEM_180	APPUYEZ SUR UNE TOUCHE
MSG_SYSTEM_181	©SQUARE ENIX CO., LTD. Tous droits réservés.\nLogo et illustration : ©YOSHITAKA AMANO
MSG_SYSTEM_183	Assignez un nom et une classe à chaque personnage.
MSG_SYSTEM_184	Valider
MSG_SYSTEM_185	Terminer
MSG_SYSTEM_187	Vous devez nommer chaque personnage.
MSG_SYSTEM_188	Commencer la partie avec cette équipe ?
MSG_SYSTEM_190	Choisissez une classe.
MSG_SYSTEM_191	Choisissez un nom.
MSG_SYSTEM_281	(Jusqu'à 12 caractères maximum ou 6 caractères spéciaux.)
MSG_SYSTEM_192	Est-ce que ce nom vous convient ?
MSG_SYSTEM_193	Suggestions de nom
MSG_SYSTEM_195	(Il est possible que les caractères spéciaux et\nles symboles ne s'affichent pas correctement.)
MSG_SYSTEM_196	Retourner à l'écran-titre sans sauvegarder les réglages ?
MSG_SYSTEM_197	Classe
MSG_SYSTEM_198	Permet de changer la classe.
MSG_SYSTEM_199	Permet de changer le nom.
MSG_SYSTEM_200	Extras
MSG_SYSTEM_201	Options
MSG_SYSTEM_202	Bestiaire
MSG_SYSTEM_203	Lecteur de musique
MSG_SYSTEM_206	Politique de confidentialité
MSG_SYSTEM_207	Licence
MSG_SYSTEM_282	Galerie
MSG_SYSTEM_208	Coffres
MSG_SYSTEM_209	Objets
MSG_SYSTEM_210	Avis
MSG_SYSTEM_284	Mode de déplacement tactile
MSG_SYSTEM_212	Sauvegarde réussie.
MSG_SYSTEM_213	Voulez-vous écraser ces données ?
MSG_SYSTEM_289	Le fichier de sauvegarde est corrompu.
MSG_SYSTEM_290	Échec de la sauvegarde.
MSG_SYSTEM_215	Sauvegarde automatique
MSG_SYSTEM_216	Sauvegarde rapide
MSG_SYSTEM_295	Partie finie
MSG_SYSTEM_217	Voulez-vous sauvegarder votre partie ?
MSG_SYSTEM_218	Sauvegarde rapide réussie.
MSG_SYSTEM_291	Le fichier de sauvegarde rapide est corrompu.
MSG_SYSTEM_292	Échec de la sauvegarde rapide.
MSG_SYSTEM_370	Il n'y a pas assez d'espace libre pour jouer au jeu. Veuillez libérer de l'espace en supprimant des données inutiles.
MSG_SYSTEM_219	Voulez-vous charger cette partie ?
MSG_SYSTEM_220	Voulez-vous sauvegarder votre partie finie ?
MSG_SYSTEM_221	(Cette sauvegarde permettra de reprendre la partie avant le combat ultime.)
MSG_SYSTEM_222	Sauvegarde réussie.\nVoulez-vous retourner à l'écran-titre ?
MSG_SYSTEM_223	Votre partie finie n'a pas été sauvegardée.\nVoulez-vous retourner à l'écran-titre ?
MSG_SYSTEM_228	Position actuelle
MSG_SYSTEM_229	Bateau
MSG_SYSTEM_230	Vaisseau
MSG_SYSTEM_335	Voulez-vous charger le fichier de sauvegarde le plus récent ?
MSG_CFG_INF_01	Système
MSG_CFG_INF_02	Curseur mémorisé
MSG_CFG_INF_03	Combat automatique mémorisé
MSG_CFG_INF_05	Paramètres de langue
MSG_CFG_INF_06	Retourner à l'écran-titre
MSG_CFG_INF_07	Quitter le jeu
MSG_CFG_INF_93	Paramètres de l'écran
MSG_CFG_INF_09	Mode
MSG_CFG_INF_94	Résolution
MSG_CFG_INF_153	Affichage graphique
MSG_CFG_INF_10	Mode daltonien
MSG_CFG_INF_11	Luminosité
MSG_CFG_INF_12	Son
MSG_CFG_INF_13	Volume principal
MSG_CFG_INF_14	Volume de la musique
MSG_CFG_INF_15	Volume des effets sonores
MSG_CFG_INF_95	Permet de mémoriser la position du curseur.
MSG_CFG_INF_96	Permet de garder le combat automatique activé.
MSG_CFG_INF_98	Permet de régler le mode daltonien.
MSG_CFG_INF_99	Permet de régler la luminosité de l'écran.
MSG_CFG_INF_100	Permet de régler le volume principal du jeu.
MSG_CFG_INF_101	Permet de régler le volume de la musique.
MSG_CFG_INF_102	Permet de régler le volume des effets sonores.
MSG_CFG_INF_104	Permet de régler la fonction des touches de la manette.
MSG_CFG_INF_105	Permet de régler la fonction des touches du clavier.
MSG_CFG_INF_106	Permet de retourner à l'écran-titre. Les données non sauvegardées seront perdues.
MSG_CFG_INF_107	Permet de quitter le jeu. Les données non sauvegardées seront perdues.
MSG_CFG_INF_108	Rétablir les fonctions par défaut des touches de la manette ?
MSG_CFG_INF_109	Rétablir les fonctions par défaut des touches du clavier ?
MSG_CFG_INF_158	Permet de régler le mode d'affichage graphique.
MSG_CFG_INF_18	Paramètres de la manette
MSG_CFG_INF_19	Valider
MSG_CFG_INF_21	Ouvrir ou fermer le menu
MSG_CFG_INF_23	Faire défiler vers le haut
MSG_CFG_INF_24	Faire défiler vers le bas
MSG_CFG_INF_25	Changer le personnage affiché (vers la gauche)
MSG_CFG_INF_26	Changer le personnage affiché (vers la droite)
MSG_CFG_INF_28	Paramètres du clavier
MSG_CFG_INF_29	Se déplacer vers le haut
MSG_CFG_INF_30	Se déplacer vers le bas
MSG_CFG_INF_31	Se déplacer vers la gauche
MSG_CFG_INF_32	Se déplacer vers la droite
MSG_CFG_INF_135	Clavier
MSG_CFG_INF_136	Souris
MSG_CFG_INF_33	Fonctions de la manette
MSG_CFG_INF_110	Courir (appuyer longuement en se déplaçant)
MSG_CFG_INF_113	Activer ou désactiver le combat automatique
MSG_CFG_INF_114	Ouvrir ou fermer la carte
MSG_CFG_INF_115	Ouvrir ou fermer la mini-carte
MSG_CFG_INF_148	Pause (pendant le combat)
MSG_CFG_INF_34	Fonctions du clavier
MSG_CFG_INF_116	Faire défiler la page
MSG_CFG_INF_117	Écran de la mappemonde
MSG_CFG_INF_118	Ouvrir le menu principal
MSG_CFG_INF_119	Ouvrir la carte
MSG_CFG_INF_120	Mode de déplacement
MSG_CFG_INF_121	Parler
MSG_CFG_INF_137	Examiner
MSG_CFG_INF_123	Écran de combat
MSG_CFG_INF_35	Position de l'IU sur la mappemonde
MSG_CFG_INF_37	Position de la croix de déplacement
MSG_CFG_INF_38	Position de l'IU sur l'écran de menu
MSG_CFG_INF_39	Position des commandes du menu
MSG_CFG_INF_40	Position de l'IU sur l'écran de combat
MSG_CFG_INF_41	Position des commandes de combat
MSG_CFG_INF_154	Paramètres graphiques
MSG_CFG_INF_42	Explication des commandes
MSG_CFG_INF_43	Oui
MSG_CFG_INF_44	Non
MSG_CFG_INF_45	Gauche
MSG_CFG_INF_46	Droite
MSG_CFG_INF_156	Mode standard
MSG_CFG_INF_157	Mode analogique
MSG_CFG_INF_48	Lente
MSG_CFG_INF_49	Assez lente
MSG_CFG_INF_50	Normale
MSG_CFG_INF_51	Assez rapide
MSG_CFG_INF_52	Rapide
MSG_CFG_INF_129	Langue
MSG_CFG_INF_53	日本語 (japonais)
MSG_CFG_INF_54	English (anglais)
MSG_CFG_INF_55	Français
MSG_CFG_INF_56	Italiano (italien)
MSG_CFG_INF_57	Deutsch (allemand)
MSG_CFG_INF_58	Español (espagnol)
MSG_CFG_INF_59	한국어 (coréen)
MSG_CFG_INF_60	繁體中文 (chinois traditionnel)
MSG_CFG_INF_61	简体中文 (chinois simplifié)
MSG_CFG_INF_62	Русский (russe)
MSG_CFG_INF_63	ภาษาไทย (thaï)
MSG_CFG_INF_64	Português brasileiro (portugais brésilien)
MSG_CFG_INF_66	Plein écran
MSG_CFG_INF_67	Fenêtré
MSG_CFG_INF_68	Fenêtré sans bordures
MSG_CFG_INF_69	Non
MSG_CFG_INF_70	Type nº 1
MSG_CFG_INF_71	Type nº 2
MSG_CFG_INF_72	Type nº 3
MSG_CFG_INF_76	Voulez-vous utiliser cette langue ?
MSG_CFG_INF_130	(Le jeu redémarrera après avoir effectué les changements.)
MSG_CFG_INF_78	Voulez-vous utiliser ces réglages ?
MSG_CFG_INF_89	Retour à l'écran-titre.
MSG_CFG_INF_131	Les réglages non sauvegardés seront ignorés.
MSG_CFG_INF_132	Est-ce que cela vous convient ?
MSG_CFG_INF_155	Choisissez une langue.
MSG_SYSTEM_231	Fermeture du jeu.
MSG_SYSTEM_232	Une sauvegarde automatique sera effectuée.\nVoulez-vous quitter le jeu ?
MSG_SYSTEM_234	???
MSG_SYSTEM_235	Psyché
MSG_SYSTEM_238	Vulnérabilité
MSG_SYSTEM_239	Rien
MSG_SYSTEM_240	Feu
MSG_SYSTEM_241	Glace
MSG_SYSTEM_242	Foudre
MSG_SYSTEM_243	Lumen
MSG_SYSTEM_245	Esprit
MSG_SYSTEM_247	Terre
MSG_SYSTEM_248	Temps
MSG_SYSTEM_301	Mort subite
MSG_SYSTEM_302	Poison
MSG_SYSTEM_336	Folie
MSG_SYSTEM_249	Vaincus
MSG_SYSTEM_250	Collection
MSG_SYSTEM_304	Mappemonde
MSG_SYSTEM_305	Déplacement rapide
MSG_SYSTEM_357	Faire défiler
MSG_SYSTEM_306	Autre image
MSG_SYSTEM_358	Permuter la carte
MSG_SYSTEM_307	Valider
MSG_SYSTEM_308	Emplacement
MSG_SYSTEM_309	Résistance
MSG_SYSTEM_310	Espèce
MSG_SYSTEM_311	Régénérative
MSG_SYSTEM_312	Mage
MSG_SYSTEM_313	Aquatique
MSG_SYSTEM_314	Bête
MSG_SYSTEM_315	Mort-vivant
MSG_SYSTEM_316	Géant
MSG_SYSTEM_317	Dragon
MSG_SYSTEM_318	Magique
MSG_SYSTEM_319	Choisissez une image.
MSG_SYSTEM_320	Sans fenêtre
MSG_SYSTEM_321	Combat en RA
MSG_SYSTEM_361	Mode RA
MSG_SYSTEM_322	Caméra activée
MSG_SYSTEM_323	Caméra désactivée
MSG_SYSTEM_324	Modifier la formation ennemie
MSG_SYSTEM_325	Engager le combat
MSG_SYSTEM_326	Sans menu
MSG_SYSTEM_327	Voulez-vous autoriser FINAL FANTASY à accéder à la caméra ?
MSG_SYSTEM_328	Autoriser
MSG_SYSTEM_329	Bloquer
MSG_SYSTEM_355	Voulez-vous terminer le combat en RA ?
MSG_SYSTEM_367	Les fonctions de RA de cette application utilisent la caméra. Veuillez autoriser l'application à accéder à la caméra.
MSG_SYSTEM_368	L'application n'est pas actuellement autorisée à accéder à la caméra. Veuillez autoriser l'application à accéder à la caméra pour utiliser les fonctions de RA.
MSG_SYSTEM_369	Si vous souhaitez autoriser l'accès à la caméra ultérieurement, vous pouvez le faire via les paramètres de votre appareil.
MSG_SYSTEM_371	L'image capturée par la caméra sera utilisée en tant qu'arrière-plan de combat.
MSG_SYSTEM_330	Choisissez une piste.
MSG_SYSTEM_331	Lecture
MSG_SYSTEM_332	Arrêt
MSG_SYSTEM_333	Lecture continue activée
MSG_SYSTEM_334	Lecture continue désactivée
MSG_SYSTEM_359	Lecture continue
MSG_SYSTEM_251	Jouer au taquin ?
MSG_SYSTEM_252	Quitter
MSG_SYSTEM_266	Quitter le taquin ?
MSG_SYSTEM_300	Continuer le taquin ?
MSG_PC_KEY_CONFIG_01	Retour\narrière
MSG_PC_KEY_CONFIG_02	Entrée
MSG_PC_KEY_CONFIG_03	Maj (gauche)
MSG_PC_KEY_CONFIG_04	Maj (droite)
MSG_PC_KEY_CONFIG_05	Alt
MSG_PC_KEY_CONFIG_06	Alt Gr
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Verr Maj
MSG_PC_KEY_CONFIG_09	Espace
MSG_PC_KEY_CONFIG_10	Inser
MSG_PC_KEY_CONFIG_11	Début
MSG_PC_KEY_CONFIG_12	Suppr
MSG_PC_KEY_CONFIG_13	Pause
MSG_PC_KEY_CONFIG_14	Arrêt Défil
MSG_PC_KEY_CONFIG_15	Entr
MSG_SYSTEM_338	Stockage en nuage
MSG_SYSTEM_339	Mettre en ligne
MSG_SYSTEM_340	Télécharger
MSG_SYSTEM_341	Données du jeu
MSG_SYSTEM_342	Données en nuage
MSG_SYSTEM_356	Détails
MSG_SYSTEM_343	Permet de mettre en ligne les fichiers de sauvegarde.
MSG_SYSTEM_344	Mettre en ligne tous les fichiers de sauvegarde du jeu et écraser les fichiers de sauvegarde en nuage.
MSG_SYSTEM_345	Télécharger tous les fichiers de sauvegarde en nuage et écraser les fichiers de sauvegarde du jeu.
MSG_SYSTEM_346	Tous les fichiers de sauvegarde du jeu seront mis en ligne.
MSG_SYSTEM_347	Les fichiers de sauvegarde en nuage seront écrasés.
MSG_SYSTEM_348	Mise en ligne des fichiers de sauvegarde réussie.
MSG_SYSTEM_349	Échec de la mise en ligne des fichiers de sauvegarde.
MSG_SYSTEM_350	Veuillez vérifier l'état de votre connexion réseau.
MSG_SYSTEM_351	Tous les fichiers de sauvegarde en nuage seront téléchargés.
MSG_SYSTEM_352	Les fichiers de sauvegarde du jeu seront écrasés.
MSG_SYSTEM_353	Téléchargement des fichiers de sauvegarde en nuage réussi.
MSG_SYSTEM_354	Échec du téléchargement des fichiers de sauvegarde en nuage.
MSG_SYSTEM_363	Synchronisation...
MSG_SYSTEM_364	Échec de la synchronisation.
MSG_SYSTEM_365	Échec de la connexion réseau.
MSG_SYSTEM_366	Réessayer
MSG_SYSTEM_360	Chargement...
MSG_SYSTEM_372	Échec de l'authentification de la licence.\nFermeture de l'application.
MSG_SYSTEM_373	Veuillez vérifier l'état de votre connexion réseau et les paramètres de votre appareil, puis relancez l'application.

