MSG_JOB_NAME_01	Воин
MSG_MON_NAME_111	Железный голем
MSG_MON_NAME_112	Черный рыцарь
MSG_MON_NAME_113	Рыцарь смерти
MSG_MON_NAME_114	Астос
MSG_MON_NAME_115	Темный колдун
MSG_MON_NAME_116	Темный боец
MSG_MON_NAME_117	Безумная лошадь
MSG_MON_NAME_118	Кошмар
MSG_MON_NAME_119	Боевая машина
MSG_MON_NAME_120	Лич
MSG_MON_NAME_121	Марилит
MSG_MON_NAME_122	Кракен
MSG_MON_NAME_123	Тиамат
MSG_MON_NAME_124	Хаос
MSG_MON_ATK_01	Ледяная буря
MSG_MON_ATK_02	Зарево
MSG_MON_ATK_03	Взгляд
MSG_MON_ATK_04	Взгляд
MSG_MON_ATK_05	Вспышка
MSG_MON_ATK_07	Землетрясение
MSG_MON_ATK_08	Взгляд
MSG_MON_ATK_09	Взгляд
MSG_MON_ATK_10	Взгляд
MSG_MON_ATK_15	Каменный газ
MSG_MON_ATK_16	Взрыв разума
MSG_MON_ATK_17	Ядовитый газ
MSG_MON_ATK_18	Молния
MSG_MON_ATK_19	Смертельный газ
MSG_MON_ATK_20	Храп
MSG_MON_ATK_21	Бомба
MSG_MON_ATK_22	Чернила
MSG_MON_ATK_23	Ядовитые дротики
MSG_MON_ATK_24	Взгляд
MSG_MON_ATK_25	Цунами
MSG_MON_ATK_26	Циклон
MSG_LOCATION_STICK	(AREA_NAME) – (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	Карта мира
MSG_MAP_NAME_02	Эльфийский замок
MSG_MAP_NAME_03	Эльфхейм
MSG_MAP_NAME_04	Онрак
MSG_MAP_NAME_05	Гайя
MSG_MAP_NAME_06	Караван
MSG_MAP_NAME_07	Озеро Полумесяца
MSG_MAP_NAME_08	Замок Корнелия
MSG_MAP_NAME_09	Корнелия
MSG_MAP_NAME_10	Западная цитадель
MSG_MAP_NAME_11	Правока
MSG_MAP_NAME_12	Мелмонд
MSG_MAP_NAME_13	Луфения
MSG_MAP_NAME_14	Грот Земли
MSG_MAP_NAME_15	Святилище Хаоса
MSG_MAP_NAME_16	Пещера великана
MSG_MAP_NAME_17	Гора Галг
MSG_MAP_NAME_18	Пещера мудреца
MSG_MAP_NAME_19	Ледяной грот
MSG_MAP_NAME_20	Цитадель Испытаний
MSG_MAP_NAME_21	Грот за водопадом
MSG_MAP_NAME_22	Драконьи пещеры
MSG_MAP_NAME_23	Гора Дуэргар
MSG_MAP_NAME_24	Пещера Топи
MSG_MAP_NAME_25	Пещера Матойи
MSG_MAP_NAME_26	Башня Миража
MSG_MAP_NAME_27	Затонувшее святилище
MSG_MAP_NAME_28	Летучая крепость
MSGARA_NAME_01	Б1
MSGARA_NAME_02	Б2
MSGARA_NAME_03	Б3
MSGARA_NAME_04	Б4
MSGARA_NAME_05	Б5
MSGARA_NAME_06	1Э
MSGARA_NAME_07	2Э
MSGARA_NAME_08	3Э
MSGARA_NAME_09	4Э
MSGARA_NAME_10	5Э
MSGARA_NAME_11	Трактир
MSGARA_NAME_12	Оружие
MSGARA_NAME_13	Доспехи
MSGARA_NAME_14	Предметы
MSGARA_NAME_15	Белая магия
MSGARA_NAME_16	Черная магия
MSG_NAME_LIST_01	Аэнис
MSG_NAME_LIST_02	Энди
MSG_NAME_LIST_03	Эйдани
MSG_NAME_LIST_04	Араэль
MSG_NAME_LIST_05	Гланс
MSG_NAME_LIST_06	Клеони
MSG_NAME_LIST_07	Кей
MSG_NAME_LIST_08	Кори
MSG_NAME_LIST_09	Селион
MSG_NAME_LIST_10	Франки
MSG_NAME_LIST_11	Морган
MSG_NAME_LIST_12	Юби
MSG_NAME_LIST_13	Райли
MSG_NAME_LIST_14	Райко
MSG_NAME_LIST_15	Рукко
MSG_NAME_LIST_16	Люсиас
MSG_NAME_LIST_17	Рэй
MSG_NAME_LIST_18	Рион
MSG_NAME_LIST_19	Робин
MSG_NAME_LIST_20	Лори
MSG_SYSTEM_001	Закрыть
MSG_SYSTEM_002	Назад
MSG_SYSTEM_003	Да
MSG_SYSTEM_004	Нет
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	x
MSG_SYSTEM_017	Нет эффекта.
MSG_SYSTEM_018	Побег.
MSG_SYSTEM_019	Сбежать невозможно!
MSG_SYSTEM_020	Упреждающий удар!
MSG_SYSTEM_021	Засада!
MSG_SYSTEM_022	Отряд потерпел поражение.
MSG_SYSTEM_023	Гилы
MSG_SYSTEM_024	Опыт
MSG_SYSTEM_025	Предметы
MSG_SYSTEM_026	Далее
MSG_SYSTEM_027	Закрыть
MSG_SYSTEM_028	НОВЫЙ УР.
MSG_SYSTEM_029	Атака
MSG_SYSTEM_030	Защита
MSG_SYSTEM_031	Снаряжение
MSG_SYSTEM_032	Сбежать
MSG_SYSTEM_033	Окаменение
MSG_SYSTEM_034	Отравление
MSG_SYSTEM_035	Тьма
MSG_SYSTEM_036	Паралич
MSG_SYSTEM_037	Сон
MSG_SYSTEM_038	Немота
MSG_SYSTEM_039	Без чувств
MSG_SYSTEM_040	ПРОМАХ
MSG_SYSTEM_041	УД.
MSG_SYSTEM_288	УД.
MSG_SYSTEM_042	Предметы
MSG_SYSTEM_043	Магия
MSG_SYSTEM_044	Снаряжение
MSG_SYSTEM_045	Статус
MSG_SYSTEM_046	Порядок
MSG_SYSTEM_047	Конфигурация
MSG_SYSTEM_048	Быстрое сохранение
MSG_SYSTEM_049	Сохранить
MSG_SYSTEM_050	Гилы
MSG_SYSTEM_051	Время
MSG_SYSTEM_052	Ур.
MSG_SYSTEM_053	ОЗ
MSG_SYSTEM_283	ОМ
MSG_SYSTEM_054	Важные предметы
MSG_SYSTEM_055	Сортировка
MSG_SYSTEM_056	Использовать
MSG_SYSTEM_057	(STATUS_NAME) +(VALUE_NUM)
MSG_SYSTEM_058	(STATUS_NAME) -(VALUE_NUM)
MSG_SYSTEM_059	(HALF_SPACE)
MSG_SYSTEM_060	Предметов нет.
MSG_SYSTEM_061	Важных предметов нет.
MSG_SYSTEM_293	У вас нет предметов, которые можно применить в бою.
MSG_SYSTEM_279	Никто в отряде не может это использовать.
MSG_SYSTEM_063	Забыть
MSG_SYSTEM_064	Забыть выбранное заклинание?
MSG_SYSTEM_065	Не может использовать магию.
MSG_SYSTEM_066	Лучшее
MSG_SYSTEM_067	Снять
MSG_SYSTEM_068	Снять все
MSG_SYSTEM_069	Пусто
MSG_SYSTEM_070	Нет
MSG_SYSTEM_071	Оружие
MSG_SYSTEM_072	Щит
MSG_SYSTEM_073	Шлем
MSG_SYSTEM_074	Доспехи
MSG_SYSTEM_075	Перчатки
MSG_SYSTEM_077	Опыт
MSG_SYSTEM_078	До след. уровня
MSG_SYSTEM_079	Сила
MSG_SYSTEM_080	Ловкость
MSG_SYSTEM_081	Интеллект
MSG_SYSTEM_082	Выносливость
MSG_SYSTEM_083	Удача
MSG_SYSTEM_084	Атака
MSG_SYSTEM_085	Точность
MSG_SYSTEM_086	Защита
MSG_SYSTEM_087	Уклонение
MSG_SYSTEM_088	Команды
MSG_SYSTEM_089	Файл
MSG_SYSTEM_091	Пусто
MSG_SYSTEM_298	dd.MM.yyyy(FULL_SPACE)H:mm
MSG_SYSTEM_093	Выберите цель.
MSG_SYSTEM_094	Весь отряд
MSG_SYSTEM_095	Один союзник
MSG_SYSTEM_096	Все враги
MSG_SYSTEM_097	Один враг
MSG_SYSTEM_098	Все
MSG_SYSTEM_099	Управление
MSG_SYSTEM_100	Другие команды
MSG_SYSTEM_101	Сменить снаряжение
MSG_SYSTEM_102	Предметы
MSG_SYSTEM_103	Выбрать
MSG_SYSTEM_104	Пролистать
MSG_SYSTEM_105	Закрыть меню
MSG_SYSTEM_106	Отмена
MSG_SYSTEM_107	Показать описание
MSG_SYSTEM_362	Высадиться
MSG_SYSTEM_285	Приблизить
MSG_SYSTEM_286	Отдалить
MSG_SYSTEM_287	Перемещение
MSG_SYSTEM_108	Свое
MSG_SYSTEM_299	Оружие
MSG_SYSTEM_109	Доспехи
MSG_SYSTEM_110	Имя
MSG_SYSTEM_111	Выбирайте и сортируйте предметы по своему усмотрению.
MSG_SYSTEM_112	Сначала показывать расходные предметы.
MSG_SYSTEM_113	Сначала показывать оружие.
MSG_SYSTEM_114	Сначала показывать доспехи.
MSG_SYSTEM_115	
MSG_SYSTEM_116	Пауза/продолжить
MSG_SYSTEM_118	Выбрать врага: все/один
MSG_SYSTEM_119	Выбрать союзника: все/один
MSG_SYSTEM_120	Список: выше
MSG_SYSTEM_121	Список: ниже
MSG_SYSTEM_123	Начать/остановить автобой
MSG_SYSTEM_124	Пауза/продолжить
MSG_SYSTEM_126	Назад/отмена
MSG_SYSTEM_127	Переключиться на смену снаряжения
MSG_SYSTEM_128	Переключиться на предметы
MSG_SYSTEM_129	Выбрать всех
MSG_SYSTEM_130	Одна цель
MSG_SYSTEM_131	Вернуть настройки по умолчанию
MSG_SYSTEM_133	Изменить
MSG_SYSTEM_134	Добро пожаловать!
MSG_SYSTEM_139	Сколько вы хотите купить?
MSG_SYSTEM_142	Сколько вы хотите продать?
MSG_SYSTEM_143	Спасибо!
MSG_SYSTEM_144	Выбрали что-нибудь?
MSG_SYSTEM_150	Благодарю.
MSG_SYSTEM_155	Забыть (FG_MAGC_N) и выучить (LE_MAGC_N)?
MSG_SYSTEM_156	Выучить (MAGC_N)?
MSG_SYSTEM_157	Купить это заклинание?
MSG_SYSTEM_158	Оружие
MSG_SYSTEM_159	Доспехи
MSG_SYSTEM_160	Предметы
MSG_SYSTEM_161	Белая магия
MSG_SYSTEM_162	Черная магия
MSG_SYSTEM_337	Караван
MSG_SYSTEM_163	Цена
MSG_SYSTEM_164	Количество
MSG_SYSTEM_165	Количество
MSG_SYSTEM_166	Всего
MSG_SYSTEM_167	Магия ур. (MAGC_L)
MSG_SYSTEM_168	Выучить нельзя
MSG_SYSTEM_169	Выучено
MSG_SYSTEM_171	Купить
MSG_SYSTEM_172	Продать
MSG_SYSTEM_173	Выйти
MSG_SYSTEM_174	В наличии
MSG_SYSTEM_175	Исполь.
MSG_SYSTEM_176	Вес
MSG_SYSTEM_177	Новая игра
MSG_SYSTEM_178	Загрузить игру
MSG_SYSTEM_179	НАЖМИТЕ, ЧТОБЫ НАЧАТЬ
MSG_SYSTEM_180	НАЖМИТЕ ЛЮБУЮ КНОПКУ
MSG_SYSTEM_181	©SQUARE ENIX CO., LTD. Все права защищены.\nЛОГОТИП И ИЛЛЮСТРАЦИИ: ©YOSHITAKA AMANO
MSG_SYSTEM_183	Выберите имя и класс каждому персонажу.
MSG_SYSTEM_184	Подтвердить
MSG_SYSTEM_185	Готово
MSG_SYSTEM_187	Вы должны дать имена всем персонажам.
MSG_SYSTEM_188	Начать новую игру этим отрядом?
MSG_SYSTEM_190	Выберите класс персонажа.
MSG_SYSTEM_191	Выберите имя персонажа.
MSG_SYSTEM_281	До 6 полноширинных или 12 полуширинных букв или символов.
MSG_SYSTEM_192	Использовать это имя?
MSG_SYSTEM_193	Варианты имен
MSG_SYSTEM_195	* Некоторые символы могут отображаться неправильно.
MSG_SYSTEM_196	Вернуться на главный экран. Настройки сохранены не будут. Продолжить?
MSG_SYSTEM_197	Класс
MSG_SYSTEM_198	Выбор класса.
MSG_SYSTEM_199	Выбор имени.
MSG_SYSTEM_200	Дополнительно
MSG_SYSTEM_201	Параметры
MSG_SYSTEM_202	Бестиарий
MSG_SYSTEM_203	Проигрыватель
MSG_SYSTEM_206	Политика конфиденциальности
MSG_SYSTEM_207	Лицензия
MSG_SYSTEM_282	Галерея
MSG_SYSTEM_208	Сундуки
MSG_SYSTEM_209	Предметы
MSG_SYSTEM_210	Уведомления
MSG_SYSTEM_284	Режим касания
MSG_SYSTEM_212	Сохранение завершено.
MSG_SYSTEM_213	Перезаписать сохранение?
MSG_SYSTEM_289	Сохраненные данные повреждены.
MSG_SYSTEM_290	Данные не могут быть сохранены.
MSG_SYSTEM_215	Автосохранение
MSG_SYSTEM_216	Быстрое сохранение
MSG_SYSTEM_295	Данные пройденной игры
MSG_SYSTEM_217	Сохранить игру?
MSG_SYSTEM_218	Быстрое сохранение завершено.
MSG_SYSTEM_291	Данные быстрого сохранения повреждены.
MSG_SYSTEM_292	Нельзя записать данные быстрого сохранения.
MSG_SYSTEM_370	Недостаточно свободного места для игры. Пожалуйста, удалите ненужные файлы, чтобы освободить место.
MSG_SYSTEM_219	Продолжить игру с этого сохранения?
MSG_SYSTEM_220	Сохранить данные пройденной игры?
MSG_SYSTEM_221	* Прогресс сохраняется до финального босса.
MSG_SYSTEM_222	Сохранение завершено. Вернуться на главный экран?
MSG_SYSTEM_223	Данные пройденной игры не сохранены. Вернуться на главный экран?
MSG_SYSTEM_228	Текущая локация
MSG_SYSTEM_229	Корабль
MSG_SYSTEM_230	Воздушный корабль
MSG_SYSTEM_335	Начать с последнего сохранения?
MSG_CFG_INF_01	Система
MSG_CFG_INF_02	Память указателя
MSG_CFG_INF_03	Продолжить автобой
MSG_CFG_INF_05	Языковые настройки
MSG_CFG_INF_06	На главный экран
MSG_CFG_INF_07	Выйти из игры
MSG_CFG_INF_93	Настройки экрана
MSG_CFG_INF_09	Режим
MSG_CFG_INF_94	Разрешение
MSG_CFG_INF_153	Графический дисплей
MSG_CFG_INF_10	Насыщенность
MSG_CFG_INF_11	Яркость
MSG_CFG_INF_12	Звук
MSG_CFG_INF_13	Общая громкость
MSG_CFG_INF_14	Громкость музыки
MSG_CFG_INF_15	Громкость эффектов
MSG_CFG_INF_95	Включите или отключите запоминание положения указателя.
MSG_CFG_INF_96	Установите для следующей битвы автобой по умолчанию.
MSG_CFG_INF_98	Настройте насыщенность цветов.
MSG_CFG_INF_99	Настройте яркость экрана.
MSG_CFG_INF_100	Настройте громкость всей игры.
MSG_CFG_INF_101	Настройте громкость фоновой музыки.
MSG_CFG_INF_102	Настройте громкость звуковых эффектов.
MSG_CFG_INF_104	Настройте управление для геймпада.
MSG_CFG_INF_105	Настройте управление для клавиатуры.
MSG_CFG_INF_106	Вернуться на главный экран. Несохраненные данные будут потеряны.
MSG_CFG_INF_107	Выйти из игры. Несохраненные данные будут потеряны.
MSG_CFG_INF_108	Для геймпада будет восстановлено управление по умолчанию.
MSG_CFG_INF_109	Для клавиатуры будет восстановлено управление по умолчанию.
MSG_CFG_INF_158	Отрегулируйте настройки графики.
MSG_CFG_INF_18	Настройки геймпада
MSG_CFG_INF_19	Подтвердить
MSG_CFG_INF_21	Открыть/закрыть меню
MSG_CFG_INF_23	Пред. страница
MSG_CFG_INF_24	След. страница
MSG_CFG_INF_25	Переключить члена отряда (влево)
MSG_CFG_INF_26	Переключить члена отряда (вправо)
MSG_CFG_INF_28	Настройки клавиатуры
MSG_CFG_INF_29	Идти вверх
MSG_CFG_INF_30	Идти вниз
MSG_CFG_INF_31	Идти влево
MSG_CFG_INF_32	Идти вправо
MSG_CFG_INF_135	Клавиатура
MSG_CFG_INF_136	Мышь
MSG_CFG_INF_33	Управление для геймпада
MSG_CFG_INF_110	Бежать (нажать и удерживать)
MSG_CFG_INF_113	Вкл./откл. автобой
MSG_CFG_INF_114	Открыть/закрыть карту
MSG_CFG_INF_115	Вкл./откл. мини-карту
MSG_CFG_INF_148	Приостановить бой
MSG_CFG_INF_34	Управление для клавиатуры
MSG_CFG_INF_116	Прокрутить список
MSG_CFG_INF_117	Меню поля
MSG_CFG_INF_118	Меню
MSG_CFG_INF_119	Карта
MSG_CFG_INF_120	Управление движением
MSG_CFG_INF_121	Говорить
MSG_CFG_INF_137	Взаимодействовать
MSG_CFG_INF_123	Меню боя
MSG_CFG_INF_35	Отображение меню поля
MSG_CFG_INF_37	Отображение навигационных клавиш
MSG_CFG_INF_38	Отображение UI в меню
MSG_CFG_INF_39	Отображение строки меню
MSG_CFG_INF_40	Отображение UI в бою
MSG_CFG_INF_41	Отображение команд в бою
MSG_CFG_INF_154	Графика
MSG_CFG_INF_42	Управление
MSG_CFG_INF_43	Вкл.
MSG_CFG_INF_44	Откл.
MSG_CFG_INF_45	Слева
MSG_CFG_INF_46	Справа
MSG_CFG_INF_156	По умолчанию
MSG_CFG_INF_157	Классический режим
MSG_CFG_INF_48	Очень медленно
MSG_CFG_INF_49	Медленно
MSG_CFG_INF_50	Нормально
MSG_CFG_INF_51	Быстро
MSG_CFG_INF_52	Очень быстро
MSG_CFG_INF_129	Язык
MSG_CFG_INF_53	日本語 (японский)
MSG_CFG_INF_54	English (английский)
MSG_CFG_INF_55	Français (французский)
MSG_CFG_INF_56	Italiano (итальянский)
MSG_CFG_INF_57	Deutsch (немецкий)
MSG_CFG_INF_58	Español (испанский)
MSG_CFG_INF_59	한국어 (корейский)
MSG_CFG_INF_60	繁體中文 (традиционный китайский)
MSG_CFG_INF_61	简体中文 (упрощенный китайский)
MSG_CFG_INF_62	Русский
MSG_CFG_INF_63	ภาษาไทย (тайский)
MSG_CFG_INF_64	Português brasileiro (бразильский португальский)
MSG_CFG_INF_66	Полный экран
MSG_CFG_INF_67	Оконный режим
MSG_CFG_INF_68	Окно без границ
MSG_CFG_INF_69	Нет
MSG_CFG_INF_70	Стиль 1
MSG_CFG_INF_71	Стиль 2
MSG_CFG_INF_72	Стиль 3
MSG_CFG_INF_76	Сменить язык?
MSG_CFG_INF_130	* После применения изменений игра будет перезапущена.
MSG_CFG_INF_78	Применить эти настройки экрана?
MSG_CFG_INF_89	Вернуться на главный экран.
MSG_CFG_INF_131	Несохраненные настройки будут сброшены.
MSG_CFG_INF_132	Продолжить?
MSG_CFG_INF_155	Выберите язык.
MSG_SYSTEM_231	Выйти из игры.
MSG_SYSTEM_232	Выйти из игры? Игра будет сохранена автоматически.
MSG_SYSTEM_234	???
MSG_SYSTEM_235	Магическая защита
MSG_SYSTEM_238	Уязвимость
MSG_SYSTEM_239	Нет
MSG_SYSTEM_240	Огонь
MSG_SYSTEM_241	Лед
MSG_SYSTEM_242	Молния
MSG_SYSTEM_243	Диа
MSG_SYSTEM_245	Дух
MSG_SYSTEM_247	Земля
MSG_SYSTEM_248	Время
MSG_SYSTEM_301	Мгновенная смерть
MSG_SYSTEM_302	Яд
MSG_SYSTEM_336	Замешательство
MSG_SYSTEM_249	Побеждено
MSG_SYSTEM_250	Встречено
MSG_SYSTEM_304	Отобразить карту
MSG_SYSTEM_305	Быстрое прокручивание
MSG_SYSTEM_357	Прокручивание
MSG_SYSTEM_306	Сменить форму
MSG_SYSTEM_358	Сменить карты
MSG_SYSTEM_307	Подтвердить
MSG_SYSTEM_308	Область обитания
MSG_SYSTEM_309	Сопротивление
MSG_SYSTEM_310	Тип
MSG_SYSTEM_311	Регенерант
MSG_SYSTEM_312	Маг
MSG_SYSTEM_313	Водное существо
MSG_SYSTEM_314	Чудовище
MSG_SYSTEM_315	Нежить
MSG_SYSTEM_316	Великан
MSG_SYSTEM_317	Дракон
MSG_SYSTEM_318	Магическое существо
MSG_SYSTEM_319	Выберите изображение для просмотра.
MSG_SYSTEM_320	Скрыть текст
MSG_SYSTEM_321	Бой в режиме AR
MSG_SYSTEM_361	Режим AR
MSG_SYSTEM_322	Вкл. камеру
MSG_SYSTEM_323	Откл. камеру
MSG_SYSTEM_324	Переставить врагов
MSG_SYSTEM_325	Начать бой
MSG_SYSTEM_326	Скрыть меню
MSG_SYSTEM_327	Разрешить FINAL FANTASY доступ к фотографиям?
MSG_SYSTEM_328	Разрешить
MSG_SYSTEM_329	Запретить
MSG_SYSTEM_355	Закончить бой в режиме AR?
MSG_SYSTEM_367	Функция AR использует камеру. Пожалуйста, разрешите приложению доступ к камере.
MSG_SYSTEM_368	У приложения нет доступа к камере. Пожалуйста, разрешите приложению доступ к камере, чтобы использовать функцию AR.
MSG_SYSTEM_369	Чтобы поменять настройки приложения, пожалуйста, разрешите приложению доступ к камере через настройки вашего устройства.
MSG_SYSTEM_371	Изображения камеры будут использованы для фона во время битвы.
MSG_SYSTEM_330	Выберите композицию.
MSG_SYSTEM_331	Запустить
MSG_SYSTEM_332	Пауза
MSG_SYSTEM_333	Вкл. «Проиграть все»
MSG_SYSTEM_334	Откл. «Проиграть все»
MSG_SYSTEM_359	Проигр.
MSG_SYSTEM_251	Сыграть в пятнашки?
MSG_SYSTEM_252	Выйти
MSG_SYSTEM_266	Покинуть пятнашки?
MSG_SYSTEM_300	Продолжить игру в пятнашки?
MSG_PC_KEY_CONFIG_01	Backspace
MSG_PC_KEY_CONFIG_02	Enter
MSG_PC_KEY_CONFIG_03	Shift (L)
MSG_PC_KEY_CONFIG_04	Shift (R)
MSG_PC_KEY_CONFIG_05	Alt (L)
MSG_PC_KEY_CONFIG_06	Alt (R)
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Caps Lock
MSG_PC_KEY_CONFIG_09	Пробел
MSG_PC_KEY_CONFIG_10	Insert
MSG_PC_KEY_CONFIG_11	Home
MSG_PC_KEY_CONFIG_12	Delete
MSG_PC_KEY_CONFIG_13	Pause/Break
MSG_PC_KEY_CONFIG_14	Scroll Lock
MSG_PC_KEY_CONFIG_15	Num Enter
MSG_SYSTEM_338	Сохранение в облаке
MSG_SYSTEM_339	Сохранить
MSG_SYSTEM_340	Загрузить
MSG_SYSTEM_341	Локальные данные сохранения
MSG_SYSTEM_342	Данные сохранения в облаке
MSG_SYSTEM_356	Подробности
MSG_SYSTEM_343	Вы можете создать резервную копию своих файлов сохранения в облаке.
MSG_SYSTEM_344	Сохранить все локальные данные в облаке и переписать хранящиеся там данные.
MSG_SYSTEM_345	Загрузить все данные сохранения из облака и переписать локальные данные.
MSG_SYSTEM_346	Все данные сохранения будут скопированы в облако.
MSG_SYSTEM_347	Все данные сохранения в облаке будут переписаны.
MSG_SYSTEM_348	Данные сохранены в облаке.
MSG_SYSTEM_349	Сохранение в облаке не удалось.
MSG_SYSTEM_350	Проверьте подключение к сети.
MSG_SYSTEM_351	Все данные сохранения будут загружены из облака.
MSG_SYSTEM_352	Все локальные данные сохранения будут переписаны.
MSG_SYSTEM_353	Данные загружены из облака.
MSG_SYSTEM_354	Загрузка из облака не удалась.
MSG_SYSTEM_363	Синхронизация...
MSG_SYSTEM_364	Синхронизация данных не удалась.
MSG_SYSTEM_365	Ошибка сети.
MSG_SYSTEM_366	Попробовать снова
MSG_SYSTEM_360	Загрузка...
MSG_SYSTEM_372	Проверка лицензии не выполнена. Приложение будет закрыто.
MSG_SYSTEM_373	Проверьте настройки устройства и подключение к сети, а потом перезапустите приложение.

