MSG_JOB_NAME_01	Guerrero
MSG_MON_NAME_119	Máquina mortal
MSG_MON_NAME_120	Lich
MSG_MON_NAME_121	Malilith
MSG_MON_NAME_122	Kraken
MSG_MON_NAME_123	Tiamant
MSG_MON_NAME_124	Caos
MSG_MON_ATK_01	Tormenta de hielo
MSG_MON_ATK_02	Llamarada
MSG_MON_ATK_03	Mirada fija
MSG_MON_ATK_04	Mirada fija
MSG_MON_ATK_05	Fogonazo
MSG_MON_ATK_07	Terremoto
MSG_MON_ATK_08	Mirada fija
MSG_MON_ATK_09	Mirada fija
MSG_MON_ATK_10	Mirada fija
MSG_MON_ATK_15	Gas pétreo
MSG_MON_ATK_16	Descarga mental
MSG_MON_ATK_17	Gas venenoso
MSG_MON_ATK_18	Descarga eléctrica
MSG_MON_ATK_19	Gas letal
MSG_MON_ATK_20	Resoplido
MSG_MON_ATK_21	Ataque nuclear
MSG_MON_ATK_22	Tinta
MSG_MON_ATK_23	Dardos venenosos
MSG_MON_ATK_24	Mirada fija
MSG_MON_ATK_25	Tsunami
MSG_MON_ATK_26	Ciclón
MSG_LOCATION_STICK	(AREA_NAME) - (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	Mapa del mundo
MSG_MAP_NAME_02	Castillo Elfo
MSG_MAP_NAME_03	Elfeim
MSG_MAP_NAME_04	Onlak
MSG_MAP_NAME_05	Gaia
MSG_MAP_NAME_06	Caravana
MSG_MAP_NAME_07	Lago Creciente
MSG_MAP_NAME_08	Castillo de Cornelia
MSG_MAP_NAME_09	Cornelia
MSG_MAP_NAME_10	Fortaleza Oeste
MSG_MAP_NAME_11	Pravoca
MSG_MAP_NAME_12	Melmondia
MSG_MAP_NAME_13	Lufenia
MSG_MAP_NAME_14	Cueva de la Tierra
MSG_MAP_NAME_15	Templo del Caos
MSG_MAP_NAME_16	Cueva del Titán
MSG_MAP_NAME_17	Monte Gulug
MSG_MAP_NAME_18	Cueva del Sabio
MSG_MAP_NAME_19	Caverna de Hielo
MSG_MAP_NAME_20	Ciudad del Reto
MSG_MAP_NAME_21	Cueva de la cascada
MSG_MAP_NAME_22	Cueva del Dragón
MSG_MAP_NAME_23	Monte Duegario
MSG_MAP_NAME_24	Cueva pantanosa
MSG_MAP_NAME_25	Cueva de Matoya
MSG_MAP_NAME_26	Torre Irreal
MSG_MAP_NAME_27	Santuario hundido
MSG_MAP_NAME_28	Fortaleza voladora
MSGARA_NAME_01	S1
MSGARA_NAME_02	S2
MSGARA_NAME_03	S3
MSGARA_NAME_04	S4
MSGARA_NAME_05	S5
MSGARA_NAME_06	P1
MSGARA_NAME_07	P2
MSGARA_NAME_08	P3
MSGARA_NAME_09	P4
MSGARA_NAME_10	P5
MSGARA_NAME_11	Posada
MSGARA_NAME_12	Armas
MSGARA_NAME_13	Armaduras
MSGARA_NAME_14	Objetos
MSGARA_NAME_15	Magia blanca
MSGARA_NAME_16	Magia negra
MSG_NAME_LIST_01	Angus
MSG_NAME_LIST_02	Andy
MSG_NAME_LIST_03	Adan
MSG_NAME_LIST_04	Ariel
MSG_NAME_LIST_05	Glanz
MSG_NAME_LIST_06	Claire
MSG_NAME_LIST_07	Kilye
MSG_NAME_LIST_08	Collard
MSG_NAME_LIST_09	Selena
MSG_NAME_LIST_10	Frank
MSG_NAME_LIST_11	Morgan
MSG_NAME_LIST_12	Hubert
MSG_NAME_LIST_13	Riley
MSG_NAME_LIST_14	Rico
MSG_NAME_LIST_15	Lucas
MSG_NAME_LIST_16	Luke
MSG_NAME_LIST_17	Ray
MSG_NAME_LIST_18	Leon
MSG_NAME_LIST_19	Robin
MSG_NAME_LIST_20	Lorenzo
MSG_SYSTEM_001	Cerrar
MSG_SYSTEM_002	Salir
MSG_SYSTEM_003	Sí
MSG_SYSTEM_004	No
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	×
MSG_SYSTEM_017	No ha dado resultado.
MSG_SYSTEM_018	Se ha huido.
MSG_SYSTEM_019	No se puede huir.
MSG_SYSTEM_020	¡Ataque preventivo!
MSG_SYSTEM_021	¡Emboscada!
MSG_SYSTEM_022	El grupo ha sido derrotado.
MSG_SYSTEM_023	Guiles
MSG_SYSTEM_024	EXP
MSG_SYSTEM_025	Objetos
MSG_SYSTEM_026	Más
MSG_SYSTEM_027	Cerrar
MSG_SYSTEM_028	SUBE NIVEL
MSG_SYSTEM_029	Ataque
MSG_SYSTEM_030	Defensa
MSG_SYSTEM_031	Equipo
MSG_SYSTEM_032	Escapar
MSG_SYSTEM_033	Piedra
MSG_SYSTEM_034	Veneno
MSG_SYSTEM_035	Ceguera
MSG_SYSTEM_036	Parálisis
MSG_SYSTEM_037	Sueño
MSG_SYSTEM_038	Mudez
MSG_SYSTEM_039	KO
MSG_SYSTEM_040	FALLO
MSG_SYSTEM_041	GOLPE
MSG_SYSTEM_288	GOLPES
MSG_SYSTEM_042	Objetos
MSG_SYSTEM_043	Magia
MSG_SYSTEM_044	Equipo
MSG_SYSTEM_045	Condición
MSG_SYSTEM_046	Orden
MSG_SYSTEM_047	Preferencias
MSG_SYSTEM_048	Guardado rápido
MSG_SYSTEM_049	Guardar
MSG_SYSTEM_050	Guiles
MSG_SYSTEM_051	Tiempo
MSG_SYSTEM_052	Nv.
MSG_SYSTEM_053	VIT
MSG_SYSTEM_283	PM
MSG_SYSTEM_054	Importantes
MSG_SYSTEM_055	Ordenar
MSG_SYSTEM_056	Usar
MSG_SYSTEM_057	(STATUS_NAME) + (VALUE_NUM)
MSG_SYSTEM_058	(STATUS_NAME) - (VALUE_NUM)
MSG_SYSTEM_059	(HALF_SPACE)
MSG_SYSTEM_060	No tienes objetos.
MSG_SYSTEM_061	No tienes objetos importantes.
MSG_SYSTEM_293	No tienes objetos que puedan usarse en batalla.
MSG_SYSTEM_279	No hay nadie que pueda llevar esta pieza de equipo puesta.
MSG_SYSTEM_063	Olvidar
MSG_SYSTEM_064	¿Quieres olvidar el hechizo elegido?
MSG_SYSTEM_065	No se puede usar magia.
MSG_SYSTEM_066	Óptimo
MSG_SYSTEM_067	Quitar
MSG_SYSTEM_068	Quitar todo
MSG_SYSTEM_069	Manos
MSG_SYSTEM_070	Vacío
MSG_SYSTEM_071	Arma
MSG_SYSTEM_072	Escudo
MSG_SYSTEM_073	Cabeza
MSG_SYSTEM_074	Cuerpo
MSG_SYSTEM_075	Brazos
MSG_SYSTEM_077	EXP adquirida:
MSG_SYSTEM_078	Siguiente Nv.:
MSG_SYSTEM_079	Fuerza
MSG_SYSTEM_080	Agilidad
MSG_SYSTEM_081	Inteligencia
MSG_SYSTEM_082	Entereza
MSG_SYSTEM_083	Suerte
MSG_SYSTEM_084	Ataque
MSG_SYSTEM_085	Puntería
MSG_SYSTEM_086	Defensa
MSG_SYSTEM_087	Evasión
MSG_SYSTEM_088	Habilidades
MSG_SYSTEM_089	Archivo
MSG_SYSTEM_091	Vacío
MSG_SYSTEM_298	dd/MM/yyyy　H:mm
MSG_SYSTEM_093	Selecciona a alguien.
MSG_SYSTEM_094	Todos los aliados
MSG_SYSTEM_095	Un aliado
MSG_SYSTEM_096	Todos los rivales
MSG_SYSTEM_097	Un rival
MSG_SYSTEM_098	Todos
MSG_SYSTEM_099	Controles
MSG_SYSTEM_100	Más acciones
MSG_SYSTEM_101	Cambiar de equipo
MSG_SYSTEM_102	Objetos
MSG_SYSTEM_103	Elegir
MSG_SYSTEM_104	Pasar página
MSG_SYSTEM_105	Cerrar menú
MSG_SYSTEM_106	Cancelar
MSG_SYSTEM_107	Ver descripción
MSG_SYSTEM_362	Desembarcar
MSG_SYSTEM_285	Ampliar
MSG_SYSTEM_286	Reducir
MSG_SYSTEM_287	Moverse
MSG_SYSTEM_108	Manual
MSG_SYSTEM_299	Armas
MSG_SYSTEM_109	Armadura
MSG_SYSTEM_110	Nombre
MSG_SYSTEM_111	Escoge y organiza los objetos a tu gusto.
MSG_SYSTEM_112	Organiza el inventario empezando por los objetos consumibles.
MSG_SYSTEM_113	Organiza el inventario empezando por las armas.
MSG_SYSTEM_114	Organiza el inventario empezando por las armaduras.
MSG_SYSTEM_115	
MSG_SYSTEM_116	Pausa/Continuar
MSG_SYSTEM_118	Elegir rival: Todos/Uno
MSG_SYSTEM_119	Elegir aliado: Todos/Uno
MSG_SYSTEM_120	Lista: Subir
MSG_SYSTEM_121	Lista: Bajar
MSG_SYSTEM_123	Empezar/Terminar autobatalla
MSG_SYSTEM_124	Pausa/Continuar
MSG_SYSTEM_126	Volver/Cancelar
MSG_SYSTEM_127	Cambia de Objetos a Equipo
MSG_SYSTEM_128	Cambia de Equipo a Objetos.
MSG_SYSTEM_129	Cambia el objetivo individual a general
MSG_SYSTEM_130	Cambia de objetivo general a individual
MSG_SYSTEM_131	Volver a los valores predeterminados
MSG_SYSTEM_133	Cambiar
MSG_SYSTEM_134	¡Bienvenidos!
MSG_SYSTEM_139	¿Qué cantidad queréis?
MSG_SYSTEM_142	¿Qué cantidad me vendéis?
MSG_SYSTEM_143	¡Gracias!
MSG_SYSTEM_144	¿Os interesa algo?
MSG_SYSTEM_150	Muchas gracias.
MSG_SYSTEM_155	¿Quieres olvidar (FG_MAGC_N) y aprender (LE_MAGC_N)?
MSG_SYSTEM_156	¿Quieres aprender (MAGC_N)?
MSG_SYSTEM_157	¿Quieres comprar este hechizo?
MSG_SYSTEM_158	Armas
MSG_SYSTEM_159	Armaduras
MSG_SYSTEM_160	Objetos
MSG_SYSTEM_161	Magia blanca
MSG_SYSTEM_162	Magia negra
MSG_SYSTEM_337	Caravana
MSG_SYSTEM_163	Precio
MSG_SYSTEM_164	Compras
MSG_SYSTEM_165	Vendes
MSG_SYSTEM_166	Total
MSG_SYSTEM_167	Magia Nv. (MAGC_L)
MSG_SYSTEM_168	No se puede aprender.
MSG_SYSTEM_169	Aprendido
MSG_SYSTEM_171	Comprar
MSG_SYSTEM_172	Vender
MSG_SYSTEM_173	Salir
MSG_SYSTEM_174	Tienes
MSG_SYSTEM_175	En uso
MSG_SYSTEM_176	Peso
MSG_SYSTEM_177	Partida nueva
MSG_SYSTEM_178	Cargar partida
MSG_SYSTEM_179	TOCA PARA EMPEZAR
MSG_SYSTEM_180	PULSA UN BOTÓN
MSG_SYSTEM_181	©SQUARE ENIX CO., LTD. All Rights Reserved.\nLOGO & IMAGE ILLUSTRATION: ©YOSHITAKA AMANO
MSG_SYSTEM_183	Elige un nombre y un oficio para cada personaje.
MSG_SYSTEM_184	Aceptar
MSG_SYSTEM_185	Hecho
MSG_SYSTEM_187	Debes elegir un nombre para cada personaje.
MSG_SYSTEM_188	¿Comienzas la partida con este grupo?
MSG_SYSTEM_190	Elige un oficio.
MSG_SYSTEM_191	Dale un nombre.
MSG_SYSTEM_281	Puedes usar hasta 6 caracteres de ancho completo o 12 de ancho medio.
MSG_SYSTEM_192	¿Quieres usar este nombre?
MSG_SYSTEM_193	Sugerencias
MSG_SYSTEM_195	Es posible que algunas letras especiales o símbolos no se muestren correctamente.
MSG_SYSTEM_196	Volverás a la pantalla del título sin guardar los cambios. ¿Quieres continuar?
MSG_SYSTEM_197	Oficio
MSG_SYSTEM_198	Elige un oficio.
MSG_SYSTEM_199	Elige un nombre.
MSG_SYSTEM_200	Extras
MSG_SYSTEM_201	Opciones
MSG_SYSTEM_202	Bestiario
MSG_SYSTEM_203	Reproductor musical
MSG_SYSTEM_206	Política de privacidad
MSG_SYSTEM_207	Licencias
MSG_SYSTEM_282	Galería
MSG_SYSTEM_208	Cofres
MSG_SYSTEM_209	Objetos
MSG_SYSTEM_210	Avisos
MSG_SYSTEM_284	Control táctil
MSG_SYSTEM_212	Datos guardados.
MSG_SYSTEM_213	¿Quieres sobrescribir datos?
MSG_SYSTEM_289	Los datos guardados están dañados.
MSG_SYSTEM_290	No se ha podido guardar.
MSG_SYSTEM_215	Autoguardado
MSG_SYSTEM_216	Guardado rápido
MSG_SYSTEM_295	Datos de juego completado
MSG_SYSTEM_217	¿Quieres guardar tu progreso?
MSG_SYSTEM_218	Se ha completado el guardado rápido con éxito.
MSG_SYSTEM_291	Los datos de guardado rápido están dañados.
MSG_SYSTEM_292	No se ha podido realizar el guardado rápido.
MSG_SYSTEM_370	No hay suficiente espacio de guardado para jugar.\nBorra los datos que no necesites y crea espacio para el juego.
MSG_SYSTEM_219	¿Quieres jugar con estos datos?
MSG_SYSTEM_220	¿Quieres guardar los datos de juego completado?
MSG_SYSTEM_221	Se guardará el progreso realizado hasta antes del combate final.
MSG_SYSTEM_222	Se ha guardado la partida.\n¿Quieres regresar a la pantalla del título?
MSG_SYSTEM_223	Los datos de juego completado no se han guardado. ¿Quieres volver a la pantalla del título?
MSG_SYSTEM_228	Paradero actual
MSG_SYSTEM_229	Barco
MSG_SYSTEM_230	Barco volador
MSG_SYSTEM_335	¿Quieres continuar la partida más reciente?
MSG_CFG_INF_01	Sistema
MSG_CFG_INF_02	Memoria del cursor
MSG_CFG_INF_03	Continuar autobatalla
MSG_CFG_INF_05	Idiomas
MSG_CFG_INF_06	Volver a la pantalla del título
MSG_CFG_INF_07	Salir del juego
MSG_CFG_INF_93	Visualización
MSG_CFG_INF_09	Pantalla
MSG_CFG_INF_94	Resolución
MSG_CFG_INF_153	Visualización gráfica
MSG_CFG_INF_10	Saturación
MSG_CFG_INF_11	Brillo
MSG_CFG_INF_12	Sonido
MSG_CFG_INF_13	Volumen principal
MSG_CFG_INF_14	Música
MSG_CFG_INF_15	Efectos
MSG_CFG_INF_95	Permite que el cursor recuerde la última posición en la que se detuvo.
MSG_CFG_INF_96	Mantiene la opción de luchar de forma automática para el siguiente combate.
MSG_CFG_INF_98	Ajusta la saturación de color.
MSG_CFG_INF_99	Ajusta el brillo de pantalla.
MSG_CFG_INF_100	Ajusta el volumen general.
MSG_CFG_INF_101	Ajusta el volumen de la música.
MSG_CFG_INF_102	Ajusta el volumen de los efectos sonoros.
MSG_CFG_INF_104	Configura los controles del juego con un mando.
MSG_CFG_INF_105	Configura los controles del juego con un mando.
MSG_CFG_INF_106	Vas a regresar a la pantalla del título. Los datos no guardados se perderán.
MSG_CFG_INF_107	Vas a terminar la partida. Los datos no guardados se perderán.
MSG_CFG_INF_108	Devuelve la configuración de los controles con mando a la que existía por defecto.
MSG_CFG_INF_109	Devuelve la configuración de los controles con teclado a la que existía por defecto.
MSG_CFG_INF_158	Cambia la manera de visualizar los gráficos.
MSG_CFG_INF_18	Controles con mando
MSG_CFG_INF_19	Aceptar
MSG_CFG_INF_21	Abrir/Cerrar menú
MSG_CFG_INF_23	Página +
MSG_CFG_INF_24	Página -
MSG_CFG_INF_25	Cambiar de personaje (izqda.)
MSG_CFG_INF_26	Cambiar de personaje (dcha.)
MSG_CFG_INF_28	Controles con teclado
MSG_CFG_INF_29	Moverse arriba
MSG_CFG_INF_30	Moverse abajo
MSG_CFG_INF_31	Moverse a la izqda.
MSG_CFG_INF_32	Moverse a la dcha.
MSG_CFG_INF_135	Teclado
MSG_CFG_INF_136	Ratón
MSG_CFG_INF_33	Controles con mando
MSG_CFG_INF_110	Correr (mantener pulsado)
MSG_CFG_INF_113	Activar/Desactivar autobatallas
MSG_CFG_INF_114	Abrir/Cerrar mapa
MSG_CFG_INF_115	Mostrar/Ocultar minimapa
MSG_CFG_INF_148	Pausar batalla
MSG_CFG_INF_34	Controles con teclado
MSG_CFG_INF_116	Navegación en lista
MSG_CFG_INF_117	Menú del mapamundi
MSG_CFG_INF_118	Abrir menú
MSG_CFG_INF_119	Abrir mapa
MSG_CFG_INF_120	Controles de movimiento
MSG_CFG_INF_121	Hablar
MSG_CFG_INF_137	Investigar
MSG_CFG_INF_123	Menú de batalla
MSG_CFG_INF_35	Interfaz del mapamundi
MSG_CFG_INF_37	Interfaz del mando direccional
MSG_CFG_INF_38	Interfaz del menú
MSG_CFG_INF_39	Interfaz del menú de acciones
MSG_CFG_INF_40	Interfaz del menú de batalla
MSG_CFG_INF_41	Interfaz de acciones de batalla
MSG_CFG_INF_154	Ajustes de gráficos
MSG_CFG_INF_42	Controles
MSG_CFG_INF_43	Sí
MSG_CFG_INF_44	No
MSG_CFG_INF_45	Izquierda
MSG_CFG_INF_46	Derecha
MSG_CFG_INF_156	Normal
MSG_CFG_INF_157	Analógica
MSG_CFG_INF_48	Muy lenta
MSG_CFG_INF_49	Lenta
MSG_CFG_INF_50	Normal
MSG_CFG_INF_51	Rápida
MSG_CFG_INF_52	Muy rápida
MSG_CFG_INF_129	Idioma
MSG_CFG_INF_53	日本語 (Japonés)
MSG_CFG_INF_54	English (Inglés)
MSG_CFG_INF_55	Français (Francés)
MSG_CFG_INF_56	Italiano (Italiano)
MSG_CFG_INF_57	Deutsch (Alemán)
MSG_CFG_INF_58	Español
MSG_CFG_INF_59	한국어 (Coreano)
MSG_CFG_INF_60	繁體中文 (Chino tradicional)
MSG_CFG_INF_61	简体中文 (Chino simplificado)
MSG_CFG_INF_62	русский (Ruso)
MSG_CFG_INF_63	ภาษาไทย (Tailandés)
MSG_CFG_INF_64	Português brasileiro (Portugués de Brasil)
MSG_CFG_INF_66	Pantalla completa
MSG_CFG_INF_67	Ventana
MSG_CFG_INF_68	Ventana sin marco
MSG_CFG_INF_69	Ninguna
MSG_CFG_INF_70	Grado 1
MSG_CFG_INF_71	Grado 2
MSG_CFG_INF_72	Grado 3
MSG_CFG_INF_76	¿Quieres cambiar al idioma escogido?
MSG_CFG_INF_130	El juego se reiniciará tras efectuar los cambios.
MSG_CFG_INF_78	¿Quieres aplicar los cambios de visualización?
MSG_CFG_INF_89	Regresa a la pantalla del título.
MSG_CFG_INF_131	Se perderán los cambios no guardados.
MSG_CFG_INF_132	¿Quieres continuar?
MSG_CFG_INF_155	Escoge un idioma.
MSG_SYSTEM_231	Sal del juego.
MSG_SYSTEM_232	¿Quieres salir del juego? Los datos se guardarán automáticamente.
MSG_SYSTEM_234	¿?
MSG_SYSTEM_235	Defensa mágica
MSG_SYSTEM_238	Debilidad
MSG_SYSTEM_239	Nada
MSG_SYSTEM_240	Fuego
MSG_SYSTEM_241	Frío
MSG_SYSTEM_242	Rayo
MSG_SYSTEM_243	Día
MSG_SYSTEM_245	Espíritu
MSG_SYSTEM_247	Sismo
MSG_SYSTEM_248	Tiempo
MSG_SYSTEM_301	Muerte
MSG_SYSTEM_302	Veneno
MSG_SYSTEM_336	Confu
MSG_SYSTEM_249	Eliminados
MSG_SYSTEM_250	Encontrados
MSG_SYSTEM_304	Ver mapa
MSG_SYSTEM_305	Navegación rápida
MSG_SYSTEM_357	Navegación
MSG_SYSTEM_306	Cambiar
MSG_SYSTEM_358	Ver mapa
MSG_SYSTEM_307	Aceptar
MSG_SYSTEM_308	Hábitat
MSG_SYSTEM_309	Resiste
MSG_SYSTEM_310	Tipo
MSG_SYSTEM_311	Reproducir
MSG_SYSTEM_312	Mago
MSG_SYSTEM_313	Acuático
MSG_SYSTEM_314	Bestia
MSG_SYSTEM_315	Redivivo
MSG_SYSTEM_316	Gigante
MSG_SYSTEM_317	Dragón
MSG_SYSTEM_318	Ser mágico
MSG_SYSTEM_319	Elige la imagen que quieras ver.
MSG_SYSTEM_320	Ocultar ventana
MSG_SYSTEM_321	Batalla RA
MSG_SYSTEM_361	Modo RA
MSG_SYSTEM_322	Activar cámara
MSG_SYSTEM_323	Desactivar cámara
MSG_SYSTEM_324	Reorganizar enemigos
MSG_SYSTEM_325	Comenzar batalla
MSG_SYSTEM_326	Ocultar interfaz
MSG_SYSTEM_327	¿Das permiso a FINAL FANTASY para usar tu cámara?
MSG_SYSTEM_328	Permitir
MSG_SYSTEM_329	Rechazar
MSG_SYSTEM_355	¿Quieres finalizar la batalla RA?
MSG_SYSTEM_367	Esta aplicación emplea la cámara para las funciones de RA. Es necesario permitir el uso de la cámara.
MSG_SYSTEM_368	No has dado permiso para activar el uso de la cámara con esta aplicación. Para disfrutar de las funciones de RA es necesario permitir el uso de la cámara.
MSG_SYSTEM_369	Para efectuar los ajustes, activa el uso de la cámara en esta aplicación desde la pantalla de configuración del dispositivo.
MSG_SYSTEM_371	Emplea de fondo de batalla la imagen capturada con la cámara.
MSG_SYSTEM_330	Escoge la melodía que quieras escuchar.
MSG_SYSTEM_331	Reproducir
MSG_SYSTEM_332	Pausa
MSG_SYSTEM_333	Reproducir todo
MSG_SYSTEM_334	No reproducir todo
MSG_SYSTEM_359	Reproducción continua
MSG_SYSTEM_251	¿Juegas al Puzle 15?
MSG_SYSTEM_252	Salir
MSG_SYSTEM_266	¿Sales del Puzle 15?
MSG_SYSTEM_300	¿Quieres continuar con Puzle 15?
MSG_PC_KEY_CONFIG_01	Retroceso
MSG_PC_KEY_CONFIG_02	Entrar
MSG_PC_KEY_CONFIG_03	Mayús\n(izqda.)
MSG_PC_KEY_CONFIG_04	Mayús\n(dcha.)
MSG_PC_KEY_CONFIG_05	Alt
MSG_PC_KEY_CONFIG_06	Alt Gr
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Bloq Mayús
MSG_PC_KEY_CONFIG_09	Espacio
MSG_PC_KEY_CONFIG_10	Insert
MSG_PC_KEY_CONFIG_11	Inicio
MSG_PC_KEY_CONFIG_12	Supr
MSG_PC_KEY_CONFIG_13	Pausa
MSG_PC_KEY_CONFIG_14	Bloq Despl
MSG_PC_KEY_CONFIG_15	Intro
MSG_SYSTEM_338	Guardado en la nube
MSG_SYSTEM_339	Subir
MSG_SYSTEM_340	Descargar
MSG_SYSTEM_341	Datos del juego
MSG_SYSTEM_342	Datos de la nube
MSG_SYSTEM_356	Detalles
MSG_SYSTEM_343	Puedes hacer una copia de seguridad de datos guardados en la nube.
MSG_SYSTEM_344	Sube a la nube o sobrescribe en ella todos los datos guardados del juego.
MSG_SYSTEM_345	Descarga o sobrescribe todos los datos guardados de la nube al juego.
MSG_SYSTEM_346	Sube todos los datos guardados a la nube.
MSG_SYSTEM_347	Los datos guardados de la nube se sobrescribirán.
MSG_SYSTEM_348	La subida de datos a la nube ha finalizado.
MSG_SYSTEM_349	Se ha producido un error al subir datos a la nube.
MSG_SYSTEM_350	Comprueba el estado de tu conexión.
MSG_SYSTEM_351	Descarga todos los datos guardados de la nube.
MSG_SYSTEM_352	Los datos guardados del juego se sobrescribirán.
MSG_SYSTEM_353	La descarga de datos desde la nube ha finalizado.
MSG_SYSTEM_354	Se ha producido un error al descargar datos desde la nube.
MSG_SYSTEM_363	Sincronizando...
MSG_SYSTEM_364	Se ha producido un fallo en la sincronización.
MSG_SYSTEM_365	Se ha producido un fallo en la transmisión de datos.
MSG_SYSTEM_366	Reintentar
MSG_SYSTEM_360	Cargando...
MSG_SYSTEM_372	Se ha producido un error verificando la licencia. Se cerrará la aplicación.
MSG_SYSTEM_373	Comprueba el estado de la conexión y la configuración del dispositivo y reinicia la aplicación.

