id,battle_background_asset_id,battle_bgm_asset_id,appearance_production,script_name,battle_pattern1,battle_pattern2,battle_pattern3,battle_pattern4,battle_pattern5,battle_pattern6,not_escape,battle_flag_group_id,get_value,get_ap,monster1,monster1_x_position,monster1_y_position,monster1_group,monster2,monster2_x_position,monster2_y_position,monster2_group,monster3,monster3_x_position,monster3_y_position,monster3_group,monster4,monster4_x_position,monster4_y_position,monster4_group,monster5,monster5_x_position,monster5_y_position,monster5_group,monster6,monster6_x_position,monster6_y_position,monster6_group,monster7,monster7_x_position,monster7_y_position,monster7_group,monster8,monster8_x_position,monster8_y_position,monster8_group,monster9,monster9_x_position,monster9_y_position,monster9_group
131,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,6,25,10,1,0,25,10,1,6,25,10,1,0,25,10,1,11,25,10,1,0,25,10,1
132,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,6,30,10,1,0,25,10,1,11,30,10,1
133,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,11,25,10,1,0,25,10,1
134,23,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,115,25,10,1,0,25,10,1,115,25,10,1,115,25,10,1,115,25,10,1
135,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,115,25,10,1,115,25,10,1,115,25,10,1
136,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,115,25,10,1,115,25,10,1,0,25,10,1
137,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,115,25,10,1,0,25,10,1
138,23,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,67,35,-5,1,0,25,10,1,67,35,10,1
139,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,67,25,10,1,0,25,10,1
140,23,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,58,25,10,1,0,25,10,1
141,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,37,35,2,1,37,61,2,1,37,35,2,1
142,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,37,35,-5,1,0,25,10,1,37,35,10,1
143,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,37,25,10,1,0,25,10,1
144,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,56,25,10,1,56,25,10,1,0,25,10,1,56,25,10,1,56,25,10,1,56,25,10,1
145,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,56,25,10,1,0,25,10,1,56,25,10,1,56,25,10,1,56,25,10,1
146,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,56,25,10,1,56,25,10,1,56,25,10,1
147,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,53,25,10,1,53,25,10,1,0,25,10,1,53,25,10,1,53,25,10,1,53,25,10,1
148,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,53,25,10,1,0,25,10,1,53,25,10,1,53,25,10,1,53,25,10,1
149,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,53,25,10,1,53,25,10,1,53,25,10,1
150,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,53,25,10,1,53,25,10,1,0,25,10,1
151,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,105,25,10,1,105,25,10,1,0,25,10,1,105,25,10,1,105,25,10,1,105,25,10,1
152,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,105,25,10,1,0,25,10,1,105,25,10,1,105,25,10,1,105,25,10,1
153,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,105,25,10,1,105,25,10,1,105,25,10,1
154,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,105,25,10,1,105,25,10,1,0,25,10,1
155,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,76,55,-2,1,0,25,10,1,76,35,2,1,0,25,10,1,76,35,2,1
156,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,76,35,-5,1,0,25,10,1,76,35,10,1
157,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,76,25,10,1,0,25,10,1
158,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,85,25,-5,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,85,35,-5,1,0,25,10,1,85,35,-5,1
159,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,85,35,-5,1,0,25,10,1,85,35,10,1
160,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,85,25,10,1,0,25,10,1
161,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,78,25,10,1,78,25,10,1,78,25,10,1
162,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,78,25,10,1,78,25,10,1,0,25,10,1
163,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,78,25,10,1,0,25,10,1
164,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,55,25,10,1,0,25,10,1,55,25,10,1,55,25,10,1,55,25,10,1
165,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,55,25,10,1,55,25,10,1,55,25,10,1
166,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,55,25,10,1,55,25,10,1,0,25,10,1
167,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,9,25,10,1,9,25,10,1,0,25,10,1
168,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,9,25,10,1,0,25,10,1
169,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,102,60,2,1,0,25,10,1,102,35,2,1,0,25,10,1,102,35,2,1
170,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,102,35,-5,1,0,25,10,1,102,35,10,1
171,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,102,25,10,1,0,25,10,1
172,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,49,25,10,1,0,25,10,1
173,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,86,25,10,1,0,25,10,1
174,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,87,25,10,1,0,25,10,1
175,24,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,109,40,-5,1,0,25,10,1,109,40,-5,1,0,25,10,1,109,40,-5,1
176,26,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,109,35,-5,1,0,25,10,1,109,35,10,1
177,26,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,109,25,10,1,0,25,10,1
178,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,54,25,10,1,0,25,10,1,54,25,10,1,54,25,10,1,54,25,10,1
179,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,54,25,10,1,54,25,10,1,54,25,10,1
180,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,54,25,10,1,54,25,10,1,0,25,10,1
181,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,54,25,10,1,0,25,10,1
182,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,93,25,10,1,0,25,10,1
183,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1,39,25,-5,1,0,25,10,1,39,25,10,1
184,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,35,25,-5,1,0,25,10,1,35,25,10,1,39,25,-5,1,0,25,10,1,39,25,10,1
185,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,35,25,10,1,0,25,10,1,35,25,10,1,0,25,10,1,39,25,10,1,0,25,10,1
186,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,35,25,10,1,0,25,10,1,39,25,10,1
187,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1
188,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,35,25,10,1,0,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1
189,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,35,25,10,1,35,25,10,1,0,25,10,1
190,18,77,1,0,1,0,0,0,1,1,0,0,0,0,33,25,10,1,33,25,10,1,33,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1
191,18,77,1,0,1,0,0,0,1,1,0,0,0,0,33,25,10,1,33,25,10,1,33,25,10,1,35,25,10,1,35,25,10,1,33,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1
192,15,77,1,0,1,0,0,0,1,1,2,0,0,0,33,25,10,1,33,25,10,1,33,25,10,1,35,25,10,1,35,25,10,1,35,25,10,1,39,25,-5,1,0,25,10,1,39,25,10,1
193,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,33,25,10,1,0,25,10,1,33,25,10,1,35,25,10,1,33,25,10,1,39,25,-5,1,0,25,10,1,39,25,10,1
194,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,33,25,10,1,35,25,10,1,33,25,10,1,39,25,-5,1,0,25,10,1,39,25,10,1
195,15,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,19,35,10,1,15,60,10,1,19,35,10,1
196,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,19,25,10,1,0,25,10,1
197,18,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,52,25,10,1,0,25,10,1
198,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,98,25,10,1,0,25,10,1,100,25,10,1
199,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,100,25,10,1,0,25,10,1
200,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,21,25,10,1,19,25,10,1,0,25,10,1
201,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,19,25,10,1,0,25,10,1
202,15,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,98,25,10,1,98,25,10,1,98,25,10,1
203,15,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,98,25,10,1,98,25,10,1,0,25,10,1
204,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,98,25,10,1,0,25,10,1
205,25,77,1,0,1,0,0,0,1,1,0,0,0,0,82,25,10,1,82,25,10,1,81,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1
206,25,77,1,0,1,0,0,0,1,1,0,0,0,0,83,25,10,1,83,25,10,1,81,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1
207,25,77,1,0,1,0,0,0,1,1,0,0,0,0,80,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1,81,25,10,1,80,25,10,1
208,15,77,1,0,1,0,0,0,1,1,2,0,0,0,80,25,10,1,81,25,10,1,80,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1
209,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,81,25,10,1,81,25,10,1,0,25,10,1,81,25,10,1,81,25,10,1,81,25,10,1
210,25,77,1,0,1,0,0,0,1,1,0,0,0,0,80,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1,81,25,10,1,81,25,10,1,81,25,10,1
211,1,77,1,0,1,0,0,0,1,1,0,0,0,0,83,25,10,1,83,25,10,1,81,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1
212,25,77,1,0,1,0,0,0,1,1,0,0,0,0,83,25,10,1,83,25,10,1,81,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1
213,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,80,25,10,1,0,25,10,1,80,25,10,1,81,25,10,1,80,25,10,1,82,25,10,1,82,25,10,1,83,25,10,1
214,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,81,25,10,1,0,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1
215,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,80,25,10,1,0,25,10,1,81,25,10,1,83,25,10,1,80,25,10,1,82,25,10,1,82,25,10,1,83,25,10,1
216,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,83,25,10,1,83,25,10,1,81,25,10,1,82,25,10,1,82,25,10,1,83,25,10,1
217,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,80,25,10,1,80,25,10,1,80,25,10,1,82,25,10,1,82,25,10,1,81,25,10,1
218,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,80,25,10,1,80,25,10,1,0,25,10,1,81,25,10,1,81,25,10,1,80,25,10,1
219,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,81,25,10,1,83,25,10,1,0,25,10,1,83,25,10,1,82,25,10,1,83,25,10,1
220,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,80,25,10,1,0,25,10,1,83,25,10,1,82,25,10,1,81,25,10,1
221,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,81,25,10,1,0,25,10,1,83,25,10,1,82,25,10,1,83,25,10,1
222,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,81,25,10,1,0,25,10,1,83,25,10,1,83,25,10,1,83,25,10,1
223,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,81,25,10,1,0,25,10,1,82,25,10,1,82,25,10,1,82,25,10,1
224,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,82,25,10,1,82,25,10,1,81,25,10,1
225,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,83,25,10,1,83,25,10,1,81,25,10,1
226,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,80,25,10,1,81,25,10,1,80,25,10,1
227,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,81,25,10,1,82,25,10,1,0,25,10,1
228,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,81,25,10,1,0,25,10,1
229,24,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,69,35,-5,1,0,25,10,1,69,35,10,1
230,24,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,69,25,10,1,0,25,10,1
231,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,96,25,10,1,96,25,10,1,0,25,10,1,96,25,10,1,96,25,10,1,96,25,10,1
232,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,96,25,10,1,0,25,10,1,96,25,10,1,96,25,10,1,96,25,10,1
233,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,96,25,10,1,96,25,10,1,96,25,10,1
234,25,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,96,25,10,1,96,25,10,1,0,25,10,1
235,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,112,25,10,1,112,25,10,1,0,25,10,1,112,25,10,1,112,25,10,1,112,25,10,1
236,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,112,25,10,1,0,25,10,1,112,25,10,1,112,25,10,1,112,25,10,1
237,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,112,25,10,1,112,25,10,1,112,25,10,1
238,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,112,25,10,1,112,25,10,1,0,25,10,1
239,25,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,108,25,10,1,0,25,10,1
240,26,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,118,25,10,1,118,25,10,1,118,25,10,1
241,24,77,1,0,1,0,0,0,1,1,2,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,118,25,10,1,118,25,10,1,0,25,10,1
242,26,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,118,25,10,1,0,25,10,1
243,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,73,25,10,1,73,25,10,1,73,25,10,1,73,25,10,1,73,25,10,1,73,25,10,1
244,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,73,25,10,1,73,25,10,1,0,25,10,1,73,25,10,1,73,25,10,1,73,25,10,1
245,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,73,25,10,1,0,25,10,1,73,25,10,1,73,25,10,1,73,25,10,1
246,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,73,25,10,1,73,25,10,1,73,25,10,1
247,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,99,25,10,1,0,25,10,1,99,25,10,1,99,25,10,1,99,25,10,1
248,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,99,25,10,1,99,25,10,1,99,25,10,1
249,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,99,25,10,1,99,25,10,1,0,25,10,1
250,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,99,30,10,1,0,25,10,1,101,30,10,1
251,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,101,25,10,1,0,25,10,1
252,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,62,25,10,1,62,25,10,1,62,25,10,1
253,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,62,25,10,1,62,25,10,1,0,25,10,1
254,1,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,62,25,10,1,0,25,10,1
255,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,118,25,10,1,113,25,10,1,118,25,10,1
256,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,118,25,10,1,113,25,10,1,0,25,10,1
257,18,77,1,0,1,0,0,0,1,1,0,0,0,0,102,35,-5,1,0,25,10,1,102,35,10,1,0,25,10,1,0,25,10,1,0,25,10,1,103,35,-5,1,0,25,10,1,103,35,10,1
258,18,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,102,35,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,103,35,-5,1,0,25,10,1,103,35,10,1
259,18,77,1,0,1,0,0,0,1,1,0,0,0,0,102,25,-5,1,0,25,10,1,102,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,103,25,10,1,0,25,10,1
260,18,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,102,35,-5,1,0,25,10,1,103,35,10,1
261,29,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,119,25,10,1,0,25,10,1
262,18,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,48,25,-5,1,0,25,10,1,48,25,10,1
263,18,77,1,0,1,0,0,0,1,1,0,0,0,0,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,0,25,10,1,48,25,10,1,0,25,10,1
