id,key_name,message_id
446,VIRTUAL_BATTLE_ESCAPE_CONFIRMATION,MSG_SYSTEM_355
456,VIRTUAL_BATTLE_MODE,MSG_SYSTEM_361
464,VIRTUAL_BATTLE_PERMISSION_CONFIRMATION_1,MSG_SYSTEM_367
465,VIRTUAL_BATTLE_PERMISSION_CONFIRMATION_2,MSG_SYSTEM_368
466,VIRTUAL_BATTLE_PERMISSION_CONFIRMATION_3,MSG_SYSTEM_369
422,SOUND_PLAYER_SELECTED_MUSIC,MSG_SYSTEM_330
423,SOUND_PLAYER_PLAY,MSG_SYSTEM_331
424,SOUND_PLAYER_STOP,MSG_SYSTEM_332
425,SOUND_PLAYER_CONTINUOUS_REPRODUCING_ON,MSG_SYSTEM_333
426,SOUND_PLAYER_CONTINUOUS_REPRODUCING_OFF,MSG_SYSTEM_334
450,SOUND_PLAYER_CONTINUOUS_REPRODUCING,MSG_SYSTEM_359
428,MENU_OPTION_AT_GAME_OVER,MSG_SYSTEM_335
430,CLOUD_SAVE_TOP_DESCRIPTION,MSG_SYSTEM_343
431,CLOUD_SAVE_UPLOAD,MSG_SYSTEM_339
432,CLOUD_SAVE_UPLOAD_DESCRIPTION_1,MSG_SYSTEM_344
433,CLOUD_SAVE_DOWNLOAD,MSG_SYSTEM_340
434,CLOUD_SAVE_DOWNLOAD_DESCRIPTION_1,MSG_SYSTEM_345
435,CLOUD_SAVE_UPLOAD_DESCRIPTION_2,MSG_SYSTEM_346
436,CLOUD_SAVE_IN_GAME_DATA,MSG_SYSTEM_341
437,CLOUD_SAVE_OUTER_CLOUD_DATA,MSG_SYSTEM_342
438,CLOUD_SAVE_UPLOAD_CONFIRMATION,MSG_SYSTEM_347
439,CLOUD_SAVE_UPLOAD_COMPLETED,MSG_SYSTEM_348
440,CLOUD_SAVE_UPLOAD_FAILURE,MSG_SYSTEM_349
441,CLOUD_SAVE_COMMUNICATION_STATUS_CONFIRMATION,MSG_SYSTEM_350
442,CLOUD_SAVE_DOWNLOAD_DESCRIPTION_2,MSG_SYSTEM_351
443,CLOUD_SAVE_DOWNLOAD_CONFIRMATION,MSG_SYSTEM_352
444,CLOUD_SAVE_DOWNLOAD_COMPLETED,MSG_SYSTEM_353
445,CLOUD_SAVE_DOWNLOAD_FAILURE,MSG_SYSTEM_354
447,CLOUD_SAVE_DETAIL,MSG_SYSTEM_356
460,CLOUD_SAVE_SYNCHRONIZING,MSG_SYSTEM_363
461,CLOUD_SAVE_SYNC_FAILURE,MSG_SYSTEM_364
462,CLOUD_SAVE_COMMUNICATION_FAILURE,MSG_SYSTEM_365
463,CLOUD_SAVE_RETRY,MSG_SYSTEM_366
455,DISPLAY_DURING_LOADING,MSG_SYSTEM_360
470,AT_STARTUP_LICENSE_ERROR,MSG_SYSTEM_372
471,AT_STARTUP_AUTHENTICATION_ERROR,MSG_SYSTEM_373
