id,mes_id_name,cursor_x_position,cursor_y_position,in_type_id,disappear_type_id,species,resistance_attribute,resistance_condition,initial_condition,lv,hp,mp,exp,gill,attack_count,attack_plus,attack_plus_group,attack_attribute,strength,vitality,agility,intelligence,spirit,magic,attack,ability_attack,defense,ability_defense,ability_defense_reat,accuracy_rate,dodge_times,evasion_rate,magic_evasion_rate,ability_disturbed_rate,critical_rate,luck,weight,boss,monster_flag_group_id,drop_rate,drop_content_id1,drop_content_id1_value,drop_content_id2,drop_content_id2_value,drop_content_id3,drop_content_id3_value,drop_content_id4,drop_content_id4_value,drop_content_id5,drop_content_id5_value,drop_content_id6,drop_content_id6_value,drop_content_id7,drop_content_id7_value,drop_content_id8,drop_content_id8_value,steal_content_id1,steal_content_id2,steal_content_id3,steal_content_id4,script_id,monster_asset_id,battle_effect_asset_id,p_use_ability_random_group_id,command_group_type,release_ability_random_group_id,rage_ability_random_group_id
89,MSG_MON_NAME_89,0,0,2,1,3,0,0,0,1,172,0,546,46,1,0,0,0,0,0,36,13,0,0,37,0,20,0,0,43,0,72,83,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,86,141,0,0,0,0
90,MSG_MON_NAME_90,0,0,2,1,3,15,0,0,1,184,0,816,900,2,0,0,0,0,0,24,9,0,0,42,0,16,0,0,46,0,48,103,0,1,2,0,0,0,3,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,87,142,0,0,0,0
91,MSG_MON_NAME_91,0,0,2,1,3,15,0,0,1,288,0,1890,2000,2,0,0,0,0,0,24,16,0,0,56,0,20,0,0,72,0,48,143,0,1,2,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,88,142,0,0,0,0
92,MSG_MON_NAME_92,30,10,2,1,0,15,0,0,1,208,0,1224,102,3,9,0,1,0,0,12,18,0,0,20,0,24,0,0,52,0,24,116,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,89,0,0,0,0,0
93,MSG_MON_NAME_93,30,10,2,1,0,0,0,0,1,344,0,3189,500,3,9,0,1,0,0,12,20,0,0,35,0,32,0,0,86,0,24,170,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,90,0,0,0,0,0
94,MSG_MON_NAME_94,0,0,2,1,6,0,0,0,1,212,0,915,150,3,0,0,0,0,0,18,14,0,0,30,0,14,0,0,53,0,36,116,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,91,141,0,0,0,0
95,MSG_MON_NAME_95,0,0,2,1,6,9,0,0,1,182,0,1215,400,3,0,0,0,0,0,18,16,0,0,20,0,14,0,0,46,0,36,103,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,92,141,0,0,0,0
96,MSG_MON_NAME_96,0,0,2,1,0,13,2,0,1,200,0,1224,400,2,7,0,2,0,0,36,24,0,0,25,0,40,0,0,50,0,72,110,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,93,138,0,0,0,0
97,MSG_MON_NAME_97,0,0,2,1,0,16,2,0,1,400,0,4000,2000,1,0,0,0,0,0,48,28,0,0,102,0,48,0,0,90,0,96,160,0,1,2,0,0,0,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,114,138,0,0,0,0
98,MSG_MON_NAME_98,0,0,2,1,7,12,2,0,1,300,0,1962,800,1,0,0,0,0,0,36,32,0,0,69,0,20,0,0,68,0,72,130,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,94,137,0,0,0,0
99,MSG_MON_NAME_99,0,0,2,1,7,114,2,0,1,358,0,1614,807,1,0,0,0,0,0,72,40,0,0,53,0,4,0,0,62,0,144,130,0,1,2,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,95,137,0,0,0,0
100,MSG_MON_NAME_100,40,0,2,1,15,15,0,0,1,356,0,2355,2355,1,9,0,1,0,0,36,25,0,0,9,0,8,0,0,71,0,72,116,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,96,143,0,0,0,0
101,MSG_MON_NAME_101,40,0,2,1,2,0,0,0,1,420,0,3489,4000,1,9,0,1,0,0,24,32,0,0,7,0,16,0,0,88,0,48,143,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,97,143,0,0,0,0
102,MSG_MON_NAME_102,0,0,2,1,23,11,0,0,1,300,0,2064,2500,4,0,0,0,0,0,36,24,0,0,30,0,20,0,0,60,0,72,130,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,98,141,0,0,0,0
103,MSG_MON_NAME_103,0,0,2,1,23,11,0,0,1,350,0,4584,5000,4,0,0,0,0,0,30,30,0,0,40,0,18,0,0,70,0,60,143,0,1,2,0,0,0,5,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,99,141,0,0,0,0
104,MSG_MON_NAME_104,5,0,2,1,18,103,2,0,1,84,0,276,300,2,0,0,0,0,0,33,18,0,0,30,0,16,0,0,21,0,66,98,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,100,121,0,0,0,0
105,MSG_MON_NAME_105,5,0,2,1,0,0,0,0,1,112,0,822,999,3,4,0,0,0,0,24,26,0,0,1,0,12,0,0,28,0,48,187,0,1,2,0,0,0,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,101,121,0,0,0,0
106,MSG_MON_NAME_106,0,0,6,2,0,0,0,0,1,212,0,130,250,1,0,0,0,0,0,6,12,0,0,15,0,8,0,0,27,0,12,64,0,1,22,0,1,0,2,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,115,102,0,0,0,0
107,MSG_MON_NAME_107,38,0,2,1,6,10,0,0,1,352,0,4068,5000,1,0,0,0,0,0,48,24,0,0,72,0,16,0,0,68,0,96,200,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,102,143,0,0,0,0
108,MSG_MON_NAME_108,38,0,2,1,6,113,0,0,1,454,0,3274,2000,1,0,0,0,0,0,48,28,0,0,92,0,20,0,0,86,0,96,200,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,103,143,0,0,0,0
109,MSG_MON_NAME_109,0,0,2,1,7,108,2,0,1,176,0,1257,800,1,9,0,1,0,0,14,16,0,0,64,0,7,0,0,44,0,28,93,0,1,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,116,121,0,0,0,0
110,MSG_MON_NAME_110,0,0,2,1,7,111,2,0,1,200,0,2385,1000,1,0,0,0,0,0,12,21,0,0,70,0,16,0,0,50,0,24,110,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,117,121,0,0,0,0
111,MSG_MON_NAME_111,0,0,2,1,7,109,2,0,1,304,0,6717,3000,1,0,0,0,0,0,12,26,0,0,93,0,100,0,0,76,0,24,143,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,118,121,0,0,0,0
112,MSG_MON_NAME_112,0,0,2,1,0,0,0,0,1,260,0,1263,1800,2,0,0,0,0,0,18,20,0,0,44,0,38,0,0,65,0,36,135,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,119,102,0,0,0,0
113,MSG_MON_NAME_113,0,0,2,1,16,102,2,0,1,190,0,2700,3000,1,0,0,0,0,0,21,28,0,0,55,0,32,0,0,48,0,42,173,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,120,102,0,0,0,0
114,MSG_MON_NAME_114,0,0,6,2,0,0,0,0,1,420,0,2250,2000,1,0,0,0,0,0,39,24,0,0,30,0,18,0,0,42,0,78,170,0,1,22,0,1,0,4,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,104,139,0,0,0,0
115,MSG_MON_NAME_115,0,0,2,1,2,0,0,0,1,105,0,1095,1095,1,0,0,0,0,0,39,24,0,0,26,0,40,0,0,27,0,78,170,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,121,139,0,0,0,0
116,MSG_MON_NAME_116,0,0,2,1,2,0,0,0,1,200,0,3420,3420,1,0,0,0,0,0,45,34,0,0,40,0,38,0,0,45,0,90,186,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,122,139,0,0,0,0
117,MSG_MON_NAME_117,3,0,2,1,21,0,0,0,1,64,0,63,15,2,0,0,0,0,0,11,4,0,0,10,0,2,0,0,16,0,22,40,0,1,2,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,105,117,0,0,0,0
118,MSG_MON_NAME_118,3,0,2,1,7,12,2,0,1,200,0,1272,700,3,0,0,0,0,0,66,20,0,0,30,0,24,0,0,50,0,132,100,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,106,117,0,0,0,0
119,MSG_MON_NAME_119,0,0,2,1,1,111,2,29,1,2000,0,32000,32000,2,0,0,0,0,0,48,50,0,0,128,0,80,0,0,200,0,96,200,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,123,138,0,0,0,0
120,MSG_MON_NAME_120,35,10,6,2,13,18,2,0,1,1200,0,2200,3000,1,7,0,2,0,0,12,30,0,0,40,0,40,0,0,49,0,24,120,0,1,22,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,107,140,0,0,0,0
121,MSG_MON_NAME_120,35,10,6,2,13,17,2,0,1,2800,0,2000,1,1,7,0,2,0,0,24,34,0,0,50,0,80,0,0,64,0,48,140,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,107,140,0,0,0,0
122,MSG_MON_NAME_121,0,0,6,2,16,104,1,0,1,1440,0,2475,3000,6,0,0,0,0,0,24,32,0,0,40,0,50,0,0,63,0,48,183,0,1,22,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,124,102,0,0,0,0
123,MSG_MON_NAME_121,0,0,6,2,16,106,1,0,1,3200,0,2000,1,6,0,0,0,0,0,30,41,0,0,60,0,80,0,0,63,0,60,183,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,124,102,0,0,0,0
124,MSG_MON_NAME_122,70,55,6,2,3,19,8,0,1,1800,0,4245,5000,8,0,0,0,0,0,42,32,0,0,50,0,60,0,0,90,0,84,160,0,1,22,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,108,121,0,0,0,0
125,MSG_MON_NAME_122,70,55,6,2,3,105,8,0,1,3600,0,2000,1,8,0,0,0,0,0,49,41,0,0,60,0,80,0,0,114,0,98,200,0,1,22,0,1,0,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,108,121,0,0,0,0
126,MSG_MON_NAME_123,0,0,6,2,6,110,8,0,1,2400,0,5496,6000,4,0,0,0,0,0,36,45,0,0,53,0,80,0,0,80,0,72,200,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,109,142,0,0,0,0
127,MSG_MON_NAME_123,0,0,6,2,14,110,8,0,1,5500,0,2000,1,4,0,0,0,0,0,45,38,0,0,75,0,90,0,0,85,0,90,200,0,1,22,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,109,142,0,0,0,0
128,MSG_MON_NAME_124,0,0,6,2,0,112,2,0,1,20000,0,0,0,2,7,0,2,0,0,50,40,0,0,170,0,100,0,0,200,0,100,200,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,110,121,0,0,0,0
129,MSG_MON_NAME_61,0,0,6,2,8,8,2,29,1,280,0,1200,2000,1,7,0,2,0,0,36,26,0,0,76,0,26,0,0,39,0,72,75,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,61,0,0,0,0,0
